Sample 1_Frequency [Hz]	Normal Sound Transmission Loss [dB]	Sample 2_Frequency [Hz]	Normal Sound Transmission Loss [dB]	Sample 3_Frequency [Hz]	Normal Sound Transmission Loss [dB]	Sample 4_Frequency [Hz]	Normal Sound Transmission Loss [dB]	
3,573437E+3	-2,914275E-1	3,573437E+3	-1,013393E+0	3,573437E+3	-7,713021E-1	3,573437E+3	-6,217286E-1
3,575000E+3	-2,746312E-1	3,575000E+3	-1,020596E+0	3,575000E+3	-7,616429E-1	3,575000E+3	-6,330654E-1
3,576562E+3	-2,518289E-1	3,576562E+3	-1,017948E+0	3,576562E+3	-7,498248E-1	3,576562E+3	-6,400112E-1
3,578125E+3	-2,424027E-1	3,578125E+3	-1,024833E+0	3,578125E+3	-7,427197E-1	3,578125E+3	-6,540293E-1
3,579687E+3	-2,201069E-1	3,579687E+3	-1,026198E+0	3,579687E+3	-7,343822E-1	3,579687E+3	-6,603932E-1
3,581250E+3	-2,091907E-1	3,581250E+3	-1,032924E+0	3,581250E+3	-7,282841E-1	3,581250E+3	-6,701437E-1
3,582812E+3	-1,897226E-1	3,582812E+3	-1,035315E+0	3,582812E+3	-9,140328E-1	3,582812E+3	-6,846599E-1
3,584375E+3	-1,812562E-1	3,584375E+3	-1,042058E+0	3,584375E+3	-1,044344E+0	3,584375E+3	-6,957313E-1
3,585937E+3	-1,588945E-1	3,585937E+3	-1,211644E+0	3,585937E+3	-1,046464E+0	3,585937E+3	-7,000443E-1
3,587500E+3	-1,457046E-1	3,587500E+3	-1,331528E+0	3,587500E+3	-1,045706E+0	3,587500E+3	-7,001493E-1
3,589062E+3	-4,920081E-1	3,589062E+3	-1,339117E+0	3,589062E+3	-1,046804E+0	3,589062E+3	-6,927848E-1
3,590625E+3	-7,542714E-1	3,590625E+3	-1,345280E+0	3,590625E+3	-1,044693E+0	3,590625E+3	-6,869038E-1
3,592187E+3	-7,590484E-1	3,592187E+3	-1,350481E+0	3,592187E+3	-1,033835E+0	3,592187E+3	-6,793281E-1
3,593750E+3	-7,647253E-1	3,593750E+3	-1,354083E+0	3,593750E+3	-1,020371E+0	3,593750E+3	-6,732845E-1
3,595312E+3	-7,679268E-1	3,595312E+3	-1,360298E+0	3,595312E+3	-1,005389E+0	3,595312E+3	-6,711349E-1
3,596875E+3	-7,702252E-1	3,596875E+3	-1,364593E+0	3,596875E+3	-9,870164E-1	3,596875E+3	-6,661122E-1
3,598437E+3	-7,822940E-1	3,598437E+3	-1,366012E+0	3,598437E+3	-9,684374E-1	3,598437E+3	-6,588416E-1
3,600000E+3	-7,923407E-1	3,600000E+3	-1,365145E+0	3,600000E+3	-9,444642E-1	3,600000E+3	-6,513474E-1
3,601562E+3	-8,070370E-1	3,601562E+3	-1,363316E+0	3,601562E+3	-9,356349E-1	3,601562E+3	-6,461037E-1
3,603125E+3	-8,187135E-1	3,603125E+3	-1,358221E+0	3,603125E+3	-9,220883E-1	3,603125E+3	-6,407768E-1
3,604687E+3	-8,240131E-1	3,604687E+3	-1,363334E+0	3,604687E+3	-9,139305E-1	3,604687E+3	-6,414899E-1
3,606250E+3	-8,261430E-1	3,606250E+3	-1,366273E+0	3,606250E+3	-9,029522E-1	3,606250E+3	-6,418258E-1
3,607812E+3	-8,304060E-1	3,607812E+3	-1,378699E+0	3,607812E+3	-8,924849E-1	3,607812E+3	-6,392631E-1
3,609375E+3	-8,308803E-1	3,609375E+3	-1,389470E+0	3,609375E+3	-8,797139E-1	3,609375E+3	-6,363932E-1
3,610937E+3	-8,328537E-1	3,610937E+3	-1,414322E+0	3,610937E+3	-8,794540E-1	3,610937E+3	-5,843470E-1
3,612500E+3	-8,309605E-1	3,612500E+3	-1,437330E+0	3,612500E+3	-8,758937E-1	3,612500E+3	-5,159311E-1
3,614062E+3	-8,418289E-1	3,614062E+3	-1,464766E+0	3,614062E+3	-8,818964E-1	3,614062E+3	-5,002720E-1
3,615625E+3	-8,482225E-1	3,615625E+3	-1,491207E+0	3,615625E+3	-8,859463E-1	3,615625E+3	-5,004409E-1
3,617187E+3	-8,618389E-1	3,617187E+3	-1,431115E+0	3,617187E+3	-8,942721E-1	3,617187E+3	-5,519203E-1
3,618750E+3	-8,715320E-1	3,618750E+3	-1,347956E+0	3,618750E+3	-9,031407E-1	3,618750E+3	-6,248643E-1
3,620312E+3	-8,808577E-1	3,620312E+3	-1,302063E+0	3,620312E+3	-9,047246E-1	3,620312E+3	-6,311090E-1
3,621875E+3	-8,872202E-1	3,621875E+3	-1,248677E+0	3,621875E+3	-9,096047E-1	3,621875E+3	-6,550053E-1
3,623437E+3	-8,917878E-1	3,623437E+3	-1,218180E+0	3,623437E+3	-7,955026E-1	3,623437E+3	-6,552807E-1
3,625000E+3	-8,944026E-1	3,625000E+3	-1,181030E+0	3,625000E+3	-6,739692E-1	3,625000E+3	-6,723951E-1
3,626562E+3	-8,945428E-1	3,626562E+3	-1,188360E+0	3,626562E+3	-6,790097E-1	3,626562E+3	-6,669386E-1
3,628125E+3	-8,965131E-1	3,628125E+3	-1,205462E+0	3,628125E+3	-6,972861E-1	3,628125E+3	-6,804636E-1
3,629687E+3	-8,938440E-1	3,629687E+3	-1,214225E+0	3,629687E+3	-6,177471E-1	3,629687E+3	-6,717732E-1
3,631250E+3	-9,000405E-1	3,631250E+3	-1,242998E+0	3,631250E+3	-5,467340E-1	3,631250E+3	-6,907379E-1
3,632812E+3	-8,973816E-1	3,632812E+3	-1,246831E+0	3,632812E+3	-5,405609E-1	3,632812E+3	-5,636045E-1
3,634375E+3	-9,125232E-1	3,634375E+3	-1,276130E+0	3,634375E+3	-5,580786E-1	3,634375E+3	-6,682656E-1
3,635937E+3	-9,087459E-1	3,635937E+3	-1,224238E+0	3,635937E+3	-5,417441E-1	3,635937E+3	-6,780554E-1
3,637500E+3	-9,270390E-1	3,637500E+3	-1,181588E+0	3,637500E+3	-5,539915E-1	3,637500E+3	-6,997700E-1
3,639062E+3	-9,205865E-1	3,639062E+3	-1,182011E+0	3,639062E+3	-5,251248E-1	3,639062E+3	-7,017993E-1
3,640625E+3	-9,372570E-1	3,640625E+3	-1,212072E+0	3,640625E+3	-5,228044E-1	3,640625E+3	-7,080494E-1
3,642187E+3	-9,327367E-1	3,642187E+3	-1,206573E+0	3,642187E+3	-5,165943E-1	3,642187E+3	-7,130565E-1
3,643750E+3	-9,538211E-1	3,643750E+3	-1,223227E+0	3,643750E+3	-5,289765E-1	3,643750E+3	-7,229124E-1
3,645312E+3	-9,579687E-1	3,645312E+3	-1,212506E+0	3,645312E+3	-5,359076E-1	3,645312E+3	-7,302534E-1
3,646875E+3	-9,876053E-1	3,646875E+3	-1,212743E+0	3,646875E+3	-5,550924E-1	3,646875E+3	-7,424515E-1
3,648437E+3	-9,115029E-1	3,648437E+3	-1,211561E+0	3,648437E+3	-5,631750E-1	3,648437E+3	-7,488208E-1
3,650000E+3	-8,402307E-1	3,650000E+3	-1,215788E+0	3,650000E+3	-5,794971E-1	3,650000E+3	-7,599701E-1
3,651562E+3	-8,341496E-1	3,651562E+3	-1,221273E+0	3,651562E+3	-5,873444E-1	3,651562E+3	-7,607080E-1
3,653125E+3	-8,356900E-1	3,653125E+3	-1,231865E+0	3,653125E+3	-6,016773E-1	3,653125E+3	-7,650092E-1
3,654687E+3	-8,257988E-1	3,654687E+3	-1,242071E+0	3,654687E+3	-6,086323E-1	3,654687E+3	-7,599693E-1
3,656250E+3	-8,217543E-1	3,656250E+3	-1,257441E+0	3,656250E+3	-6,218340E-1	3,656250E+3	-7,571699E-1
3,657812E+3	-7,782682E-1	3,657812E+3	-1,273079E+0	3,657812E+3	-6,267508E-1	3,657812E+3	-7,537305E-1
3,659375E+3	-7,379840E-1	3,659375E+3	-1,294312E+0	3,659375E+3	-6,386529E-1	3,659375E+3	-7,524383E-1
3,660937E+3	-7,160192E-1	3,660937E+3	-1,314077E+0	3,660937E+3	-6,423449E-1	3,660937E+3	-7,516388E-1
3,662500E+3	-6,971866E-1	3,662500E+3	-1,339228E+0	3,662500E+3	-6,533615E-1	3,662500E+3	-7,531134E-1
3,664062E+3	-7,020906E-1	3,664062E+3	-1,360487E+0	3,664062E+3	-6,544117E-1	3,664062E+3	-7,513110E-1
3,665625E+3	-7,123192E-1	3,665625E+3	-1,386155E+0	3,665625E+3	-6,604311E-1	3,665625E+3	-7,513403E-1
3,667187E+3	-7,129643E-1	3,667187E+3	-1,410572E+0	3,667187E+3	-6,552880E-1	3,667187E+3	-7,362492E-1
3,668750E+3	-7,173726E-1	3,668750E+3	-1,439123E+0	3,668750E+3	-6,531232E-1	3,668750E+3	-7,216880E-1
3,670312E+3	-7,232538E-1	3,670312E+3	-1,463718E+0	3,670312E+3	-6,506098E-1	3,670312E+3	-7,030145E-1
3,671875E+3	-7,327356E-1	3,671875E+3	-1,491771E+0	3,671875E+3	-6,510131E-1	3,671875E+3	-6,847594E-1
3,673437E+3	-7,451957E-1	3,673437E+3	-1,518565E+0	3,673437E+3	-6,533901E-1	3,673437E+3	-6,672297E-1
3,675000E+3	-7,612703E-1	3,675000E+3	-1,548605E+0	3,675000E+3	-6,590750E-1	3,675000E+3	-6,501627E-1
3,676562E+3	-7,840632E-1	3,676562E+3	-1,579531E+0	3,676562E+3	-6,633708E-1	3,676562E+3	-6,340228E-1
3,678125E+3	-8,111523E-1	3,678125E+3	-1,613732E+0	3,678125E+3	-6,710725E-1	3,678125E+3	-6,184667E-1
3,679687E+3	-8,330954E-1	3,679687E+3	-1,645102E+0	3,679687E+3	-6,689676E-1	3,679687E+3	-6,010480E-1
3,681250E+3	-8,583999E-1	3,681250E+3	-1,679229E+0	3,681250E+3	-6,696365E-1	3,681250E+3	-5,844487E-1
3,682812E+3	-8,826076E-1	3,682812E+3	-1,709830E+0	3,682812E+3	-6,627747E-1	3,682812E+3	-5,676096E-1
3,684375E+3	-9,098778E-1	3,684375E+3	-1,742717E+0	3,684375E+3	-6,584171E-1	3,684375E+3	-5,520535E-1
3,685937E+3	-9,388293E-1	3,685937E+3	-1,769738E+0	3,685937E+3	-6,529224E-1	3,685937E+3	-5,357537E-1
3,687500E+3	-9,707703E-1	3,687500E+3	-1,798520E+0	3,687500E+3	-6,499966E-1	3,687500E+3	-5,209683E-1
3,689062E+3	-1,002916E+0	3,689062E+3	-1,820660E+0	3,689062E+3	-6,455874E-1	3,689062E+3	-5,075498E-1
3,690625E+3	-1,037838E+0	3,690625E+3	-1,844068E+0	3,690625E+3	-6,436375E-1	3,690625E+3	-4,956578E-1
3,692187E+3	-1,065116E+0	3,692187E+3	-1,864521E+0	3,692187E+3	-6,407073E-1	3,692187E+3	-4,883657E-1
3,693750E+3	-1,094363E+0	3,693750E+3	-1,885893E+0	3,693750E+3	-6,399937E-1	3,693750E+3	-4,825557E-1
3,695312E+3	-1,125605E+0	3,695312E+3	-1,913976E+0	3,695312E+3	-6,339397E-1	3,695312E+3	-4,751864E-1
3,696875E+3	-1,158762E+0	3,696875E+3	-1,943055E+0	3,696875E+3	-6,297685E-1	3,696875E+3	-4,694055E-1
3,698437E+3	-1,202483E+0	3,698437E+3	-1,990749E+0	3,698437E+3	-6,196995E-1	3,698437E+3	-4,159460E-1
3,700000E+3	-1,248694E+0	3,700000E+3	-2,040140E+0	3,700000E+3	-6,114914E-1	3,700000E+3	-3,720142E-1
3,701562E+3	-1,300121E+0	3,701562E+3	-2,101131E+0	3,701562E+3	-5,953104E-1	3,701562E+3	-3,736141E-1
3,703125E+3	-1,354227E+0	3,703125E+3	-2,164309E+0	3,703125E+3	-5,811644E-1	3,703125E+3	-3,756812E-1
3,704687E+3	-1,400588E+0	3,704687E+3	-2,212145E+0	3,704687E+3	-5,627493E-1	3,704687E+3	-1,602511E-1
3,706250E+3	-1,448942E+0	3,706250E+3	-2,261185E+0	3,706250E+3	-5,465640E-1	3,706250E+3	-4,255908E-2
3,707812E+3	-1,491247E+0	3,707812E+3	-2,302199E+0	3,707812E+3	-5,274938E-1	3,707812E+3	-3,040150E-2
3,709375E+3	-1,535147E+0	3,709375E+3	-2,343969E+0	3,709375E+3	-5,109517E-1	3,709375E+3	-2,094618E-2
3,710937E+3	-1,570398E+0	3,710937E+3	-2,366968E+0	3,710937E+3	-4,914241E-1	3,710937E+3	-9,631960E-3
3,712500E+3	-1,606809E+0	3,712500E+3	-2,390364E+0	3,712500E+3	-4,748500E-1	3,712500E+3	-1,053501E-3
3,714062E+3	-1,636284E+0	3,714062E+3	-2,516094E+0	3,714062E+3	-4,369916E-1	3,714062E+3	1,500971E-2
3,715625E+3	-1,666635E+0	3,715625E+3	-2,647260E+0	3,715625E+3	-4,044726E-1	3,715625E+3	2,757828E-2
3,717187E+3	-1,758316E+0	3,717187E+3	-2,554268E+0	3,717187E+3	-3,874817E-1	3,717187E+3	4,808190E-2
3,718750E+3	-1,853632E+0	3,718750E+3	-2,466963E+0	3,718750E+3	-3,737539E-1	3,718750E+3	6,334135E-2
3,720312E+3	-2,021338E+0	3,720312E+3	-2,729492E+0	3,720312E+3	-1,475782E-1	3,720312E+3	8,795063E-2
3,721875E+3	-2,196609E+0	3,721875E+3	-2,999335E+0	3,721875E+3	7,244414E-3	3,721875E+3	1,045188E-1
3,723437E+3	-2,234970E+0	3,723437E+3	-2,950606E+0	3,723437E+3	1,978543E-2	3,723437E+3	1,318273E-1
3,725000E+3	-2,273970E+0	3,725000E+3	-2,904004E+0	3,725000E+3	2,722613E-2	3,725000E+3	1,488190E-1
3,726562E+3	-2,800035E+0	3,726562E+3	-2,867392E+0	3,726562E+3	1,873765E-3	3,726562E+3	1,321878E-1
3,728125E+3	-3,367345E+0	3,728125E+3	-2,832395E+0	3,728125E+3	-3,416859E-2	3,728125E+3	1,043555E-1
3,729687E+3	-3,312398E+0	3,729687E+3	-2,799554E+0	3,729687E+3	-1,423822E-2	3,729687E+3	1,311653E-1
3,731250E+3	-3,258950E+0	3,731250E+3	-2,768319E+0	3,731250E+3	2,039759E-3	3,731250E+3	1,472470E-1
3,732812E+3	-3,205274E+0	3,732812E+3	-2,594195E+0	3,732812E+3	1,352247E-2	3,732812E+3	1,734339E-1
3,734375E+3	-3,153299E+0	3,734375E+3	-2,447890E+0	3,734375E+3	2,198807E-2	3,734375E+3	1,887844E-1
3,735937E+3	-3,097790E+0	3,735937E+3	-2,459415E+0	3,735937E+3	3,872542E-2	3,735937E+3	2,183902E-1
3,737500E+3	-3,044306E+0	3,737500E+3	-2,470981E+0	3,737500E+3	5,060009E-2	3,737500E+3	2,346943E-1
3,739062E+3	-2,987643E+0	3,739062E+3	-2,482518E+0	3,739062E+3	7,454308E-2	3,739062E+3	2,638411E-1
3,740625E+3	-2,933453E+0	3,740625E+3	-2,494144E+0	3,740625E+3	9,107464E-2	3,740625E+3	2,793978E-1
3,742187E+3	-2,871303E+0	3,742187E+3	-2,511496E+0	3,742187E+3	1,118489E-1	3,742187E+3	3,062758E-1
3,743750E+3	-2,812227E+0	3,743750E+3	-2,528917E+0	3,743750E+3	1,252545E-1	3,743750E+3	3,211286E-1
3,745312E+3	-2,743392E+0	3,745312E+3	-2,261751E+0	3,745312E+3	1,405016E-1	3,745312E+3	3,461108E-1
3,746875E+3	-2,678560E+0	3,746875E+3	-2,272479E+0	3,746875E+3	1,490718E-1	3,746875E+3	3,618638E-1
3,748437E+3	-2,617213E+0	3,748437E+3	-2,231122E+0	3,748437E+3	1,640473E-1	3,748437E+3	3,856239E-1
3,750000E+3	-2,560162E+0	3,750000E+3	-2,198236E+0	3,750000E+3	1,719194E-1	3,750000E+3	4,011723E-1
3,751562E+3	-2,519231E+0	3,751562E+3	-2,136991E+0	3,751562E+3	1,896992E-1	3,751562E+3	4,238371E-1
3,753125E+3	-2,481811E+0	3,753125E+3	-2,097849E+0	3,753125E+3	1,991294E-1	3,753125E+3	4,395566E-1
3,754687E+3	-2,938299E+0	3,754687E+3	-2,047281E+0	3,754687E+3	2,182685E-1	3,754687E+3	4,589120E-1
3,756250E+3	-3,383772E+0	3,756250E+3	-2,020449E+0	3,756250E+3	2,268797E-1	3,756250E+3	4,734842E-1
3,757812E+3	-3,336727E+0	3,757812E+3	-1,968438E+0	3,757812E+3	2,398493E-1	3,757812E+3	4,929719E-1
3,759375E+3	-3,292549E+0	3,759375E+3	-1,947564E+0	3,759375E+3	2,442356E-1	3,759375E+3	5,080347E-1
3,760937E+3	-2,411770E+0	3,760937E+3	-1,897846E+0	3,760937E+3	2,547929E-1	3,760937E+3	5,270417E-1
3,762500E+3	-2,012840E+0	3,762500E+3	-1,883306E+0	3,762500E+3	2,566291E-1	3,762500E+3	5,416101E-1
3,764062E+3	-1,947282E+0	3,764062E+3	-1,833321E+0	3,764062E+3	2,677815E-1	3,764062E+3	5,596438E-1
3,765625E+3	-1,896169E+0	3,765625E+3	-1,817477E+0	3,765625E+3	2,696900E-1	3,765625E+3	5,739460E-1
3,767187E+3	-1,841389E+0	3,767187E+3	-1,781988E+0	3,767187E+3	2,785706E-1	3,767187E+3	5,917750E-1
3,768750E+3	-1,800429E+0	3,768750E+3	-1,765154E+0	3,768750E+3	2,795019E-1	3,768750E+3	6,068921E-1
3,770312E+3	-1,757600E+0	3,770312E+3	-1,747967E+0	3,770312E+3	2,859133E-1	3,770312E+3	6,241006E-1
3,771875E+3	-1,728599E+0	3,771875E+3	-1,738242E+0	3,771875E+3	2,859707E-1	3,771875E+3	6,387500E-1
3,773437E+3	-1,679183E+0	3,773437E+3	-1,787399E+0	3,773437E+3	2,889017E-1	3,773437E+3	6,554161E-1
3,775000E+3	-1,652684E+0	3,775000E+3	-1,831176E+0	3,775000E+3	2,870111E-1	3,775000E+3	6,697018E-1
3,776562E+3	-1,631772E+0	3,776562E+3	-1,824163E+0	3,776562E+3	2,894674E-1	3,776562E+3	6,831349E-1
3,778125E+3	-1,635337E+0	3,778125E+3	-1,815721E+0	3,778125E+3	2,867876E-1	3,778125E+3	6,938241E-1
3,779687E+3	-1,666449E+0	3,779687E+3	-1,793672E+0	3,779687E+3	2,844720E-1	3,779687E+3	7,068414E-1
3,781250E+3	-1,725653E+0	3,781250E+3	-1,769710E+0	3,781250E+3	2,781620E-1	3,781250E+3	7,171997E-1
3,782812E+3	-1,661409E+0	3,782812E+3	-1,751753E+0	3,782812E+3	2,769375E-1	3,782812E+3	7,291619E-1
3,784375E+3	-1,638121E+0	3,784375E+3	-1,731846E+0	3,784375E+3	2,711665E-1	3,784375E+3	7,330736E-1
3,785937E+3	-1,586808E+0	3,785937E+3	-1,715220E+0	3,785937E+3	2,753986E-1	3,785937E+3	7,492012E-1
3,787500E+3	-1,555008E+0	3,787500E+3	-1,696954E+0	3,787500E+3	2,755598E-1	3,787500E+3	7,620029E-1
3,789062E+3	-1,513207E+0	3,789062E+3	-1,682970E+0	3,789062E+3	2,768685E-1	3,789062E+3	7,853553E-1
3,790625E+3	-1,479657E+0	3,790625E+3	-1,667535E+0	3,790625E+3	2,755883E-1	3,790625E+3	8,030543E-1
3,792187E+3	-1,443349E+0	3,792187E+3	-1,654891E+0	3,792187E+3	2,731222E-1	3,792187E+3	8,219604E-1
3,793750E+3	-1,409092E+0	3,793750E+3	-1,640517E+0	3,793750E+3	2,684428E-1	3,793750E+3	8,375482E-1
3,795312E+3	-1,375092E+0	3,795312E+3	-1,624661E+0	3,795312E+3	2,636531E-1	3,795312E+3	8,543195E-1
3,796875E+3	-1,339911E+0	3,796875E+3	-1,606400E+0	3,796875E+3	2,569589E-1	3,796875E+3	8,685758E-1
3,798437E+3	-1,304727E+0	3,798437E+3	-1,592891E+0	3,798437E+3	2,485966E-1	3,798437E+3	8,812454E-1
3,800000E+3	-1,266726E+0	3,800000E+3	-1,576803E+0	3,800000E+3	2,390757E-1	3,800000E+3	8,919440E-1
3,801562E+3	-1,232047E+0	3,801562E+3	-1,569665E+0	3,801562E+3	2,341564E-1	3,801562E+3	9,022234E-1
3,803125E+3	-1,193349E+0	3,803125E+3	-1,560573E+0	3,803125E+3	2,283579E-1	3,803125E+3	9,107368E-1
3,804687E+3	-1,166120E+0	3,804687E+3	-1,554745E+0	3,804687E+3	2,303789E-1	3,804687E+3	9,232159E-1
3,806250E+3	-1,134572E+0	3,806250E+3	-1,546910E+0	3,806250E+3	2,315125E-1	3,806250E+3	9,334295E-1
3,807812E+3	-1,113438E+0	3,807812E+3	-1,541329E+0	3,807812E+3	2,080507E-1	3,807812E+3	9,542236E-1
3,809375E+3	-1,087775E+0	3,809375E+3	-1,533584E+0	3,809375E+3	1,840905E-1	3,809375E+3	9,681206E-1
3,810937E+3	-1,071907E+0	3,810937E+3	-1,535109E+0	3,810937E+3	4,175917E-2	3,810937E+3	9,748369E-1
3,812500E+3	-1,051149E+0	3,812500E+3	-1,534726E+0	3,812500E+3	-1,071117E-1	3,812500E+3	9,795264E-1
3,814062E+3	-1,042929E+0	3,814062E+3	-1,540082E+0	3,814062E+3	-1,128937E-1	3,814062E+3	9,825981E-1
3,815625E+3	-1,029383E+0	3,815625E+3	-1,543918E+0	3,815625E+3	-1,192173E-1	3,815625E+3	9,841633E-1
3,817187E+3	-1,037052E+0	3,817187E+3	-1,551110E+0	3,817187E+3	-1,262135E-1	3,817187E+3	9,862400E-1
3,818750E+3	-1,039405E+0	3,818750E+3	-1,556392E+0	3,818750E+3	-1,334970E-1	3,818750E+3	9,867081E-1
3,820312E+3	-1,045278E+0	3,820312E+3	-1,558487E+0	3,820312E+3	-1,432248E-1	3,820312E+3	9,895640E-1
3,821875E+3	-1,045828E+0	3,821875E+3	-1,559448E+0	3,821875E+3	-1,531842E-1	3,821875E+3	9,907096E-1
3,823437E+3	-1,034461E+0	3,823437E+3	-1,869107E+0	3,823437E+3	-1,701455E-1	3,823437E+3	9,919750E-1
3,825000E+3	-1,019331E+0	3,825000E+3	-2,041293E+0	3,825000E+3	-1,876444E-1	3,825000E+3	9,913532E-1
3,826562E+3	-1,001154E+0	3,826562E+3	-2,021472E+0	3,826562E+3	-2,107552E-1	3,826562E+3	9,898288E-1
3,828125E+3	-9,798155E-1	3,828125E+3	-2,000577E+0	3,828125E+3	-2,349379E-1	3,828125E+3	9,863181E-1
3,829687E+3	-1,543323E+0	3,829687E+3	-1,980501E+0	3,829687E+3	-2,563559E-1	3,829687E+3	9,826079E-1
3,831250E+3	-1,882121E+0	3,831250E+3	-1,959606E+0	3,831250E+3	-2,792810E-1	3,831250E+3	9,771391E-1
3,832812E+3	-1,836899E+0	3,832812E+3	-1,940867E+0	3,832812E+3	-3,001665E-1	3,832812E+3	9,726189E-1
3,834375E+3	-1,788925E+0	3,834375E+3	-1,921473E+0	3,834375E+3	-3,231652E-1	3,834375E+3	9,667123E-1
3,835937E+3	-1,745959E+0	3,835937E+3	-1,904356E+0	3,835937E+3	-3,426724E-1	3,835937E+3	9,435366E-1
3,837500E+3	-1,700582E+0	3,837500E+3	-1,886752E+0	3,837500E+3	-3,648672E-1	3,837500E+3	9,127829E-1
3,839062E+3	-1,657865E+0	3,839062E+3	-1,848177E+0	3,839062E+3	-3,850683E-1	3,839062E+3	9,088994E-1
3,840625E+3	-1,613199E+0	3,840625E+3	-2,059087E+0	3,840625E+3	-4,087441E-1	3,840625E+3	9,035917E-1
3,842187E+3	-1,573148E+0	3,842187E+3	-2,041290E+0	3,842187E+3	-4,274351E-1	3,842187E+3	8,646996E-1
3,843750E+3	-1,531413E+0	3,843750E+3	-2,033012E+0	3,843750E+3	-4,503936E-1	3,843750E+3	8,235457E-1
3,845312E+3	-1,760679E+0	3,845312E+3	-2,017422E+0	3,845312E+3	-4,603693E-1	3,845312E+3	8,113458E-1
3,846875E+3	-2,157046E+0	3,846875E+3	-2,019126E+0	3,846875E+3	-4,745542E-1	3,846875E+3	7,973280E-1
3,848437E+3	-2,125667E+0	3,848437E+3	-2,000356E+0	3,848437E+3	-4,825110E-1	3,848437E+3	7,663236E-1
3,850000E+3	-2,103072E+0	3,850000E+3	-2,018307E+0	3,850000E+3	-4,945474E-1	3,850000E+3	7,325803E-1
3,851562E+3	-2,076165E+0	3,851562E+3	-1,998195E+0	3,851562E+3	-5,076277E-1	3,851562E+3	7,099587E-1
3,853125E+3	-2,063569E+0	3,853125E+3	-2,017874E+0	3,853125E+3	-5,255862E-1	3,853125E+3	6,858648E-1
3,854687E+3	-2,041247E+0	3,854687E+3	-1,996808E+0	3,854687E+3	-5,439909E-1	3,854687E+3	6,659322E-1
3,856250E+3	-2,039220E+0	3,856250E+3	-1,986924E+0	3,856250E+3	-5,696803E-1	3,856250E+3	6,443223E-1
3,857812E+3	-2,021747E+0	3,857812E+3	-1,984115E+0	3,857812E+3	-5,786822E-1	3,857812E+3	6,238256E-1
3,859375E+3	-2,027854E+0	3,859375E+3	-1,991088E+0	3,859375E+3	-5,956798E-1	3,859375E+3	6,017356E-1
3,860937E+3	-2,019064E+0	3,860937E+3	-1,999521E+0	3,860937E+3	-5,873805E-1	3,860937E+3	5,781707E-1
3,862500E+3	-2,036759E+0	3,862500E+3	-1,999732E+0	3,862500E+3	-5,846740E-1	3,862500E+3	5,531151E-1
3,864062E+3	-2,031887E+0	3,864062E+3	-1,997235E+0	3,864062E+3	-6,035614E-1	3,864062E+3	5,208479E-1
3,865625E+3	-2,046117E+0	3,865625E+3	-1,998183E+0	3,865625E+3	-6,300765E-1	3,865625E+3	4,870952E-1
3,867187E+3	-2,043983E+0	3,867187E+3	-1,994412E+0	3,867187E+3	-6,565958E-1	3,867187E+3	4,481102E-1
3,868750E+3	-2,053821E+0	3,868750E+3	-1,993178E+0	3,868750E+3	-6,889060E-1	3,868750E+3	4,076338E-1
3,870312E+3	-2,051639E+0	3,870312E+3	-1,990551E+0	3,870312E+3	-6,769198E-1	3,870312E+3	3,782866E-1
3,871875E+3	-2,058002E+0	3,871875E+3	-1,990084E+0	3,871875E+3	-6,684259E-1	3,871875E+3	3,463170E-1
3,873437E+3	-2,041212E+0	3,873437E+3	-1,990349E+0	3,873437E+3	-6,817952E-1	3,873437E+3	3,160143E-1
3,875000E+3	-2,029779E+0	3,875000E+3	-1,992315E+0	3,875000E+3	-7,014970E-1	3,875000E+3	2,831807E-1
3,876562E+3	-1,993933E+0	3,876562E+3	-1,991122E+0	3,876562E+3	-7,113637E-1	3,876562E+3	2,486985E-1
3,878125E+3	-1,960263E+0	3,878125E+3	-1,990461E+0	3,878125E+3	-7,263613E-1	3,878125E+3	2,121041E-1
3,879687E+3	-1,936660E+0	3,879687E+3	-1,972377E+0	3,879687E+3	-7,336329E-1	3,879687E+3	1,790816E-1
3,881250E+3	-1,911240E+0	3,881250E+3	-1,931253E+0	3,881250E+3	-7,449454E-1	3,881250E+3	1,436884E-1
3,882812E+3	-1,896256E+0	3,882812E+3	-1,925214E+0	3,882812E+3	-7,516024E-1	3,882812E+3	1,125846E-1
3,884375E+3	-1,882677E+0	3,884375E+3	-1,917673E+0	3,884375E+3	-7,619780E-1	3,884375E+3	7,856789E-2
3,885937E+3	-1,873144E+0	3,885937E+3	-1,911665E+0	3,885937E+3	-7,699283E-1	3,885937E+3	4,785670E-2
3,887500E+3	-1,864721E+0	3,887500E+3	-1,904318E+0	3,887500E+3	-7,811532E-1	3,887500E+3	1,410652E-2
3,889062E+3	-1,864059E+0	3,889062E+3	-1,899836E+0	3,889062E+3	-7,897310E-1	3,889062E+3	-1,571102E-2
3,890625E+3	-1,864639E+0	3,890625E+3	-1,894033E+0	3,890625E+3	-8,010152E-1	3,890625E+3	-4,803331E-2
3,892187E+3	-1,861768E+0	3,892187E+3	-1,889500E+0	3,892187E+3	-8,078555E-1	3,892187E+3	-7,800920E-2
3,893750E+3	-1,859637E+0	3,893750E+3	-1,883496E+0	3,893750E+3	-8,166437E-1	3,893750E+3	-1,103095E-1
