Sample 1_Frequency [Hz]	Absorption Coefficient on Hard Wall	Sample 2_Frequency [Hz]	Absorption Coefficient on Hard Wall	Sample 3_Frequency [Hz]	Absorption Coefficient on Hard Wall	Sample 4_Frequency [Hz]	Absorption Coefficient on Hard Wall	
3,375000E+3	3,110994E-1	3,375000E+3	2,245879E-1	3,375000E+3	2,694336E-1	3,375000E+3	4,346501E-1
3,376562E+3	3,218792E-1	3,376562E+3	2,287012E-1	3,376562E+3	2,721719E-1	3,376562E+3	4,405752E-1
3,378125E+3	3,316737E-1	3,378125E+3	2,320734E-1	3,378125E+3	2,743307E-1	3,378125E+3	4,458444E-1
3,379687E+3	3,367930E-1	3,379687E+3	2,344790E-1	3,379687E+3	2,804915E-1	3,379687E+3	4,546588E-1
3,381250E+3	3,412036E-1	3,381250E+3	2,363236E-1	3,381250E+3	2,856796E-1	3,381250E+3	4,642507E-1
3,382812E+3	3,430720E-1	3,382812E+3	2,377324E-1	3,382812E+3	2,915985E-1	3,382812E+3	4,676675E-1
3,384375E+3	3,443707E-1	3,384375E+3	2,387226E-1	3,384375E+3	2,965319E-1	3,384375E+3	4,705940E-1
3,385937E+3	3,459889E-1	3,385937E+3	2,404044E-1	3,385937E+3	2,991274E-1	3,385937E+3	4,736233E-1
3,387500E+3	3,470774E-1	3,387500E+3	2,416419E-1	3,387500E+3	3,011571E-1	3,387500E+3	4,762028E-1
3,389062E+3	3,508184E-1	3,389062E+3	2,450172E-1	3,389062E+3	3,041101E-1	3,389062E+3	4,790361E-1
3,390625E+3	3,537770E-1	3,390625E+3	2,477743E-1	3,390625E+3	3,064713E-1	3,390625E+3	4,813988E-1
3,392187E+3	3,579174E-1	3,392187E+3	2,531523E-1	3,392187E+3	3,111957E-1	3,392187E+3	4,859938E-1
3,393750E+3	3,611238E-1	3,393750E+3	2,576634E-1	3,393750E+3	3,151075E-1	3,393750E+3	4,898022E-1
3,395312E+3	3,635635E-1	3,395312E+3	2,621502E-1	3,395312E+3	3,196058E-1	3,395312E+3	4,918194E-1
3,396875E+3	3,652307E-1	3,396875E+3	2,658113E-1	3,396875E+3	3,232280E-1	3,396875E+3	4,932560E-1
3,398437E+3	3,678482E-1	3,398437E+3	2,690782E-1	3,398437E+3	3,279116E-1	3,398437E+3	4,938712E-1
3,400000E+3	3,696533E-1	3,400000E+3	2,715714E-1	3,400000E+3	3,315887E-1	3,400000E+3	4,940247E-1
3,401562E+3	3,715091E-1	3,401562E+3	2,748065E-1	3,401562E+3	3,797104E-1	3,401562E+3	4,941205E-1
3,403125E+3	3,726871E-1	3,403125E+3	2,772707E-1	3,403125E+3	3,924953E-1	3,403125E+3	4,937340E-1
3,404687E+3	3,852881E-1	3,404687E+3	2,816836E-1	3,404687E+3	3,985117E-1	3,404687E+3	4,938169E-1
3,406250E+3	3,806903E-1	3,406250E+3	2,851349E-1	3,406250E+3	4,021856E-1	3,406250E+3	4,933763E-1
3,407812E+3	3,849823E-1	3,407812E+3	3,128890E-1	3,407812E+3	4,107771E-1	3,407812E+3	4,938370E-1
3,409375E+3	3,872295E-1	3,409375E+3	3,151197E-1	3,409375E+3	4,161848E-1	3,409375E+3	4,934967E-1
3,410937E+3	3,933062E-1	3,410937E+3	3,209582E-1	3,410937E+3	4,261402E-1	3,410937E+3	4,962041E-1
3,412500E+3	3,969123E-1	3,412500E+3	3,245877E-1	3,412500E+3	4,321590E-1	3,412500E+3	4,979620E-1
3,414062E+3	4,032863E-1	3,414062E+3	3,302845E-1	3,414062E+3	4,413353E-1	3,414062E+3	5,684783E-1
3,415625E+3	4,071324E-1	3,415625E+3	3,336813E-1	3,415625E+3	4,465984E-1	3,415625E+3	5,780959E-1
3,417187E+3	4,128006E-1	3,417187E+3	3,393573E-1	3,417187E+3	4,543828E-1	3,417187E+3	5,939928E-1
3,418750E+3	4,160164E-1	3,418750E+3	3,425486E-1	3,418750E+3	4,584901E-1	3,418750E+3	6,023107E-1
3,420312E+3	4,215181E-1	3,420312E+3	3,483917E-1	3,420312E+3	4,663961E-1	3,420312E+3	6,151116E-1
3,421875E+3	4,242989E-1	3,421875E+3	3,512877E-1	3,421875E+3	4,700569E-1	3,421875E+3	6,209522E-1
3,423437E+3	4,324442E-1	3,423437E+3	3,577865E-1	3,423437E+3	4,821977E-1	3,423437E+3	6,385119E-1
3,425000E+3	4,336792E-1	3,425000E+3	3,609799E-1	3,425000E+3	4,871066E-1	3,425000E+3	6,444143E-1
3,426562E+3	4,499733E-1	3,426562E+3	3,694722E-1	3,426562E+3	5,166601E-1	3,426562E+3	7,758619E-1
3,428125E+3	4,548549E-1	3,428125E+3	3,732687E-1	3,428125E+3	5,236365E-1	3,428125E+3	7,597531E-1
3,429687E+3	4,820116E-1	3,429687E+3	3,895560E-1	3,429687E+3	5,551671E-1	3,429687E+3	7,553780E-1
3,431250E+3	4,881280E-1	3,431250E+3	3,954815E-1	3,431250E+3	5,594752E-1	3,431250E+3	7,505671E-1
3,432812E+3	5,035507E-1	3,432812E+3	4,196278E-1	3,432812E+3	5,765584E-1	3,432812E+3	7,473207E-1
3,434375E+3	5,068920E-1	3,434375E+3	4,228491E-1	3,434375E+3	5,790822E-1	3,434375E+3	7,433046E-1
3,435937E+3	5,253429E-1	3,435937E+3	4,400071E-1	3,435937E+3	5,936400E-1	3,435937E+3	7,383291E-1
3,437500E+3	5,271428E-1	3,437500E+3	4,406798E-1	3,437500E+3	5,965836E-1	3,437500E+3	7,327896E-1
3,439062E+3	5,991830E-1	3,439062E+3	4,575094E-1	3,439062E+3	6,123485E-1	3,439062E+3	7,280022E-1
3,440625E+3	5,936149E-1	3,440625E+3	4,555370E-1	3,440625E+3	6,155412E-1	3,440625E+3	7,225421E-1
3,442187E+3	5,922486E-1	3,442187E+3	4,898795E-1	3,442187E+3	6,262830E-1	3,442187E+3	7,182556E-1
3,443750E+3	5,901089E-1	3,443750E+3	4,843818E-1	3,443750E+3	6,304964E-1	3,443750E+3	7,132136E-1
3,445312E+3	5,885049E-1	3,445312E+3	4,948825E-1	3,445312E+3	6,340773E-1	3,445312E+3	7,089243E-1
3,446875E+3	5,860080E-1	3,446875E+3	4,926061E-1	3,446875E+3	6,350314E-1	3,446875E+3	7,037013E-1
3,448437E+3	5,845874E-1	3,448437E+3	4,932147E-1	3,448437E+3	6,362507E-1	3,448437E+3	6,999446E-1
3,450000E+3	5,820288E-1	3,450000E+3	4,901004E-1	3,450000E+3	6,358995E-1	3,450000E+3	6,951382E-1
3,451562E+3	5,811524E-1	3,451562E+3	6,241621E-1	3,451562E+3	7,316331E-1	3,451562E+3	7,947698E-1
3,453125E+3	5,790411E-1	3,453125E+3	6,059263E-1	3,453125E+3	7,379893E-1	3,453125E+3	7,948924E-1
3,454687E+3	7,066260E-1	3,454687E+3	6,025476E-1	3,454687E+3	7,379883E-1	3,454687E+3	7,916520E-1
3,456250E+3	7,270000E-1	3,456250E+3	5,985743E-1	3,456250E+3	7,376837E-1	3,456250E+3	7,879880E-1
3,457812E+3	7,275553E-1	3,457812E+3	5,944683E-1	3,457812E+3	7,367100E-1	3,457812E+3	7,845224E-1
3,459375E+3	7,278448E-1	3,459375E+3	5,898294E-1	3,459375E+3	7,354220E-1	3,459375E+3	7,806762E-1
3,460937E+3	7,275559E-1	3,460937E+3	5,861113E-1	3,460937E+3	7,348493E-1	3,460937E+3	7,777643E-1
3,462500E+3	7,269804E-1	3,462500E+3	5,819274E-1	3,462500E+3	7,339932E-1	3,462500E+3	7,745450E-1
3,464062E+3	7,214140E-1	3,464062E+3	5,791045E-1	3,464062E+3	7,326288E-1	3,464062E+3	7,711616E-1
3,465625E+3	7,150855E-1	3,465625E+3	5,759064E-1	3,465625E+3	7,309542E-1	3,465625E+3	7,674420E-1
3,467187E+3	7,141208E-1	3,467187E+3	5,726116E-1	3,467187E+3	7,294387E-1	3,467187E+3	7,645323E-1
3,468750E+3	7,129038E-1	3,468750E+3	5,689019E-1	3,468750E+3	7,276320E-1	3,468750E+3	7,613432E-1
3,470312E+3	7,123016E-1	3,470312E+3	6,672856E-1	3,470312E+3	7,796562E-1	3,470312E+3	8,382767E-1
3,471875E+3	7,114987E-1	3,471875E+3	6,926493E-1	3,471875E+3	7,642449E-1	3,471875E+3	8,454381E-1
3,473437E+3	7,767933E-1	3,473437E+3	6,926600E-1	3,473437E+3	7,663704E-1	3,473437E+3	8,459684E-1
3,475000E+3	7,869996E-1	3,475000E+3	6,923375E-1	3,475000E+3	7,682741E-1	3,475000E+3	8,461611E-1
3,476562E+3	7,893266E-1	3,476562E+3	6,914135E-1	3,476562E+3	7,698344E-1	3,476562E+3	8,464817E-1
3,478125E+3	7,914578E-1	3,478125E+3	6,901338E-1	3,478125E+3	7,711604E-1	3,478125E+3	8,464990E-1
3,479687E+3	7,926656E-1	3,479687E+3	6,893062E-1	3,479687E+3	7,726015E-1	3,479687E+3	8,466577E-1
3,481250E+3	7,936570E-1	3,481250E+3	6,881717E-1	3,481250E+3	7,738160E-1	3,481250E+3	8,465467E-1
3,482812E+3	7,942864E-1	3,482812E+3	6,859252E-1	3,482812E+3	7,444229E-1	3,482812E+3	8,454472E-1
3,484375E+3	7,946918E-1	3,484375E+3	6,833451E-1	3,484375E+3	7,022320E-1	3,484375E+3	8,440564E-1
3,485937E+3	7,720529E-1	3,485937E+3	6,419991E-1	3,485937E+3	7,047378E-1	3,485937E+3	8,221923E-1
3,487500E+3	7,380244E-1	3,487500E+3	5,783711E-1	3,487500E+3	7,070508E-1	3,487500E+3	7,854855E-1
3,489062E+3	7,405926E-1	3,489062E+3	5,791752E-1	3,489062E+3	7,091652E-1	3,489062E+3	7,849799E-1
3,490625E+3	7,429829E-1	3,490625E+3	5,797893E-1	3,490625E+3	7,110769E-1	3,490625E+3	7,841218E-1
3,492187E+3	7,455362E-1	3,492187E+3	5,801371E-1	3,492187E+3	7,124137E-1	3,492187E+3	7,848075E-1
3,493750E+3	7,479126E-1	3,493750E+3	5,802904E-1	3,493750E+3	7,135130E-1	3,493750E+3	7,851782E-1
3,495312E+3	7,503483E-1	3,495312E+3	5,800797E-1	3,495312E+3	7,148144E-1	3,495312E+3	7,856828E-1
3,496875E+3	7,526006E-1	3,496875E+3	5,796565E-1	3,496875E+3	7,158832E-1	3,496875E+3	7,858521E-1
3,498437E+3	7,546933E-1	3,498437E+3	5,789706E-1	3,498437E+3	7,150474E-1	3,498437E+3	7,860798E-1
3,500000E+3	7,565845E-1	3,500000E+3	5,779154E-1	3,500000E+3	7,142280E-1	3,500000E+3	7,859664E-1
3,501562E+3	7,584701E-1	3,501562E+3	5,777000E-1	3,501562E+3	7,152005E-1	3,501562E+3	7,864367E-1
3,503125E+3	7,601655E-1	3,503125E+3	5,771699E-1	3,503125E+3	7,158933E-1	3,503125E+3	7,865495E-1
3,504687E+3	7,612591E-1	3,504687E+3	5,771140E-1	3,504687E+3	7,170902E-1	3,504687E+3	7,872471E-1
3,506250E+3	7,623191E-1	3,506250E+3	5,767960E-1	3,506250E+3	7,180016E-1	3,506250E+3	7,875527E-1
3,507812E+3	7,641395E-1	3,507812E+3	5,768980E-1	3,507812E+3	7,194037E-1	3,507812E+3	7,883520E-1
3,509375E+3	7,657756E-1	3,509375E+3	5,767326E-1	3,509375E+3	7,205321E-1	3,509375E+3	7,888005E-1
3,510937E+3	7,661919E-1	3,510937E+3	5,770901E-1	3,510937E+3	7,215210E-1	3,510937E+3	7,895567E-1
3,512500E+3	7,666014E-1	3,512500E+3	5,771473E-1	3,512500E+3	7,222373E-1	3,512500E+3	7,899683E-1
3,514062E+3	7,673877E-1	3,514062E+3	5,779199E-1	3,514062E+3	7,230065E-1	3,514062E+3	7,905255E-1
3,515625E+3	7,679746E-1	3,515625E+3	5,783795E-1	3,515625E+3	7,234908E-1	3,515625E+3	7,906903E-1
3,517187E+3	7,695787E-1	3,517187E+3	5,787869E-1	3,517187E+3	7,243153E-1	3,517187E+3	7,912492E-1
3,518750E+3	7,709694E-1	3,518750E+3	5,787844E-1	3,518750E+3	7,248124E-1	3,518750E+3	7,913826E-1
3,520312E+3	7,726894E-1	3,520312E+3	5,795127E-1	3,520312E+3	7,254332E-1	3,520312E+3	7,917454E-1
3,521875E+3	7,741949E-1	3,521875E+3	5,798204E-1	3,521875E+3	7,256621E-1	3,521875E+3	7,915561E-1
3,523437E+3	7,757305E-1	3,523437E+3	5,802805E-1	3,523437E+3	7,266330E-1	3,523437E+3	7,919983E-1
3,525000E+3	7,770238E-1	3,525000E+3	5,802019E-1	3,525000E+3	7,271426E-1	3,525000E+3	7,915814E-1
3,526562E+3	7,786976E-1	3,526562E+3	5,806892E-1	3,526562E+3	7,277579E-1	3,526562E+3	7,919765E-1
3,528125E+3	7,801090E-1	3,528125E+3	5,805780E-1	3,528125E+3	7,278858E-1	3,528125E+3	7,913197E-1
3,529687E+3	7,816914E-1	3,529687E+3	5,806967E-1	3,529687E+3	7,281246E-1	3,529687E+3	7,913867E-1
3,531250E+3	7,829574E-1	3,531250E+3	5,800576E-1	3,531250E+3	7,277324E-1	3,531250E+3	7,904128E-1
3,532812E+3	7,842807E-1	3,532812E+3	5,810542E-1	3,532812E+3	7,273687E-1	3,532812E+3	7,901032E-1
3,534375E+3	7,851716E-1	3,534375E+3	5,810339E-1	3,534375E+3	7,260898E-1	3,534375E+3	7,885500E-1
3,535937E+3	7,864568E-1	3,535937E+3	5,821692E-1	3,535937E+3	7,251690E-1	3,535937E+3	7,879309E-1
3,537500E+3	7,872111E-1	3,537500E+3	5,821940E-1	3,537500E+3	7,228734E-1	3,537500E+3	7,853063E-1
3,539062E+3	7,882258E-1	3,539062E+3	5,833373E-1	3,539062E+3	7,208034E-1	3,539062E+3	7,841272E-1
3,540625E+3	7,885081E-1	3,540625E+3	5,831814E-1	3,540625E+3	7,169229E-1	3,540625E+3	7,801444E-1
3,542187E+3	7,898311E-1	3,542187E+3	5,854737E-1	3,542187E+3	7,136433E-1	3,542187E+3	7,777417E-1
3,543750E+3	7,902670E-1	3,543750E+3	5,855832E-1	3,543750E+3	7,081915E-1	3,543750E+3	7,717513E-1
3,545312E+3	7,911191E-1	3,545312E+3	5,884298E-1	3,545312E+3	7,055548E-1	3,545312E+3	7,691125E-1
3,546875E+3	7,910345E-1	3,546875E+3	5,875017E-1	3,546875E+3	7,011185E-1	3,546875E+3	7,628880E-1
3,548437E+3	7,918323E-1	3,548437E+3	5,901802E-1	3,548437E+3	7,007047E-1	3,548437E+3	7,619259E-1
3,550000E+3	7,919710E-1	3,550000E+3	5,882782E-1	3,550000E+3	6,984274E-1	3,550000E+3	7,575183E-1
3,551562E+3	7,927037E-1	3,551562E+3	5,900050E-1	3,551562E+3	6,981726E-1	3,551562E+3	7,570886E-1
3,553125E+3	7,929935E-1	3,553125E+3	5,891373E-1	3,553125E+3	6,955241E-1	3,553125E+3	7,533380E-1
3,554687E+3	7,940201E-1	3,554687E+3	5,909875E-1	3,554687E+3	6,958568E-1	3,554687E+3	7,531223E-1
3,556250E+3	7,945502E-1	3,556250E+3	5,899192E-1	3,556250E+3	6,931947E-1	3,556250E+3	7,498591E-1
3,557812E+3	7,951895E-1	3,557812E+3	5,938390E-1	3,557812E+3	6,935110E-1	3,557812E+3	7,491916E-1
3,559375E+3	7,951893E-1	3,559375E+3	5,901554E-1	3,559375E+3	6,905220E-1	3,559375E+3	7,455827E-1
3,560937E+3	7,955655E-1	3,560937E+3	5,942665E-1	3,560937E+3	6,911362E-1	3,560937E+3	7,449760E-1
3,562500E+3	7,952528E-1	3,562500E+3	5,903003E-1	3,562500E+3	6,893962E-1	3,562500E+3	7,420900E-1
3,564062E+3	7,673281E-1	3,564062E+3	5,928578E-1	3,564062E+3	6,426694E-1	3,564062E+3	6,961073E-1
3,565625E+3	6,926177E-1	3,565625E+3	5,897842E-1	3,565625E+3	5,644435E-1	3,565625E+3	6,203821E-1
3,567187E+3	6,965621E-1	3,567187E+3	5,732390E-1	3,567187E+3	5,681976E-1	3,567187E+3	6,231969E-1
3,568750E+3	7,002589E-1	3,568750E+3	5,126793E-1	3,568750E+3	5,704835E-1	3,568750E+3	6,243282E-1
3,570312E+3	7,040667E-1	3,570312E+3	5,161986E-1	3,570312E+3	5,730473E-1	3,570312E+3	6,262391E-1
3,571875E+3	7,072252E-1	3,571875E+3	5,162602E-1	3,571875E+3	5,736396E-1	3,571875E+3	6,268482E-1
3,573437E+3	7,106024E-1	3,573437E+3	5,184738E-1	3,573437E+3	5,751858E-1	3,573437E+3	6,274453E-1
3,575000E+3	7,131071E-1	3,575000E+3	5,169830E-1	3,575000E+3	5,746174E-1	3,575000E+3	6,264189E-1
3,576562E+3	7,146212E-1	3,576562E+3	5,175239E-1	3,576562E+3	5,750073E-1	3,576562E+3	6,259377E-1
3,578125E+3	7,152520E-1	3,578125E+3	5,154918E-1	3,578125E+3	5,740813E-1	3,578125E+3	6,236516E-1
3,579687E+3	7,170290E-1	3,579687E+3	5,157848E-1	3,579687E+3	5,749983E-1	3,579687E+3	6,233377E-1
3,581250E+3	7,177517E-1	3,581250E+3	5,143915E-1	3,581250E+3	5,750864E-1	3,581250E+3	6,219819E-1
3,582812E+3	7,173185E-1	3,582812E+3	5,145056E-1	3,582812E+3	4,666696E-1	3,582812E+3	5,946476E-1
3,584375E+3	7,156505E-1	3,584375E+3	5,130965E-1	3,584375E+3	3,505723E-1	3,584375E+3	5,662719E-1
3,585937E+3	7,162389E-1	3,585937E+3	4,205591E-1	3,585937E+3	3,450082E-1	3,585937E+3	5,260232E-1
3,587500E+3	7,154798E-1	3,587500E+3	3,126610E-1	3,587500E+3	3,389029E-1	3,587500E+3	4,854705E-1
3,589062E+3	6,022515E-1	3,589062E+3	3,103287E-1	3,589062E+3	3,335031E-1	3,589062E+3	4,897491E-1
3,590625E+3	4,553052E-1	3,590625E+3	3,066312E-1	3,590625E+3	3,277666E-1	3,590625E+3	4,930870E-1
3,592187E+3	4,475206E-1	3,592187E+3	3,055788E-1	3,592187E+3	3,264746E-1	3,592187E+3	4,964229E-1
3,593750E+3	4,396140E-1	3,593750E+3	3,033929E-1	3,593750E+3	3,247741E-1	3,593750E+3	4,986944E-1
3,595312E+3	4,333562E-1	3,595312E+3	3,015895E-1	3,595312E+3	3,239193E-1	3,595312E+3	4,609263E-1
3,596875E+3	4,269225E-1	3,596875E+3	2,987182E-1	3,596875E+3	3,226094E-1	3,596875E+3	4,235384E-1
3,598437E+3	4,195478E-1	3,598437E+3	2,978405E-1	3,598437E+3	3,205446E-1	3,598437E+3	4,219532E-1
3,600000E+3	4,118544E-1	3,600000E+3	2,957837E-1	3,600000E+3	3,178365E-1	3,600000E+3	4,198681E-1
3,601562E+3	4,044433E-1	3,601562E+3	2,946447E-1	3,601562E+3	3,145603E-1	3,601562E+3	4,181173E-1
3,603125E+3	3,964616E-1	3,603125E+3	2,920999E-1	3,603125E+3	3,105253E-1	3,603125E+3	4,160323E-1
3,604687E+3	3,917489E-1	3,604687E+3	2,909132E-1	3,604687E+3	3,087308E-1	3,604687E+3	4,108167E-1
3,606250E+3	3,863450E-1	3,606250E+3	2,886131E-1	3,606250E+3	3,062052E-1	3,606250E+3	4,053594E-1
3,607812E+3	3,807800E-1	3,607812E+3	2,861189E-1	3,607812E+3	3,044775E-1	3,607812E+3	4,034731E-1
3,609375E+3	3,745184E-1	3,609375E+3	2,825504E-1	3,609375E+3	3,017460E-1	3,609375E+3	4,013538E-1
3,610937E+3	3,692574E-1	3,610937E+3	2,780292E-1	3,610937E+3	2,973007E-1	3,610937E+3	3,878975E-1
3,612500E+3	3,628873E-1	3,612500E+3	2,708822E-1	3,612500E+3	2,911300E-1	3,612500E+3	3,680194E-1
3,614062E+3	3,558357E-1	3,614062E+3	2,663961E-1	3,614062E+3	2,886800E-1	3,614062E+3	3,586768E-1
3,615625E+3	3,470514E-1	3,615625E+3	2,580730E-1	3,615625E+3	2,837450E-1	3,615625E+3	3,460089E-1
3,617187E+3	3,413278E-1	3,617187E+3	2,595857E-1	3,617187E+3	2,822464E-1	3,617187E+3	3,289249E-1
3,618750E+3	3,326894E-1	3,618750E+3	2,549842E-1	3,618750E+3	2,776120E-1	3,618750E+3	3,044504E-1
3,620312E+3	3,283983E-1	3,620312E+3	2,541840E-1	3,620312E+3	2,765068E-1	3,620312E+3	3,015633E-1
3,621875E+3	3,207956E-1	3,621875E+3	2,495583E-1	3,621875E+3	2,710852E-1	3,621875E+3	2,923557E-1
3,623437E+3	3,169453E-1	3,623437E+3	2,419592E-1	3,623437E+3	2,752954E-1	3,623437E+3	2,921528E-1
3,625000E+3	3,086878E-1	3,625000E+3	2,297377E-1	3,625000E+3	2,724304E-1	3,625000E+3	2,857186E-1
3,626562E+3	3,064650E-1	3,626562E+3	2,319687E-1	3,626562E+3	2,740022E-1	3,626562E+3	2,865969E-1
3,628125E+3	2,969435E-1	3,628125E+3	2,274760E-1	3,628125E+3	2,685832E-1	3,628125E+3	2,803088E-1
3,629687E+3	2,965480E-1	3,629687E+3	2,311947E-1	3,629687E+3	2,683974E-1	3,629687E+3	2,813201E-1
3,631250E+3	2,854622E-1	3,631250E+3	2,228337E-1	3,631250E+3	2,595931E-1	3,631250E+3	2,719506E-1
3,632812E+3	2,875185E-1	3,632812E+3	2,283984E-1	3,632812E+3	2,621383E-1	3,632812E+3	2,928191E-1
3,634375E+3	2,748177E-1	3,634375E+3	2,202910E-1	3,634375E+3	2,552854E-1	3,634375E+3	2,232644E-1
3,635937E+3	2,775386E-1	3,635937E+3	2,158944E-1	3,635937E+3	2,573179E-1	3,635937E+3	2,227565E-1
3,637500E+3	2,649100E-1	3,637500E+3	1,980245E-1	3,637500E+3	2,483155E-1	3,637500E+3	2,182095E-1
3,639062E+3	2,664880E-1	3,639062E+3	2,000821E-1	3,639062E+3	2,490977E-1	3,639062E+3	2,185016E-1
3,640625E+3	2,534157E-1	3,640625E+3	1,890948E-1	3,640625E+3	2,397039E-1	3,640625E+3	2,172600E-1
3,642187E+3	2,534560E-1	3,642187E+3	1,896358E-1	3,642187E+3	2,395960E-1	3,642187E+3	2,166345E-1
3,643750E+3	2,389261E-1	3,643750E+3	1,803411E-1	3,643750E+3	2,330260E-1	3,643750E+3	2,142910E-1
3,645312E+3	2,377323E-1	3,645312E+3	1,798045E-1	3,645312E+3	2,319110E-1	3,645312E+3	2,123507E-1
3,646875E+3	2,239816E-1	3,646875E+3	1,741114E-1	3,646875E+3	2,267951E-1	3,646875E+3	2,086371E-1
3,648437E+3	2,249288E-1	3,648437E+3	1,735269E-1	3,648437E+3	2,254235E-1	3,648437E+3	2,058518E-1
3,650000E+3	2,198786E-1	3,650000E+3	1,704876E-1	3,650000E+3	2,214419E-1	3,650000E+3	2,011687E-1
3,651562E+3	2,195831E-1	3,651562E+3	1,688586E-1	3,651562E+3	2,194944E-1	3,651562E+3	1,988981E-1
3,653125E+3	2,157514E-1	3,653125E+3	1,649931E-1	3,653125E+3	2,154766E-1	3,653125E+3	1,950381E-1
3,654687E+3	2,154246E-1	3,654687E+3	1,629512E-1	3,654687E+3	2,127192E-1	3,654687E+3	1,933481E-1
3,656250E+3	2,122698E-1	3,656250E+3	1,587800E-1	3,656250E+3	2,078699E-1	3,656250E+3	1,904673E-1
3,657812E+3	2,115127E-1	3,657812E+3	1,567215E-1	3,657812E+3	2,041998E-1	3,657812E+3	1,876703E-1
3,659375E+3	2,079438E-1	3,659375E+3	1,525661E-1	3,659375E+3	1,980437E-1	3,659375E+3	1,836850E-1
3,660937E+3	2,035052E-1	3,660937E+3	1,507645E-1	3,660937E+3	1,938275E-1	3,660937E+3	1,802392E-1
3,662500E+3	1,968100E-1	3,662500E+3	1,471393E-1	3,662500E+3	1,869070E-1	3,662500E+3	1,755547E-1
3,664062E+3	1,951092E-1	3,664062E+3	1,454320E-1	3,664062E+3	1,839466E-1	3,664062E+3	1,731978E-1
3,665625E+3	1,913323E-1	3,665625E+3	1,422960E-1	3,665625E+3	1,791282E-1	3,665625E+3	1,697951E-1
3,667187E+3	1,896933E-1	3,667187E+3	1,401583E-1	3,667187E+3	1,774182E-1	3,667187E+3	1,707801E-1
3,668750E+3	1,865353E-1	3,668750E+3	1,366946E-1	3,668750E+3	1,744926E-1	3,668750E+3	1,712491E-1
3,670312E+3	1,840354E-1	3,670312E+3	1,346458E-1	3,670312E+3	1,720240E-1	3,670312E+3	1,725101E-1
3,671875E+3	1,801549E-1	3,671875E+3	1,314957E-1	3,671875E+3	1,683394E-1	3,671875E+3	1,733260E-1
3,673437E+3	1,776532E-1	3,673437E+3	1,293262E-1	3,673437E+3	1,646659E-1	3,673437E+3	1,737978E-1
3,675000E+3	1,738743E-1	3,675000E+3	1,261282E-1	3,675000E+3	1,596053E-1	3,675000E+3	1,738226E-1
3,676562E+3	1,720574E-1	3,676562E+3	1,249661E-1	3,676562E+3	1,559743E-1	3,676562E+3	1,734601E-1
3,678125E+3	1,690145E-1	3,678125E+3	1,229088E-1	3,678125E+3	1,508883E-1	3,678125E+3	1,725948E-1
3,679687E+3	1,686117E-1	3,679687E+3	1,227684E-1	3,679687E+3	1,489319E-1	3,679687E+3	1,718559E-1
3,681250E+3	1,674179E-1	3,681250E+3	1,219597E-1	3,681250E+3	1,457054E-1	3,681250E+3	1,704796E-1
3,682812E+3	1,668127E-1	3,682812E+3	1,223826E-1	3,682812E+3	1,450892E-1	3,682812E+3	1,697162E-1
3,684375E+3	1,655005E-1	3,684375E+3	1,222747E-1	3,684375E+3	1,432623E-1	3,684375E+3	1,680801E-1
3,685937E+3	1,638661E-1	3,685937E+3	1,237678E-1	3,685937E+3	1,425692E-1	3,685937E+3	1,678858E-1
3,687500E+3	1,615004E-1	3,687500E+3	1,248618E-1	3,687500E+3	1,406370E-1	3,687500E+3	1,666788E-1
3,689062E+3	1,593921E-1	3,689062E+3	1,271262E-1	3,689062E+3	1,402296E-1	3,689062E+3	1,667686E-1
3,690625E+3	1,565947E-1	3,690625E+3	1,290523E-1	3,690625E+3	1,386423E-1	3,690625E+3	1,658787E-1
3,692187E+3	1,552513E-1	3,692187E+3	1,319443E-1	3,692187E+3	1,393140E-1	3,692187E+3	1,658501E-1
3,693750E+3	1,534382E-1	3,693750E+3	1,345862E-1	3,693750E+3	1,389434E-1	3,693750E+3	1,649010E-1
3,695312E+3	1,522597E-1	3,695312E+3	1,369190E-1	3,695312E+3	1,409385E-1	3,695312E+3	1,655162E-1
3,696875E+3	1,506601E-1	3,696875E+3	1,390372E-1	3,696875E+3	1,420414E-1	3,696875E+3	1,651272E-1
3,698437E+3	1,487786E-1	3,698437E+3	1,394083E-1	3,698437E+3	1,444745E-1	3,698437E+3	1,455426E-1
3,700000E+3	1,463748E-1	3,700000E+3	1,394838E-1	3,700000E+3	1,460220E-1	3,700000E+3	1,268770E-1
3,701562E+3	1,436813E-1	3,701562E+3	1,375086E-1	3,701562E+3	1,482310E-1	3,701562E+3	1,248213E-1
3,703125E+3	1,404010E-1	3,703125E+3	1,351013E-1	3,703125E+3	1,495018E-1	3,703125E+3	1,223567E-1
3,704687E+3	1,378965E-1	3,704687E+3	1,328081E-1	3,704687E+3	1,510192E-1	3,704687E+3	1,458231E-1
3,706250E+3	1,349101E-1	3,706250E+3	1,302078E-1	3,706250E+3	1,515789E-1	3,706250E+3	1,399413E-1
3,707812E+3	1,322884E-1	3,707812E+3	1,281646E-1	3,707812E+3	1,526871E-1	3,707812E+3	1,402717E-1
3,709375E+3	1,292265E-1	3,709375E+3	1,258825E-1	3,709375E+3	1,527494E-1	3,709375E+3	1,391888E-1
3,710937E+3	1,272466E-1	3,710937E+3	1,254628E-1	3,710937E+3	1,531294E-1	3,710937E+3	1,391555E-1
