Sample 1_Frequency [Hz]	Absorption Coefficient on Hard Wall	Sample 2_Frequency [Hz]	Absorption Coefficient on Hard Wall	Sample 3_Frequency [Hz]	Absorption Coefficient on Hard Wall	Sample 4_Frequency [Hz]	Absorption Coefficient on Hard Wall	
1,300000E+3	4,681431E-1	1,300000E+3	9,090059E-1	1,300000E+3	9,295300E-1	1,300000E+3	5,867046E-1
1,301562E+3	4,676153E-1	1,301562E+3	9,098006E-1	1,301562E+3	9,272512E-1	1,301562E+3	5,854585E-1
1,303125E+3	4,667845E-1	1,303125E+3	9,103132E-1	1,303125E+3	9,249305E-1	1,303125E+3	5,840771E-1
1,304687E+3	5,054338E-1	1,304687E+3	9,116446E-1	1,304687E+3	9,227204E-1	1,304687E+3	5,834561E-1
1,306250E+3	5,211266E-1	1,306250E+3	9,126147E-1	1,306250E+3	9,204326E-1	1,306250E+3	5,826448E-1
1,307812E+3	5,155858E-1	1,307812E+3	9,146617E-1	1,307812E+3	9,183405E-1	1,307812E+3	5,848207E-1
1,309375E+3	5,101891E-1	1,309375E+3	9,163030E-1	1,309375E+3	9,161219E-1	1,309375E+3	5,863542E-1
1,310937E+3	5,059490E-1	1,310937E+3	9,183488E-1	1,310937E+3	9,142908E-1	1,310937E+3	5,864222E-1
1,312500E+3	5,017748E-1	1,312500E+3	9,200275E-1	1,312500E+3	9,123137E-1	1,312500E+3	5,860938E-1
1,314062E+3	4,967470E-1	1,314062E+3	9,212998E-1	1,314062E+3	9,106781E-1	1,314062E+3	5,896889E-1
1,315625E+3	4,917287E-1	1,315625E+3	9,222463E-1	1,315625E+3	9,088751E-1	1,315625E+3	5,925318E-1
1,317187E+3	4,862617E-1	1,317187E+3	9,232849E-1	1,317187E+3	9,071448E-1	1,317187E+3	5,927921E-1
1,318750E+3	4,807675E-1	1,318750E+3	9,239964E-1	1,318750E+3	9,052215E-1	1,318750E+3	5,877485E-1
1,320312E+3	4,763852E-1	1,320312E+3	9,259500E-1	1,320312E+3	9,035317E-1	1,320312E+3	5,970761E-1
1,321875E+3	4,719708E-1	1,321875E+3	9,275312E-1	1,321875E+3	9,016289E-1	1,321875E+3	6,044259E-1
1,323437E+3	4,924347E-1	1,323437E+3	9,295647E-1	1,323437E+3	9,002363E-1	1,323437E+3	6,133324E-1
1,325000E+3	5,095411E-1	1,325000E+3	9,312244E-1	1,325000E+3	8,986597E-1	1,325000E+3	6,102206E-1
1,326562E+3	5,076313E-1	1,326562E+3	9,326970E-1	1,326562E+3	8,970039E-1	1,326562E+3	6,371762E-1
1,328125E+3	5,056797E-1	1,328125E+3	9,338426E-1	1,328125E+3	8,951181E-1	1,328125E+3	6,342240E-1
1,329687E+3	5,035167E-1	1,329687E+3	9,354361E-1	1,329687E+3	8,933936E-1	1,329687E+3	6,331719E-1
1,331250E+3	5,012736E-1	1,331250E+3	9,367238E-1	1,331250E+3	8,913472E-1	1,331250E+3	6,317267E-1
1,332812E+3	5,323345E-1	1,332812E+3	9,444417E-1	1,332812E+3	8,896295E-1	1,332812E+3	6,304080E-1
1,334375E+3	5,462611E-1	1,334375E+3	9,501926E-1	1,334375E+3	8,875775E-1	1,334375E+3	6,287689E-1
1,335937E+3	5,428482E-1	1,335937E+3	9,510599E-1	1,335937E+3	8,865631E-1	1,335937E+3	6,297764E-1
1,337500E+3	5,188109E-1	1,337500E+3	9,516549E-1	1,337500E+3	8,852421E-1	1,337500E+3	6,304729E-1
1,339062E+3	5,152334E-1	1,339062E+3	9,529749E-1	1,339062E+3	8,876586E-1	1,339062E+3	6,296313E-1
1,340625E+3	5,112979E-1	1,340625E+3	9,539732E-1	1,340625E+3	8,895580E-1	1,340625E+3	6,285058E-1
1,342187E+3	5,074188E-1	1,342187E+3	9,553542E-1	1,342187E+3	8,897551E-1	1,342187E+3	6,286866E-1
1,343750E+3	5,032145E-1	1,343750E+3	9,564053E-1	1,343750E+3	8,895487E-1	1,343750E+3	6,285395E-1
1,345312E+3	4,990636E-1	1,345312E+3	9,576672E-1	1,345312E+3	8,868482E-1	1,345312E+3	6,279192E-1
1,346875E+3	4,946108E-1	1,346875E+3	9,586169E-1	1,346875E+3	8,838470E-1	1,346875E+3	6,269143E-1
1,348437E+3	4,907435E-1	1,348437E+3	9,600337E-1	1,348437E+3	8,856492E-1	1,348437E+3	6,268777E-1
1,350000E+3	4,865869E-1	1,350000E+3	9,611395E-1	1,350000E+3	8,859731E-1	1,350000E+3	6,262722E-1
1,351562E+3	4,816262E-1	1,351562E+3	9,624135E-1	1,351562E+3	8,867519E-1	1,351562E+3	6,284652E-1
1,353125E+3	4,763635E-1	1,353125E+3	9,634044E-1	1,353125E+3	8,868303E-1	1,353125E+3	6,249795E-1
1,354687E+3	4,715164E-1	1,354687E+3	9,644944E-1	1,354687E+3	8,859231E-1	1,354687E+3	6,245324E-1
1,356250E+3	4,664179E-1	1,356250E+3	9,653258E-1	1,356250E+3	8,845633E-1	1,356250E+3	6,207940E-1
1,357812E+3	4,606748E-1	1,357812E+3	9,662253E-1	1,357812E+3	8,836385E-1	1,357812E+3	6,226759E-1
1,359375E+3	4,547077E-1	1,359375E+3	9,668916E-1	1,359375E+3	8,821902E-1	1,359375E+3	6,245482E-1
1,360937E+3	5,382786E-1	1,360937E+3	9,674376E-1	1,360937E+3	8,813863E-1	1,360937E+3	6,257082E-1
1,362500E+3	5,268822E-1	1,362500E+3	9,677766E-1	1,362500E+3	8,799678E-1	1,362500E+3	6,270244E-1
1,364062E+3	5,252350E-1	1,364062E+3	9,680099E-1	1,364062E+3	8,783245E-1	1,364062E+3	6,283980E-1
1,365625E+3	5,234721E-1	1,365625E+3	9,680431E-1	1,365625E+3	8,762539E-1	1,365625E+3	6,299687E-1
1,367187E+3	5,218886E-1	1,367187E+3	9,682954E-1	1,367187E+3	8,745500E-1	1,367187E+3	6,312912E-1
1,368750E+3	5,201188E-1	1,368750E+3	9,683429E-1	1,368750E+3	8,723701E-1	1,368750E+3	6,326874E-1
1,370312E+3	5,194141E-1	1,370312E+3	9,690369E-1	1,370312E+3	8,719622E-1	1,370312E+3	6,345567E-1
1,371875E+3	5,183504E-1	1,371875E+3	9,694910E-1	1,371875E+3	8,706970E-1	1,371875E+3	6,364286E-1
1,373437E+3	5,183868E-1	1,373437E+3	9,722191E-1	1,373437E+3	8,705561E-1	1,373437E+3	6,374832E-1
1,375000E+3	5,170331E-1	1,375000E+3	9,743543E-1	1,375000E+3	8,694100E-1	1,375000E+3	6,383421E-1
1,376562E+3	5,211269E-1	1,376562E+3	9,778741E-1	1,376562E+3	8,678393E-1	1,376562E+3	6,399703E-1
1,378125E+3	5,149630E-1	1,378125E+3	9,804959E-1	1,378125E+3	8,656102E-1	1,378125E+3	6,411554E-1
1,379687E+3	5,153765E-1	1,379687E+3	9,814313E-1	1,379687E+3	8,634828E-1	1,379687E+3	6,430035E-1
1,381250E+3	5,137543E-1	1,381250E+3	9,821194E-1	1,381250E+3	8,607125E-1	1,381250E+3	6,438316E-1
1,382812E+3	5,137842E-1	1,382812E+3	9,820489E-1	1,382812E+3	8,590237E-1	1,382812E+3	6,456844E-1
1,384375E+3	5,131275E-1	1,384375E+3	9,818417E-1	1,384375E+3	8,564015E-1	1,384375E+3	6,452817E-1
1,385937E+3	5,125087E-1	1,385937E+3	9,815207E-1	1,385937E+3	8,551792E-1	1,385937E+3	6,474608E-1
1,387500E+3	5,113720E-1	1,387500E+3	9,810527E-1	1,387500E+3	8,527675E-1	1,387500E+3	6,456219E-1
1,389062E+3	5,105086E-1	1,389062E+3	9,806964E-1	1,389062E+3	8,510743E-1	1,389062E+3	6,480784E-1
1,390625E+3	5,091453E-1	1,390625E+3	9,801742E-1	1,390625E+3	8,482611E-1	1,390625E+3	6,463620E-1
1,392187E+3	5,085493E-1	1,392187E+3	9,800036E-1	1,392187E+3	8,464490E-1	1,392187E+3	6,484351E-1
1,393750E+3	5,076432E-1	1,393750E+3	9,796498E-1	1,393750E+3	8,436290E-1	1,393750E+3	6,475945E-1
1,395312E+3	5,068096E-1	1,395312E+3	9,799774E-1	1,395312E+3	8,423975E-1	1,395312E+3	6,492471E-1
1,396875E+3	5,060802E-1	1,396875E+3	9,800822E-1	1,396875E+3	8,396892E-1	1,396875E+3	6,486535E-1
1,398437E+3	5,056025E-1	1,398437E+3	9,808074E-1	1,398437E+3	8,382493E-1	1,398437E+3	6,514331E-1
1,400000E+3	5,057898E-1	1,400000E+3	9,812584E-1	1,400000E+3	8,352677E-1	1,400000E+3	6,514583E-1
1,401562E+3	5,045222E-1	1,401562E+3	9,818363E-1	1,401562E+3	8,326691E-1	1,401562E+3	6,545004E-1
1,403125E+3	5,047025E-1	1,403125E+3	9,821630E-1	1,403125E+3	8,287276E-1	1,403125E+3	6,541146E-1
1,404687E+3	5,036419E-1	1,404687E+3	9,823778E-1	1,404687E+3	8,252197E-1	1,404687E+3	6,572836E-1
1,406250E+3	5,048214E-1	1,406250E+3	9,823749E-1	1,406250E+3	8,200696E-1	1,406250E+3	6,569402E-1
1,407812E+3	5,028662E-1	1,407812E+3	9,822513E-1	1,407812E+3	8,159618E-1	1,407812E+3	6,599652E-1
1,409375E+3	5,038976E-1	1,409375E+3	9,819400E-1	1,409375E+3	8,100465E-1	1,409375E+3	6,596704E-1
1,410937E+3	5,019032E-1	1,410937E+3	9,819559E-1	1,410937E+3	8,057924E-1	1,410937E+3	6,714553E-1
1,412500E+3	5,011381E-1	1,412500E+3	9,818224E-1	1,412500E+3	7,996463E-1	1,412500E+3	6,916933E-1
1,414062E+3	4,998057E-1	1,414062E+3	9,819139E-1	1,414062E+3	7,956548E-1	1,414062E+3	6,793920E-1
1,415625E+3	4,975425E-1	1,415625E+3	9,818849E-1	1,415625E+3	7,897123E-1	1,415625E+3	6,631809E-1
1,417187E+3	4,969575E-1	1,417187E+3	9,765815E-1	1,417187E+3	7,864358E-1	1,417187E+3	6,668925E-1
1,418750E+3	4,928291E-1	1,418750E+3	9,707215E-1	1,418750E+3	7,812460E-1	1,418750E+3	6,665997E-1
1,420312E+3	4,941816E-1	1,420312E+3	9,702444E-1	1,420312E+3	7,657071E-1	1,420312E+3	6,700397E-1
1,421875E+3	4,900113E-1	1,421875E+3	9,695921E-1	1,421875E+3	7,727474E-1	1,421875E+3	6,694947E-1
1,423437E+3	4,923165E-1	1,423437E+3	9,690871E-1	1,423437E+3	7,686928E-1	1,423437E+3	6,708234E-1
1,425000E+3	4,871165E-1	1,425000E+3	9,683986E-1	1,425000E+3	7,616701E-1	1,425000E+3	6,676699E-1
1,426562E+3	4,894175E-1	1,426562E+3	9,680562E-1	1,426562E+3	7,574600E-1	1,426562E+3	6,704628E-1
1,428125E+3	4,828599E-1	1,428125E+3	9,675431E-1	1,428125E+3	7,499305E-1	1,428125E+3	6,690854E-1
1,429687E+3	4,838285E-1	1,429687E+3	9,672739E-1	1,429687E+3	7,450924E-1	1,429687E+3	6,717859E-1
1,431250E+3	4,750590E-1	1,431250E+3	9,668032E-1	1,431250E+3	7,360178E-1	1,431250E+3	6,705614E-1
1,432812E+3	4,739272E-1	1,432812E+3	9,663679E-1	1,432812E+3	7,309408E-1	1,432812E+3	6,729944E-1
1,434375E+3	4,610154E-1	1,434375E+3	9,656795E-1	1,434375E+3	7,200739E-1	1,434375E+3	6,719171E-1
1,435937E+3	4,496628E-1	1,435937E+3	9,649670E-1	1,435937E+3	7,142990E-1	1,435937E+3	6,745245E-1
1,437500E+3	5,188872E-1	1,437500E+3	9,639275E-1	1,437500E+3	7,027855E-1	1,437500E+3	6,739729E-1
1,439062E+3	5,243027E-1	1,439062E+3	9,628170E-1	1,439062E+3	7,202923E-1	1,439062E+3	6,770205E-1
1,440625E+3	5,211696E-1	1,440625E+3	9,613884E-1	1,440625E+3	7,368240E-1	1,440625E+3	6,771618E-1
1,442187E+3	5,273254E-1	1,442187E+3	9,597120E-1	1,442187E+3	7,237959E-1	1,442187E+3	6,801383E-1
1,443750E+3	5,239067E-1	1,443750E+3	9,579098E-1	1,443750E+3	7,573871E-1	1,443750E+3	6,801653E-1
1,445312E+3	5,303605E-1	1,445312E+3	9,560347E-1	1,445312E+3	7,557392E-1	1,445312E+3	6,629817E-1
1,446875E+3	5,269223E-1	1,446875E+3	9,540851E-1	1,446875E+3	7,529504E-1	1,446875E+3	5,574755E-1
1,448437E+3	5,260673E-1	1,448437E+3	9,520612E-1	1,448437E+3	7,507041E-1	1,448437E+3	5,601298E-1
1,450000E+3	5,176564E-1	1,450000E+3	9,499817E-1	1,450000E+3	7,473799E-1	1,450000E+3	5,625357E-1
1,451562E+3	5,162543E-1	1,451562E+3	9,478339E-1	1,451562E+3	7,435759E-1	1,451562E+3	5,659093E-1
1,453125E+3	5,133319E-1	1,453125E+3	9,456341E-1	1,453125E+3	7,384982E-1	1,453125E+3	5,690920E-1
1,454687E+3	5,166644E-1	1,454687E+3	9,434363E-1	1,454687E+3	7,834635E-1	1,454687E+3	5,736703E-1
1,456250E+3	5,191150E-1	1,456250E+3	9,411855E-1	1,456250E+3	7,642687E-1	1,456250E+3	5,781145E-1
1,457812E+3	5,246605E-1	1,457812E+3	9,461033E-1	1,457812E+3	7,658373E-1	1,457812E+3	5,821371E-1
1,459375E+3	5,300069E-1	1,459375E+3	9,399460E-1	1,459375E+3	7,671617E-1	1,459375E+3	5,860201E-1
1,460937E+3	5,367194E-1	1,460937E+3	9,383507E-1	1,460937E+3	7,676266E-1	1,460937E+3	5,923778E-1
1,462500E+3	5,433194E-1	1,462500E+3	9,367209E-1	1,462500E+3	7,678208E-1	1,462500E+3	5,986097E-1
1,464062E+3	5,891374E-1	1,464062E+3	9,347100E-1	1,464062E+3	7,673520E-1	1,464062E+3	6,035117E-1
1,465625E+3	3,259178E-1	1,465625E+3	9,326586E-1	1,465625E+3	7,666745E-1	1,465625E+3	6,083048E-1
1,467187E+3	3,300917E-1	1,467187E+3	9,302163E-1	1,467187E+3	7,658334E-1	1,467187E+3	6,141710E-1
1,468750E+3	3,343063E-1	1,468750E+3	9,277015E-1	1,468750E+3	7,647310E-1	1,468750E+3	6,199817E-1
1,470312E+3	3,394145E-1	1,470312E+3	9,229383E-1	1,470312E+3	7,652270E-1	1,470312E+3	6,260776E-1
1,471875E+3	3,444756E-1	1,471875E+3	8,959665E-1	1,471875E+3	7,655139E-1	1,471875E+3	6,321076E-1
1,473437E+3	3,529442E-1	1,473437E+3	8,943363E-1	1,473437E+3	7,673672E-1	1,473437E+3	6,402538E-1
1,475000E+3	3,613473E-1	1,475000E+3	8,926865E-1	1,475000E+3	7,690697E-1	1,475000E+3	5,991489E-1
1,476562E+3	3,698505E-1	1,476562E+3	8,901304E-1	1,476562E+3	7,422559E-1	1,476562E+3	6,032757E-1
1,478125E+3	3,782719E-1	1,478125E+3	8,874721E-1	1,478125E+3	7,066448E-1	1,478125E+3	6,048055E-1
1,479687E+3	3,870516E-1	1,479687E+3	8,830571E-1	1,479687E+3	7,090855E-1	1,479687E+3	6,085613E-1
1,481250E+3	3,956424E-1	1,481250E+3	8,781736E-1	1,481250E+3	7,113762E-1	1,481250E+3	6,119871E-1
1,482812E+3	3,882353E-1	1,482812E+3	8,710534E-1	1,482812E+3	7,444966E-1	1,482812E+3	6,129645E-1
1,484375E+3	3,300255E-1	1,484375E+3	8,617980E-1	1,484375E+3	4,984051E-1	1,484375E+3	6,091478E-1
1,485937E+3	3,287558E-1	1,485937E+3	8,570854E-1	1,485937E+3	4,986939E-1	1,485937E+3	6,110141E-1
1,487500E+3	3,266466E-1	1,487500E+3	8,512662E-1	1,487500E+3	4,989578E-1	1,487500E+3	6,126104E-1
1,489062E+3	3,269692E-1	1,489062E+3	8,469502E-1	1,489062E+3	5,001741E-1	1,489062E+3	6,156703E-1
1,490625E+3	3,265551E-1	1,490625E+3	8,417834E-1	1,490625E+3	5,014166E-1	1,490625E+3	6,186443E-1
1,492187E+3	3,252029E-1	1,492187E+3	8,369785E-1	1,492187E+3	5,023016E-1	1,492187E+3	6,228493E-1
1,493750E+3	3,228249E-1	1,493750E+3	8,310815E-1	1,493750E+3	5,031457E-1	1,493750E+3	6,268162E-1
1,495312E+3	3,208727E-1	1,495312E+3	8,244621E-1	1,495312E+3	5,029675E-1	1,495312E+3	6,306293E-1
1,496875E+3	3,178226E-1	1,496875E+3	8,158078E-1	1,496875E+3	5,026074E-1	1,496875E+3	6,339910E-1
1,498437E+3	3,162314E-1	1,498437E+3	8,090731E-1	1,498437E+3	5,013134E-1	1,498437E+3	6,359939E-1
1,500000E+3	3,141112E-1	1,500000E+3	8,004900E-1	1,500000E+3	4,996783E-1	1,500000E+3	6,375922E-1
1,501562E+3	3,128279E-1	1,501562E+3	7,941276E-1	1,501562E+3	4,965087E-1	1,501562E+3	6,397233E-1
1,503125E+3	3,112568E-1	1,503125E+3	7,864768E-1	1,503125E+3	4,927122E-1	1,503125E+3	6,415359E-1
1,504687E+3	3,108846E-1	1,504687E+3	7,810985E-1	1,504687E+3	4,874418E-1	1,504687E+3	6,447561E-1
1,506250E+3	3,102934E-1	1,506250E+3	7,748604E-1	1,506250E+3	4,811532E-1	1,506250E+3	6,477010E-1
1,507812E+3	3,100798E-1	1,507812E+3	7,694930E-1	1,507812E+3	4,761910E-1	1,507812E+3	6,503630E-1
1,509375E+3	3,095987E-1	1,509375E+3	7,632067E-1	1,509375E+3	4,703293E-1	1,509375E+3	6,526548E-1
1,510937E+3	3,101118E-1	1,510937E+3	7,568738E-1	1,510937E+3	4,654495E-1	1,510937E+3	6,574254E-1
1,512500E+3	3,103428E-1	1,512500E+3	7,492243E-1	1,512500E+3	4,596198E-1	1,512500E+3	6,624545E-1
1,514062E+3	3,094489E-1	1,514062E+3	7,430341E-1	1,514062E+3	4,559786E-1	1,514062E+3	6,659011E-1
1,515625E+3	3,082030E-1	1,515625E+3	7,355576E-1	1,515625E+3	4,516251E-1	1,515625E+3	6,693142E-1
1,517187E+3	3,092763E-1	1,517187E+3	7,296557E-1	1,517187E+3	4,484695E-1	1,517187E+3	6,733182E-1
1,518750E+3	3,099891E-1	1,518750E+3	7,227891E-1	1,518750E+3	4,447903E-1	1,518750E+3	6,772914E-1
1,520312E+3	3,124613E-1	1,520312E+3	7,169358E-1	1,520312E+3	4,415235E-1	1,520312E+3	6,808868E-1
1,521875E+3	3,145312E-1	1,521875E+3	7,103402E-1	1,521875E+3	4,384900E-1	1,521875E+3	6,844582E-1
1,523437E+3	3,153266E-1	1,523437E+3	7,014082E-1	1,523437E+3	4,356060E-1	1,523437E+3	6,940037E-1
1,525000E+3	3,157912E-1	1,525000E+3	6,926696E-1	1,525000E+3	4,328188E-1	1,525000E+3	7,027484E-1
1,526562E+3	3,152289E-1	1,526562E+3	6,845070E-1	1,526562E+3	4,300972E-1	1,526562E+3	7,056462E-1
1,528125E+3	3,145651E-1	1,528125E+3	6,752532E-1	1,528125E+3	4,270648E-1	1,528125E+3	7,086254E-1
1,529687E+3	3,178432E-1	1,529687E+3	6,677252E-1	1,529687E+3	4,242422E-1	1,529687E+3	7,141315E-1
1,531250E+3	3,207821E-1	1,531250E+3	6,591998E-1	1,531250E+3	4,211164E-1	1,531250E+3	7,195435E-1
1,532812E+3	3,201692E-1	1,532812E+3	6,529357E-1	1,532812E+3	4,178743E-1	1,532812E+3	7,221385E-1
1,534375E+3	3,194161E-1	1,534375E+3	6,460295E-1	1,534375E+3	4,142797E-1	1,534375E+3	7,248968E-1
1,535937E+3	3,198386E-1	1,535937E+3	6,400129E-1	1,535937E+3	4,112020E-1	1,535937E+3	7,282414E-1
1,537500E+3	3,199767E-1	1,537500E+3	6,335591E-1	1,537500E+3	4,077912E-1	1,537500E+3	7,316522E-1
1,539062E+3	3,202537E-1	1,539062E+3	6,265768E-1	1,539062E+3	4,059509E-1	1,539062E+3	7,354137E-1
1,540625E+3	3,202557E-1	1,540625E+3	6,191781E-1	1,540625E+3	4,038487E-1	1,540625E+3	7,392409E-1
1,542187E+3	3,198307E-1	1,542187E+3	6,102653E-1	1,542187E+3	4,024435E-1	1,542187E+3	7,526834E-1
1,543750E+3	3,192982E-1	1,543750E+3	6,009374E-1	1,543750E+3	4,008238E-1	1,543750E+3	7,645665E-1
1,545312E+3	3,193167E-1	1,545312E+3	5,919471E-1	1,545312E+3	3,973022E-1	1,545312E+3	7,663497E-1
1,546875E+3	3,192862E-1	1,546875E+3	5,823589E-1	1,546875E+3	3,936842E-1	1,546875E+3	7,684316E-1
1,548437E+3	3,198081E-1	1,548437E+3	5,753641E-1	1,548437E+3	3,887871E-1	1,548437E+3	7,730857E-1
1,550000E+3	3,202906E-1	1,550000E+3	5,678355E-1	1,550000E+3	3,838519E-1	1,550000E+3	7,777361E-1
1,551562E+3	3,212189E-1	1,551562E+3	5,618223E-1	1,551562E+3	3,810038E-1	1,551562E+3	7,837155E-1
1,553125E+3	3,220389E-1	1,553125E+3	5,553400E-1	1,553125E+3	3,779640E-1	1,553125E+3	7,896789E-1
1,554687E+3	3,229806E-1	1,554687E+3	5,451903E-1	1,554687E+3	3,760955E-1	1,554687E+3	7,927647E-1
1,556250E+3	3,237013E-1	1,556250E+3	5,348325E-1	1,556250E+3	3,739903E-1	1,556250E+3	7,969711E-1
1,557812E+3	3,192229E-1	1,557812E+3	5,281689E-1	1,557812E+3	3,705384E-1	1,557812E+3	8,024765E-1
1,559375E+3	3,131653E-1	1,559375E+3	5,211062E-1	1,559375E+3	3,667951E-1	1,559375E+3	8,084109E-1
1,560937E+3	3,047460E-1	1,560937E+3	5,156568E-1	1,560937E+3	3,493602E-1	1,560937E+3	8,115402E-1
1,562500E+3	2,953896E-1	1,562500E+3	5,097081E-1	1,562500E+3	3,287076E-1	1,562500E+3	8,151355E-1
1,564062E+3	2,960029E-1	1,564062E+3	4,906865E-1	1,564062E+3	3,260027E-1	1,564062E+3	8,173125E-1
1,565625E+3	2,966930E-1	1,565625E+3	4,667914E-1	1,565625E+3	3,214492E-1	1,565625E+3	8,203421E-1
1,567187E+3	2,997764E-1	1,567187E+3	4,625426E-1	1,567187E+3	3,179139E-1	1,567187E+3	8,239934E-1
1,568750E+3	3,026366E-1	1,568750E+3	4,574330E-1	1,568750E+3	3,128591E-1	1,568750E+3	8,282621E-1
1,570312E+3	2,969557E-1	1,570312E+3	4,403986E-1	1,570312E+3	3,141728E-1	1,570312E+3	8,325601E-1
1,571875E+3	2,937210E-1	1,571875E+3	4,191528E-1	1,571875E+3	3,145249E-1	1,571875E+3	8,371912E-1
1,573437E+3	2,969513E-1	1,573437E+3	4,173639E-1	1,573437E+3	3,156884E-1	1,573437E+3	8,413240E-1
1,575000E+3	2,995363E-1	1,575000E+3	4,144089E-1	1,575000E+3	3,156450E-1	1,575000E+3	8,457227E-1
1,576562E+3	3,028110E-1	1,576562E+3	4,124512E-1	1,576562E+3	3,161887E-1	1,576562E+3	8,525289E-1
1,578125E+3	3,055055E-1	1,578125E+3	4,090605E-1	1,578125E+3	3,152245E-1	1,578125E+3	8,591849E-1
1,579687E+3	3,044503E-1	1,579687E+3	4,070612E-1	1,579687E+3	3,150179E-1	1,579687E+3	8,653253E-1
1,581250E+3	2,937199E-1	1,581250E+3	4,027033E-1	1,581250E+3	3,125097E-1	1,581250E+3	8,709883E-1
1,582812E+3	2,982785E-1	1,582812E+3	4,018391E-1	1,582812E+3	3,140277E-1	1,582812E+3	8,755177E-1
1,584375E+3	3,021109E-1	1,584375E+3	3,965687E-1	1,584375E+3	3,118138E-1	1,584375E+3	8,792045E-1
1,585937E+3	3,078036E-1	1,585937E+3	3,988048E-1	1,585937E+3	3,168842E-1	1,585937E+3	8,848288E-1
1,587500E+3	3,125388E-1	1,587500E+3	3,918252E-1	1,587500E+3	3,171269E-1	1,587500E+3	8,892695E-1
1,589062E+3	3,178654E-1	1,589062E+3	3,970357E-1	1,589062E+3	3,214441E-1	1,589062E+3	8,933917E-1
1,590625E+3	3,224205E-1	1,590625E+3	3,840495E-1	1,590625E+3	3,202764E-1	1,590625E+3	8,965783E-1
1,592187E+3	3,267306E-1	1,592187E+3	3,870258E-1	1,592187E+3	3,230708E-1	1,592187E+3	9,645282E-1
1,593750E+3	3,303256E-1	1,593750E+3	3,708628E-1	1,593750E+3	3,204017E-1	1,593750E+3	9,855484E-1
1,595312E+3	4,007439E-1	1,595312E+3	4,006772E-1	1,595312E+3	3,772416E-1	1,595312E+3	9,869585E-1
1,596875E+3	4,246851E-1	1,596875E+3	4,070558E-1	1,596875E+3	3,799621E-1	1,596875E+3	9,874457E-1
1,598437E+3	4,222836E-1	1,598437E+3	4,010905E-1	1,598437E+3	3,759465E-1	1,598437E+3	9,879825E-1
1,600000E+3	4,204795E-1	1,600000E+3	3,939197E-1	1,600000E+3	3,702510E-1	1,600000E+3	9,878602E-1
1,601562E+3	4,183331E-1	1,601562E+3	3,903874E-1	1,601562E+3	3,673627E-1	1,601562E+3	9,877531E-1
1,603125E+3	4,164574E-1	1,603125E+3	3,864255E-1	1,603125E+3	3,634594E-1	1,603125E+3	9,871742E-1
1,604687E+3	4,144351E-1	1,604687E+3	3,844986E-1	1,604687E+3	3,621286E-1	1,604687E+3	9,868805E-1
1,606250E+3	4,122901E-1	1,606250E+3	3,823202E-1	1,606250E+3	3,600933E-1	1,606250E+3	9,861980E-1
1,607812E+3	4,085962E-1	1,607812E+3	3,813457E-1	1,607812E+3	3,597874E-1	1,607812E+3	9,855025E-1
1,609375E+3	4,031287E-1	1,609375E+3	3,801812E-1	1,609375E+3	3,588304E-1	1,609375E+3	9,844953E-1
1,610937E+3	3,978183E-1	1,610937E+3	3,798791E-1	1,610937E+3	3,599378E-1	1,610937E+3	9,835736E-1
1,612500E+3	3,890556E-1	1,612500E+3	3,793477E-1	1,612500E+3	3,603713E-1	1,612500E+3	9,824400E-1
1,614062E+3	3,910539E-1	1,614062E+3	3,799246E-1	1,614062E+3	3,615589E-1	1,614062E+3	9,811070E-1
1,615625E+3	3,925452E-1	1,615625E+3	3,802582E-1	1,615625E+3	3,619956E-1	1,615625E+3	9,795810E-1
1,617187E+3	3,957762E-1	1,617187E+3	3,808188E-1	1,617187E+3	3,640885E-1	1,617187E+3	9,776680E-1
1,618750E+3	3,985301E-1	1,618750E+3	3,810166E-1	1,618750E+3	3,654074E-1	1,618750E+3	9,755675E-1
1,620312E+3	4,022054E-1	1,620312E+3	3,818663E-1	1,620312E+3	3,671693E-1	1,620312E+3	9,736995E-1
1,621875E+3	4,054123E-1	1,621875E+3	3,823362E-1	1,621875E+3	3,680153E-1	1,621875E+3	9,717132E-1
1,623437E+3	4,087927E-1	1,623437E+3	3,829045E-1	1,623437E+3	3,699014E-1	1,623437E+3	9,704340E-1
1,625000E+3	4,116556E-1	1,625000E+3	3,829402E-1	1,625000E+3	3,708580E-1	1,625000E+3	9,692315E-1
1,626562E+3	4,146732E-1	1,626562E+3	3,835999E-1	1,626562E+3	3,726600E-1	1,626562E+3	9,716866E-1
1,628125E+3	4,171138E-1	1,628125E+3	3,838708E-1	1,628125E+3	3,734454E-1	1,628125E+3	9,823997E-1
1,629687E+3	4,264730E-1	1,629687E+3	3,850654E-1	1,629687E+3	3,758482E-1	1,629687E+3	9,831268E-1
1,631250E+3	7,437545E-1	1,631250E+3	3,861297E-1	1,631250E+3	3,772620E-1	1,631250E+3	9,836136E-1
1,632812E+3	7,443903E-1	1,632812E+3	2,880323E-1	1,632812E+3	3,502882E-1	1,632812E+3	9,838306E-1
1,634375E+3	7,438560E-1	1,634375E+3	5,228171E-1	1,634375E+3	6,284013E-1	1,634375E+3	9,839122E-1
1,635937E+3	6,018132E-1	1,635937E+3	5,204953E-1	1,635937E+3	6,245187E-1	1,635937E+3	9,838873E-1
