Sample 1 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity 2	Sample 1 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity 2	Sample 2 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity 2	Sample 2 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity 2	Sample 3 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity 2	Sample 3 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity 2	Sample 4 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity 2	Sample 4 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity 2	
3,156250E+2	7,484914E-1	3,156250E+2	-5,267514E-1	3,156250E+2	2,829711E-1	3,156250E+2	-9,728768E-1	3,156250E+2	-1,317443E-1	3,156250E+2	-1,475315E-2	3,156250E+2	-1,022484E-1	3,156250E+2	-4,465182E-2
3,171875E+2	5,095891E-1	3,171875E+2	-3,684361E-1	3,171875E+2	2,528159E-1	3,171875E+2	-8,492163E-1	3,171875E+2	-1,342126E-1	3,171875E+2	-3,006116E-2	3,171875E+2	-1,142433E-1	3,171875E+2	-6,351088E-2
3,187500E+2	2,980203E-2	3,187500E+2	-1,968065E-1	3,187500E+2	1,903051E-1	3,187500E+2	-8,425140E-1	3,187500E+2	-1,375679E-1	3,187500E+2	-4,503105E-2	3,187500E+2	-1,291045E-1	3,187500E+2	-8,220674E-2
3,203125E+2	3,401904E-2	3,203125E+2	-1,998147E-1	3,203125E+2	1,723608E-1	3,203125E+2	-7,674773E-1	3,203125E+2	-1,440083E-1	3,203125E+2	-6,496384E-2	3,203125E+2	-1,412712E-1	3,203125E+2	-9,793138E-2
3,218750E+2	3,749736E-2	3,218750E+2	-2,037232E-1	3,218750E+2	1,447269E-1	3,218750E+2	-7,137662E-1	3,218750E+2	-1,519286E-1	3,218750E+2	-8,527998E-2	3,218750E+2	-1,557353E-1	3,218750E+2	-1,129679E-1
3,234375E+2	4,281963E-2	3,234375E+2	-2,136166E-1	3,234375E+2	1,527490E-1	3,234375E+2	-7,123229E-1	3,234375E+2	-1,609485E-1	3,234375E+2	-1,092241E-1	3,234375E+2	-1,704219E-1	3,234375E+2	-1,290714E-1
3,250000E+2	4,796620E-2	3,250000E+2	-2,242998E-1	3,250000E+2	1,600528E-1	3,250000E+2	-7,109669E-1	3,250000E+2	-1,718547E-1	3,250000E+2	-1,343089E-1	3,250000E+2	-1,876964E-1	3,250000E+2	-1,445794E-1
3,265625E+2	4,947122E-1	3,265625E+2	-9,625625E-1	3,265625E+2	2,569479E-1	3,265625E+2	-7,775422E-1	3,265625E+2	-1,782553E-1	3,265625E+2	-1,585568E-1	3,265625E+2	-1,945348E-1	3,265625E+2	-1,587502E-1
3,281250E+2	9,706232E-1	3,281250E+2	-1,104548E+0	3,281250E+2	4,191789E-2	3,281250E+2	-5,367827E-2	3,281250E+2	-1,860569E-1	3,281250E+2	-1,835785E-1	3,281250E+2	-2,023117E-1	3,281250E+2	-1,722847E-1
3,296875E+2	1,101739E+0	3,296875E+2	-6,910814E-1	3,296875E+2	3,368683E-2	3,296875E+2	-5,299647E-2	3,296875E+2	-1,917551E-1	3,296875E+2	-2,093852E-1	3,296875E+2	-2,112651E-1	3,296875E+2	-1,878001E-1
3,312500E+2	3,088466E-1	3,312500E+2	1,838280E-1	3,312500E+2	2,088134E-2	3,312500E+2	-5,095784E-2	3,312500E+2	-1,987384E-1	3,312500E+2	-2,360554E-1	3,312500E+2	-2,212814E-1	3,312500E+2	-2,029111E-1
3,328125E+2	2,595259E-1	3,328125E+2	1,236536E-1	3,328125E+2	2,220563E-2	3,328125E+2	-6,023387E-2	3,328125E+2	-1,988330E-1	3,328125E+2	-2,608746E-1	3,328125E+2	-2,207216E-1	3,328125E+2	-2,169434E-1
3,343750E+2	2,216606E-1	3,343750E+2	5,076952E-2	3,343750E+2	2,269968E-2	3,343750E+2	-6,821566E-2	3,343750E+2	-1,996183E-1	3,343750E+2	-2,860344E-1	3,343750E+2	-2,203200E-1	3,343750E+2	-2,306952E-1
3,359375E+2	2,212592E-1	3,359375E+2	2,406296E-2	3,359375E+2	2,594461E-2	3,359375E+2	-8,273349E-2	3,359375E+2	-1,963985E-1	3,359375E+2	-3,119645E-1	3,359375E+2	-2,140042E-1	3,359375E+2	-2,441948E-1
3,375000E+2	2,214457E-1	3,375000E+2	-3,752667E-3	3,375000E+2	2,902642E-2	3,375000E+2	-9,664970E-2	3,375000E+2	-1,936243E-1	3,375000E+2	-3,381217E-1	3,375000E+2	-2,077259E-1	3,375000E+2	-2,575047E-1
3,390625E+2	2,222190E-1	3,390625E+2	-2,812863E-2	3,390625E+2	3,351500E-2	3,390625E+2	-1,150750E-1	3,390625E+2	-1,838910E-1	3,390625E+2	-3,588001E-1	3,390625E+2	-2,024677E-1	3,390625E+2	-2,732812E-1
3,406250E+2	2,232714E-1	3,406250E+2	-5,348625E-2	3,406250E+2	3,810585E-2	3,406250E+2	-1,333708E-1	3,406250E+2	-1,745681E-1	3,406250E+2	-3,792075E-1	3,406250E+2	-1,972049E-1	3,406250E+2	-2,889004E-1
3,421875E+2	2,246975E-1	3,421875E+2	-7,560254E-2	3,421875E+2	4,493207E-2	3,421875E+2	-1,549373E-1	3,421875E+2	-1,642051E-1	3,421875E+2	-4,021637E-1	3,421875E+2	-1,877397E-1	3,421875E+2	-3,024890E-1
3,437500E+2	2,261992E-1	3,437500E+2	-9,850401E-2	3,437500E+2	5,190664E-2	3,437500E+2	-1,766583E-1	3,437500E+2	-1,541698E-1	3,437500E+2	-4,246608E-1	3,437500E+2	-1,783722E-1	3,437500E+2	-3,158572E-1
3,453125E+2	2,286718E-1	3,453125E+2	-1,192739E-1	3,453125E+2	5,862590E-2	3,453125E+2	-1,996162E-1	3,453125E+2	-1,401407E-1	3,453125E+2	-4,392346E-1	3,453125E+2	-1,694604E-1	3,453125E+2	-3,301324E-1
3,468750E+2	2,311700E-1	3,468750E+2	-1,406483E-1	3,468750E+2	6,547762E-2	3,468750E+2	-2,227717E-1	3,468750E+2	-1,268663E-1	3,468750E+2	-4,533920E-1	3,468750E+2	-1,605925E-1	3,468750E+2	-3,441956E-1
3,484375E+2	2,366919E-1	3,484375E+2	-1,607119E-1	3,484375E+2	7,515180E-2	3,484375E+2	-2,482547E-1	3,484375E+2	-1,148325E-1	3,484375E+2	-4,693535E-1	3,484375E+2	-1,523538E-1	3,484375E+2	-3,583791E-1
3,500000E+2	2,423620E-1	3,500000E+2	-1,811513E-1	3,500000E+2	8,477444E-2	3,500000E+2	-2,739557E-1	3,500000E+2	-1,032537E-1	3,500000E+2	-4,847966E-1	3,500000E+2	-1,441214E-1	3,500000E+2	-3,723554E-1
3,515625E+2	2,533303E-1	3,515625E+2	-2,000024E-1	3,515625E+2	9,514930E-2	3,515625E+2	-3,000762E-1	3,515625E+2	-9,153930E-2	3,515625E+2	-4,985626E-1	3,515625E+2	-1,368379E-1	3,515625E+2	-3,862047E-1
3,531250E+2	2,647148E-1	3,531250E+2	-2,188564E-1	3,531250E+2	1,052003E-1	3,531250E+2	-3,261433E-1	3,531250E+2	-8,026220E-2	3,531250E+2	-5,118889E-1	3,531250E+2	-1,295320E-1	3,531250E+2	-3,999053E-1
3,546875E+2	2,719960E-1	3,546875E+2	-5,425497E-1	3,546875E+2	1,165982E-1	3,546875E+2	-3,528711E-1	3,546875E+2	-6,740640E-2	3,546875E+2	-5,199453E-1	3,546875E+2	-1,239030E-1	3,546875E+2	-4,130156E-1
3,562500E+2	2,157966E-1	3,562500E+2	-6,900443E-1	3,562500E+2	1,264534E-1	3,562500E+2	-3,787559E-1	3,562500E+2	-5,525873E-2	3,562500E+2	-5,278352E-1	3,562500E+2	-1,182256E-1	3,562500E+2	-4,260362E-1
3,578125E+2	2,208165E-1	3,578125E+2	-6,923265E-1	3,578125E+2	6,559200E-2	3,578125E+2	-3,386381E-1	3,578125E+2	-4,253767E-2	3,578125E+2	-5,325602E-1	3,578125E+2	-1,156791E-1	3,578125E+2	-4,407373E-1
3,593750E+2	2,256063E-1	3,593750E+2	-6,945745E-1	3,593750E+2	3,825716E-2	3,593750E+2	-3,277103E-1	3,593750E+2	-3,056473E-2	3,593750E+2	-5,373372E-1	3,593750E+2	-1,130149E-1	3,593750E+2	-4,554761E-1
3,609375E+2	3,326442E-1	3,609375E+2	-6,503237E-1	3,609375E+2	4,921200E-2	3,609375E+2	-3,477417E-1	3,609375E+2	-1,786532E-2	3,609375E+2	-5,455314E-1	3,609375E+2	1,698324E-1	3,609375E+2	-1,528916E-1
3,625000E+2	9,577279E-2	3,625000E+2	-1,013042E-2	3,625000E+2	1,095702E-1	3,625000E+2	-4,021417E-1	3,625000E+2	-5,636612E-3	3,625000E+2	-5,534197E-1	3,625000E+2	2,134981E-1	3,625000E+2	-3,169380E-2
3,640625E+2	1,126201E-1	3,640625E+2	-2,848253E-2	3,640625E+2	1,077523E-1	3,640625E+2	-4,274252E-1	3,640625E+2	5,358978E-3	3,640625E+2	-5,513941E-1	3,640625E+2	2,156204E-1	3,640625E+2	-4,000921E-2
3,656250E+2	1,301289E-1	3,656250E+2	-4,660224E-2	3,656250E+2	1,063193E-1	3,656250E+2	-4,543908E-1	3,656250E+2	1,561053E-2	3,656250E+2	-5,498855E-1	3,656250E+2	2,177672E-1	3,656250E+2	-4,827843E-2
3,671875E+2	1,458335E-1	3,671875E+2	-6,566543E-2	3,671875E+2	1,072359E-1	3,671875E+2	-4,832747E-1	3,671875E+2	2,575927E-2	3,671875E+2	-5,513209E-1	3,671875E+2	2,197337E-1	3,671875E+2	-5,598104E-2
3,687500E+2	1,621902E-1	3,687500E+2	-8,447246E-2	3,687500E+2	1,089202E-1	3,687500E+2	-5,136526E-1	3,687500E+2	3,536409E-2	3,687500E+2	-5,528880E-1	3,687500E+2	2,217234E-1	3,687500E+2	-6,364023E-2
3,703125E+2	1,786888E-1	3,703125E+2	-1,031493E-1	3,703125E+2	1,122098E-1	3,703125E+2	-5,444726E-1	3,703125E+2	4,365672E-2	3,703125E+2	-5,559106E-1	3,703125E+2	2,235346E-1	3,703125E+2	-7,120259E-2
3,718750E+2	1,958810E-1	3,718750E+2	-1,215234E-1	3,718750E+2	1,162586E-1	3,718750E+2	-5,765916E-1	3,718750E+2	5,161243E-2	3,718750E+2	-5,589847E-1	3,718750E+2	2,253657E-1	3,718750E+2	-7,871617E-2
3,734375E+2	2,110349E-1	3,734375E+2	-1,398548E-1	3,734375E+2	1,215585E-1	3,734375E+2	-6,089205E-1	3,734375E+2	5,576279E-2	3,734375E+2	-5,587089E-1	3,734375E+2	2,272368E-1	3,734375E+2	-8,632773E-2
3,750000E+2	2,268771E-1	3,750000E+2	-1,576393E-1	3,750000E+2	1,276985E-1	3,750000E+2	-6,423026E-1	3,750000E+2	5,973316E-2	3,750000E+2	-5,587339E-1	3,750000E+2	2,291416E-1	3,750000E+2	-9,388698E-2
3,765625E+2	2,428184E-1	3,765625E+2	-1,741394E-1	3,765625E+2	1,373871E-1	3,765625E+2	-6,749696E-1	3,765625E+2	-1,018289E-2	3,765625E+2	-5,008369E-1	3,765625E+2	2,305007E-1	3,765625E+2	-1,014192E-1
3,781250E+2	2,594059E-1	3,781250E+2	-1,899195E-1	3,781250E+2	1,480536E-1	3,781250E+2	-7,083947E-1	3,781250E+2	-1,419970E-1	3,781250E+2	-5,026469E-1	3,781250E+2	2,319003E-1	3,781250E+2	-1,088958E-1
3,796875E+2	2,803840E-1	3,796875E+2	-2,052723E-1	3,796875E+2	1,516527E-1	3,796875E+2	-7,396212E-1	3,796875E+2	-1,351944E-1	3,796875E+2	-4,988850E-1	3,796875E+2	9,946781E-2	3,796875E+2	-2,547331E-1
3,812500E+2	3,024107E-1	3,812500E+2	-2,196413E-1	3,812500E+2	1,554049E-1	3,812500E+2	-7,716261E-1	3,812500E+2	-1,285667E-1	3,812500E+2	-4,959003E-1	3,812500E+2	-8,229995E-1	3,812500E+2	4,738470E-1
3,828125E+2	3,202676E-1	3,828125E+2	-2,285039E-1	3,828125E+2	1,640208E-1	3,828125E+2	-8,015979E-1	3,828125E+2	-1,235482E-1	3,828125E+2	-4,957348E-1	3,828125E+2	-8,236492E-1	3,828125E+2	4,979697E-1
3,843750E+2	3,378616E-1	3,843750E+2	-2,353520E-1	3,843750E+2	1,731054E-1	3,843750E+2	-8,320347E-1	3,843750E+2	-1,186915E-1	3,843750E+2	-4,961042E-1	3,843750E+2	-8,231243E-1	3,843750E+2	5,216645E-1
3,859375E+2	3,654739E-1	3,859375E+2	-2,337724E-1	3,859375E+2	1,807678E-1	3,859375E+2	-8,596300E-1	3,859375E+2	-1,178151E-1	3,859375E+2	-5,000172E-1	3,859375E+2	-1,721051E-1	3,859375E+2	-3,376230E-1
3,875000E+2	3,913115E-1	3,875000E+2	-2,274355E-1	3,875000E+2	1,887395E-1	3,875000E+2	-8,875683E-1	3,875000E+2	-1,169121E-1	3,875000E+2	-5,042849E-1	3,875000E+2	1,898851E-1	3,875000E+2	-5,918069E-2
3,890625E+2	3,045879E-1	3,890625E+2	-4,523581E-1	3,890625E+2	1,893405E-1	3,890625E+2	-9,111640E-1	3,890625E+2	-1,216394E-1	3,890625E+2	-5,196241E-1	3,890625E+2	2,276698E-1	3,890625E+2	2,644056E-3
3,906250E+2	1,609966E-1	3,906250E+2	-4,758242E-1	3,906250E+2	1,899387E-1	3,906250E+2	-9,350910E-1	3,906250E+2	-1,262325E-1	3,906250E+2	-5,352200E-1	3,906250E+2	2,494127E-1	3,906250E+2	5,584230E-2
3,921875E+2	9,052745E-2	3,921875E+2	-2,366322E-1	3,921875E+2	1,927313E-1	3,921875E+2	-9,497915E-1	3,921875E+2	-1,386346E-1	3,921875E+2	-5,538490E-1	3,921875E+2	2,652635E-1	3,921875E+2	7,847672E-2
3,937500E+2	8,355292E-2	3,937500E+2	-1,563056E-1	3,937500E+2	1,955096E-1	3,937500E+2	-9,648202E-1	3,937500E+2	-1,512022E-1	3,937500E+2	-5,728015E-1	3,937500E+2	2,773817E-1	3,937500E+2	9,945617E-2
3,953125E+2	8,737580E-2	3,953125E+2	-1,630790E-1	3,953125E+2	1,899652E-1	3,953125E+2	-9,711916E-1	3,953125E+2	-1,754676E-1	3,953125E+2	-5,982378E-1	3,953125E+2	2,915984E-1	3,953125E+2	1,171450E-1
3,968750E+2	9,131403E-2	3,968750E+2	-1,694295E-1	3,968750E+2	1,847016E-1	3,968750E+2	-9,782021E-1	3,968750E+2	-2,008836E-1	3,968750E+2	-6,239767E-1	3,968750E+2	3,027477E-1	3,968750E+2	1,340989E-1
3,984375E+2	9,451348E-2	3,984375E+2	-1,756060E-1	3,984375E+2	5,694152E-2	3,984375E+2	-3,464397E-1	3,984375E+2	7,045426E-2	3,984375E+2	-1,956974E-1	3,984375E+2	3,120315E-1	3,984375E+2	1,491835E-1
4,000000E+2	9,776876E-2	4,000000E+2	-1,814856E-1	4,000000E+2	7,123081E-2	4,000000E+2	-2,481475E-1	4,000000E+2	1,177797E-1	4,000000E+2	-3,633861E-2	4,000000E+2	3,190371E-1	4,000000E+2	1,639582E-1
4,015625E+2	1,022709E-1	4,015625E+2	-2,236073E-1	4,015625E+2	7,369803E-2	4,015625E+2	-2,547818E-1	4,015625E+2	1,441454E-1	4,015625E+2	6,059386E-2	4,015625E+2	3,101242E-1	4,015625E+2	1,560517E-1
4,031250E+2	1,477212E-1	4,031250E+2	-3,320031E-1	4,031250E+2	7,618614E-2	4,031250E+2	-2,614649E-1	4,031250E+2	1,533252E-1	4,031250E+2	1,214838E-1	4,031250E+2	3,002026E-1	4,031250E+2	1,471980E-1
4,046875E+2	1,520144E-1	4,046875E+2	-3,695258E-1	4,046875E+2	7,838861E-2	4,046875E+2	-2,671291E-1	4,046875E+2	1,561936E-1	4,046875E+2	1,300383E-1	4,046875E+2	3,281817E-1	4,046875E+2	1,644049E-1
4,062500E+2	1,567783E-1	4,062500E+2	-4,089555E-1	4,062500E+2	8,058641E-2	4,062500E+2	-2,728694E-1	4,062500E+2	1,583587E-1	4,062500E+2	1,370943E-1	4,062500E+2	3,538919E-1	4,062500E+2	1,859980E-1
4,078125E+2	1,605695E-1	4,078125E+2	-4,492170E-1	4,078125E+2	7,043160E-2	4,078125E+2	-2,920337E-1	4,078125E+2	1,592758E-1	4,078125E+2	1,395785E-1	4,078125E+2	3,636967E-1	4,078125E+2	1,787984E-1
4,093750E+2	1,649937E-1	4,093750E+2	-4,914911E-1	4,093750E+2	5,091141E-2	4,093750E+2	-3,188624E-1	4,093750E+2	1,599487E-1	4,093750E+2	1,412472E-1	4,093750E+2	3,740174E-1	4,093750E+2	1,715412E-1
4,109375E+2	1,694521E-1	4,109375E+2	-5,358101E-1	4,109375E+2	5,029578E-2	4,109375E+2	-3,368815E-1	4,109375E+2	1,503206E-1	4,109375E+2	9,513995E-2	4,109375E+2	3,911887E-1	4,109375E+2	1,674070E-1
4,125000E+2	1,746476E-1	4,125000E+2	-5,825033E-1	4,125000E+2	4,970755E-2	4,125000E+2	-3,552131E-1	4,125000E+2	1,268683E-1	4,125000E+2	2,638311E-3	4,125000E+2	4,088559E-1	4,125000E+2	1,644129E-1
4,140625E+2	1,895210E-1	4,140625E+2	-6,379172E-1	4,140625E+2	4,848875E-2	4,140625E+2	-3,721155E-1	4,140625E+2	1,181440E-1	4,140625E+2	-2,391245E-2	4,140625E+2	6,222400E-1	4,140625E+2	4,253086E-1
4,156250E+2	2,073824E-1	4,156250E+2	-6,970224E-1	4,156250E+2	4,726332E-2	4,156250E+2	-3,893198E-1	4,156250E+2	1,088164E-1	4,156250E+2	-5,248588E-2	4,156250E+2	6,196464E-1	4,156250E+2	8,035556E-1
4,171875E+2	2,742124E-1	4,171875E+2	-7,806348E-1	4,171875E+2	4,709099E-2	4,171875E+2	-4,056881E-1	4,171875E+2	9,898943E-2	4,171875E+2	-6,679245E-2	4,171875E+2	6,732159E-1	4,171875E+2	7,764053E-1
4,187500E+2	3,636843E-1	4,187500E+2	-8,651462E-1	4,187500E+2	4,693870E-2	4,187500E+2	-4,223401E-1	4,187500E+2	8,913612E-2	4,187500E+2	-8,177418E-2	4,187500E+2	7,353379E-1	4,187500E+2	7,445961E-1
4,203125E+2	3,965537E-1	4,203125E+2	-9,252252E-1	4,203125E+2	4,729128E-2	4,203125E+2	-4,387270E-1	4,203125E+2	9,433341E-2	4,203125E+2	-8,597004E-2	4,203125E+2	7,872928E-1	4,203125E+2	6,796350E-1
4,218750E+2	4,324746E-1	4,218750E+2	-9,883713E-1	4,218750E+2	4,767923E-2	4,218750E+2	-4,554084E-1	4,218750E+2	9,918303E-2	4,218750E+2	-9,032754E-2	4,218750E+2	8,398705E-1	4,218750E+2	6,029073E-1
4,234375E+2	2,664884E-1	4,234375E+2	-7,835923E-1	4,234375E+2	5,518371E-2	4,234375E+2	-4,740240E-1	4,234375E+2	1,099323E-1	4,234375E+2	-9,008311E-2	4,234375E+2	8,911947E-1	4,234375E+2	4,939572E-1
4,250000E+2	1,981917E-1	4,250000E+2	-6,426388E-1	4,250000E+2	6,313860E-2	4,250000E+2	-4,928567E-1	4,250000E+2	1,195859E-1	4,250000E+2	-8,969994E-2	4,250000E+2	9,343181E-1	4,250000E+2	3,630309E-1
4,265625E+2	1,147491E-1	4,265625E+2	-3,334944E-1	4,265625E+2	6,827552E-2	4,265625E+2	-5,084537E-1	4,265625E+2	1,279435E-1	4,265625E+2	-7,298641E-2	4,265625E+2	1,829882E-1	4,265625E+2	1,966389E-1
4,281250E+2	1,011077E-1	4,281250E+2	-2,051149E-1	4,281250E+2	7,356797E-2	4,281250E+2	-5,242756E-1	4,281250E+2	1,334250E-1	4,281250E+2	-5,829359E-2	4,281250E+2	-1,452683E-1	4,281250E+2	6,136547E-2
4,296875E+2	1,037232E-1	4,296875E+2	-1,932964E-1	4,296875E+2	7,215429E-2	4,296875E+2	-5,377226E-1	4,296875E+2	1,410945E-1	4,296875E+2	-3,087626E-2	4,296875E+2	-1,335977E-1	4,296875E+2	4,797638E-2
4,312500E+2	1,059707E-1	4,312500E+2	-1,832155E-1	4,312500E+2	7,072695E-2	4,312500E+2	-5,514059E-1	4,312500E+2	1,445854E-1	4,312500E+2	-7,776771E-3	4,312500E+2	-1,215803E-1	4,312500E+2	3,500390E-2
4,328125E+2	1,111045E-1	4,328125E+2	-2,147912E-1	4,328125E+2	1,283357E-1	4,328125E+2	-7,914578E-1	4,328125E+2	1,502881E-1	4,328125E+2	3,540933E-3	4,328125E+2	-1,585671E-2	4,328125E+2	6,539840E-2
4,343750E+2	1,197953E-1	4,343750E+2	-2,525802E-1	4,343750E+2	6,104835E-1	4,343750E+2	-1,413400E+0	4,343750E+2	1,538533E-1	4,343750E+2	1,342526E-2	4,343750E+2	1,983841E-1	4,343750E+2	1,062414E-1
4,359375E+2	1,492726E-1	4,359375E+2	-3,802428E-1	4,359375E+2	7,045097E-2	4,359375E+2	-2,907594E-1	4,359375E+2	1,562401E-1	4,359375E+2	8,415970E-3	4,359375E+2	2,050977E-1	4,359375E+2	9,308588E-2
4,375000E+2	2,640656E-1	4,375000E+2	-6,102103E-1	4,375000E+2	6,882330E-2	4,375000E+2	-1,142864E-1	4,375000E+2	1,582608E-1	4,375000E+2	3,099943E-3	4,375000E+2	2,119960E-1	4,375000E+2	7,991751E-2
4,390625E+2	2,937485E-1	4,390625E+2	-6,654838E-1	4,390625E+2	7,177931E-2	4,390625E+2	-1,219123E-1	4,390625E+2	1,687911E-1	4,390625E+2	1,535166E-2	4,390625E+2	2,191108E-1	4,390625E+2	6,710070E-2
4,406250E+2	3,292203E-1	4,406250E+2	-7,238239E-1	4,406250E+2	7,471717E-2	4,406250E+2	-1,296415E-1	4,406250E+2	1,755460E-1	4,406250E+2	2,744806E-2	4,406250E+2	2,264338E-1	4,406250E+2	5,426767E-2
4,421875E+2	3,546128E-1	4,421875E+2	-7,853850E-1	4,421875E+2	7,638090E-2	4,421875E+2	-1,392456E-1	4,421875E+2	1,847363E-1	4,421875E+2	3,702067E-2	4,421875E+2	2,347309E-1	4,421875E+2	4,075082E-2
4,437500E+2	3,845687E-1	4,437500E+2	-8,510412E-1	4,437500E+2	7,806536E-2	4,437500E+2	-1,489508E-1	4,437500E+2	1,907299E-1	4,437500E+2	4,668425E-2	4,437500E+2	2,433102E-1	4,437500E+2	2,714921E-2
4,453125E+2	1,111062E-1	4,453125E+2	-2,858947E-1	4,453125E+2	7,551213E-2	4,453125E+2	-4,105952E-1	4,453125E+2	1,996468E-1	4,453125E+2	5,439617E-2	4,453125E+2	2,522189E-1	4,453125E+2	1,276186E-2
4,468750E+2	8,505083E-2	4,468750E+2	-1,028685E-1	4,468750E+2	9,157717E-1	4,468750E+2	-2,237777E+0	4,468750E+2	2,060516E-1	4,468750E+2	6,241233E-2	4,468750E+2	2,614595E-1	4,468750E+2	-1,795530E-3
4,484375E+2	8,052517E-2	4,484375E+2	-1,383654E-1	4,484375E+2	7,896448E-1	4,484375E+2	-2,083328E+0	4,484375E+2	2,139877E-1	4,484375E+2	7,100578E-2	4,484375E+2	2,721554E-1	4,484375E+2	-1,856119E-2
4,500000E+2	7,583958E-2	4,500000E+2	-1,791550E-1	4,500000E+2	6,929102E-1	4,500000E+2	-1,951591E+0	4,500000E+2	2,194073E-1	4,500000E+2	7,976609E-2	4,500000E+2	2,832100E-1	4,500000E+2	-3,579242E-2
4,515625E+2	7,855046E-2	4,515625E+2	-2,303839E-1	4,515625E+2	3,209539E-1	4,515625E+2	-1,332232E+0	4,515625E+2	4,067691E-1	4,515625E+2	1,962534E-1	4,515625E+2	2,769820E-1	4,515625E+2	-8,247147E-2
4,531250E+2	8,357507E-2	4,531250E+2	-2,891872E-1	4,531250E+2	1,861382E-1	4,531250E+2	-9,765187E-1	4,531250E+2	3,371213E-1	4,531250E+2	6,154206E-1	4,531250E+2	2,591843E-1	4,531250E+2	-1,247239E-1
4,546875E+2	8,933401E-2	4,546875E+2	-3,221500E-1	4,546875E+2	8,716248E-2	4,546875E+2	-5,322184E-1	4,546875E+2	3,457397E-1	4,546875E+2	4,008138E-1	4,546875E+2	2,280702E-1	4,546875E+2	-1,286533E-1
4,562500E+2	9,618637E-2	4,562500E+2	-3,565149E-1	4,562500E+2	6,012334E-2	4,562500E+2	-3,184224E-1	4,562500E+2	2,637211E-1	4,562500E+2	1,850468E-1	4,562500E+2	2,017893E-1	4,562500E+2	-1,291863E-1
