Sample 1 - Real_Frequency [Hz]	Characteristic Wave Number [m^-1]	Sample 1 - Imag_Frequency [Hz]	Characteristic Wave Number [m^-1]	Sample 2 - Real_Frequency [Hz]	Characteristic Wave Number [m^-1]	Sample 2 - Imag_Frequency [Hz]	Characteristic Wave Number [m^-1]	Sample 3 - Real_Frequency [Hz]	Characteristic Wave Number [m^-1]	Sample 3 - Imag_Frequency [Hz]	Characteristic Wave Number [m^-1]	Sample 4 - Real_Frequency [Hz]	Characteristic Wave Number [m^-1]	Sample 4 - Imag_Frequency [Hz]	Characteristic Wave Number [m^-1]	
3,495312E+3	3,288160E+2	3,495312E+3	-2,221551E+0	3,495312E+3	2,243670E+2	3,495312E+3	-1,843016E+0	3,495312E+3	2,264356E+2	3,495312E+3	-2,234736E+0	3,495312E+3	6,871034E+1	3,495312E+3	-2,409943E+0
3,496875E+3	3,287081E+2	3,496875E+3	-2,201810E+0	3,496875E+3	2,241756E+2	3,496875E+3	-1,823397E+0	3,496875E+3	2,262907E+2	3,496875E+3	-2,211755E+0	3,496875E+3	6,858976E+1	3,496875E+3	-2,391172E+0
3,498437E+3	3,286163E+2	3,498437E+3	-2,181589E+0	3,498437E+3	2,237067E+2	3,498437E+3	-1,857566E+0	3,498437E+3	2,257977E+2	3,498437E+3	-2,256723E+0	3,498437E+3	6,847177E+1	3,498437E+3	-2,374514E+0
3,500000E+3	3,285263E+2	3,500000E+3	-2,160452E+0	3,500000E+3	2,232711E+2	3,500000E+3	-1,896853E+0	3,500000E+3	2,253559E+2	3,500000E+3	-2,311506E+0	3,500000E+3	6,835668E+1	3,500000E+3	-2,356778E+0
3,501562E+3	3,284157E+2	3,501562E+3	-2,137608E+0	3,501562E+3	2,230948E+2	3,501562E+3	-1,881703E+0	3,501562E+3	2,252107E+2	3,501562E+3	-2,294399E+0	3,501562E+3	6,822567E+1	3,501562E+3	-2,342727E+0
3,503125E+3	3,283060E+2	3,503125E+3	-2,114240E+0	3,503125E+3	2,229209E+2	3,503125E+3	-1,866784E+0	3,503125E+3	2,250677E+2	3,503125E+3	-2,276991E+0	3,503125E+3	6,809781E+1	3,503125E+3	-2,328034E+0
3,504687E+3	3,279925E+2	3,504687E+3	-2,089310E+0	3,504687E+3	2,227706E+2	3,504687E+3	-1,856051E+0	3,504687E+3	2,249285E+2	3,504687E+3	-2,261057E+0	3,504687E+3	6,796666E+1	3,504687E+3	-2,312296E+0
3,506250E+3	3,276822E+2	3,506250E+3	-2,072709E+0	3,506250E+3	2,226231E+2	3,506250E+3	-1,844978E+0	3,506250E+3	2,247919E+2	3,506250E+3	-2,244807E+0	3,506250E+3	6,783879E+1	3,506250E+3	-2,296034E+0
3,507812E+3	3,275509E+2	3,507812E+3	-2,052200E+0	3,507812E+3	2,224675E+2	3,507812E+3	-1,833825E+0	3,507812E+3	2,246394E+2	3,507812E+3	-2,233842E+0	3,507812E+3	6,772088E+1	3,507812E+3	-2,278083E+0
3,509375E+3	3,274213E+2	3,509375E+3	-2,031403E+0	3,509375E+3	2,223147E+2	3,509375E+3	-1,822483E+0	3,509375E+3	2,244898E+2	3,509375E+3	-2,222874E+0	3,509375E+3	6,760596E+1	3,509375E+3	-2,259225E+0
3,510937E+3	3,269460E+2	3,510937E+3	-2,112388E+0	3,510937E+3	2,221500E+2	3,510937E+3	-1,809548E+0	3,510937E+3	2,243417E+2	3,510937E+3	-2,209501E+0	3,510937E+3	6,749792E+1	3,510937E+3	-2,242009E+0
3,512500E+3	3,265001E+2	3,512500E+3	-2,197885E+0	3,512500E+3	2,219885E+2	3,512500E+3	-1,796705E+0	3,512500E+3	2,241968E+2	3,512500E+3	-2,196084E+0	3,512500E+3	6,739293E+1	3,512500E+3	-2,223762E+0
3,514062E+3	3,262537E+2	3,514062E+3	-2,179588E+0	3,514062E+3	2,218219E+2	3,514062E+3	-1,785981E+0	3,514062E+3	2,240531E+2	3,514062E+3	-2,181672E+0	3,514062E+3	6,728418E+1	3,514062E+3	-2,211182E+0
3,515625E+3	3,260127E+2	3,515625E+3	-2,164699E+0	3,515625E+3	2,216586E+2	3,515625E+3	-1,775424E+0	3,515625E+3	2,239128E+2	3,515625E+3	-2,167317E+0	3,515625E+3	6,717897E+1	3,515625E+3	-2,197774E+0
3,517187E+3	3,258395E+2	3,517187E+3	-2,152414E+0	3,517187E+3	2,214969E+2	3,517187E+3	-1,764215E+0	3,517187E+3	2,237624E+2	3,517187E+3	-2,151927E+0	3,517187E+3	6,706987E+1	3,517187E+3	-2,185281E+0
3,518750E+3	3,256698E+2	3,518750E+3	-2,140817E+0	3,518750E+3	2,213395E+2	3,518750E+3	-1,753388E+0	3,518750E+3	2,236161E+2	3,518750E+3	-2,137211E+0	3,518750E+3	6,696453E+1	3,518750E+3	-2,172240E+0
3,520312E+3	3,255050E+2	3,520312E+3	-2,128209E+0	3,520312E+3	2,211822E+2	3,520312E+3	-1,743736E+0	3,520312E+3	2,234879E+2	3,520312E+3	-2,120532E+0	3,520312E+3	6,686216E+1	3,520312E+3	-2,156797E+0
3,521875E+3	3,253439E+2	3,521875E+3	-2,116303E+0	3,521875E+3	2,210293E+2	3,521875E+3	-1,734450E+0	3,521875E+3	2,233642E+2	3,521875E+3	-2,104485E+0	3,521875E+3	6,676412E+1	3,521875E+3	-2,141285E+0
3,523437E+3	3,251958E+2	3,523437E+3	-2,100874E+0	3,523437E+3	2,208830E+2	3,523437E+3	-1,724644E+0	3,523437E+3	2,232462E+2	3,523437E+3	-2,092117E+0	3,523437E+3	6,665851E+1	3,523437E+3	-2,129486E+0
3,525000E+3	3,250519E+2	3,525000E+3	-2,086263E+0	3,525000E+3	2,207422E+2	3,525000E+3	-1,715362E+0	3,525000E+3	2,231332E+2	3,525000E+3	-2,080538E+0	3,525000E+3	6,655921E+1	3,525000E+3	-2,118653E+0
3,526562E+3	3,249283E+2	3,526562E+3	-2,072759E+0	3,526562E+3	2,206003E+2	3,526562E+3	-1,709166E+0	3,526562E+3	2,230515E+2	3,526562E+3	-2,069879E+0	3,526562E+3	6,646903E+1	3,526562E+3	-2,108620E+0
3,528125E+3	3,248091E+2	3,528125E+3	-2,059779E+0	3,528125E+3	2,204649E+2	3,528125E+3	-1,703655E+0	3,528125E+3	2,229747E+2	3,528125E+3	-2,059447E+0	3,528125E+3	6,638568E+1	3,528125E+3	-2,099870E+0
3,529687E+3	3,247242E+2	3,529687E+3	-2,046833E+0	3,529687E+3	2,203433E+2	3,529687E+3	-1,694044E+0	3,529687E+3	2,229079E+2	3,529687E+3	-2,051557E+0	3,529687E+3	6,633368E+1	3,529687E+3	-2,089735E+0
3,531250E+3	3,246439E+2	3,531250E+3	-2,033972E+0	3,531250E+3	2,202293E+2	3,531250E+3	-1,685608E+0	3,531250E+3	2,228478E+2	3,531250E+3	-2,044847E+0	3,531250E+3	6,628718E+1	3,531250E+3	-2,080312E+0
3,532812E+3	3,245847E+2	3,532812E+3	-2,023539E+0	3,532812E+3	2,201153E+2	3,532812E+3	-1,678183E+0	3,532812E+3	2,228135E+2	3,532812E+3	-2,036546E+0	3,532812E+3	6,628034E+1	3,532812E+3	-2,070897E+0
3,534375E+3	3,245314E+2	3,534375E+3	-2,013560E+0	3,534375E+3	2,200110E+2	3,534375E+3	-1,673107E+0	3,534375E+3	2,227879E+2	3,534375E+3	-2,031071E+0	3,534375E+3	6,627859E+1	3,534375E+3	-2,062253E+0
3,535937E+3	3,244836E+2	3,535937E+3	-2,008091E+0	3,535937E+3	2,199631E+2	3,535937E+3	-1,663186E+0	3,535937E+3	2,228188E+2	3,535937E+3	-2,024690E+0	3,535937E+3	6,631418E+1	3,535937E+3	-2,054802E+0
3,537500E+3	3,244430E+2	3,537500E+3	-2,003910E+0	3,537500E+3	2,199226E+2	3,537500E+3	-1,654904E+0	3,537500E+3	2,228593E+2	3,537500E+3	-2,022054E+0	3,537500E+3	6,635602E+1	3,537500E+3	-2,049773E+0
3,539062E+3	3,244607E+2	3,539062E+3	-1,997104E+0	3,539062E+3	2,199616E+2	3,539062E+3	-1,647362E+0	3,539062E+3	2,229803E+2	3,539062E+3	-2,020324E+0	3,539062E+3	6,645877E+1	3,539062E+3	-2,041761E+0
3,540625E+3	3,244854E+2	3,540625E+3	-1,991398E+0	3,540625E+3	2,200065E+2	3,540625E+3	-1,640164E+0	3,540625E+3	2,231100E+2	3,540625E+3	-2,021962E+0	3,540625E+3	6,656669E+1	3,540625E+3	-2,036621E+0
3,542187E+3	3,245396E+2	3,542187E+3	-1,994445E+0	3,542187E+3	2,201097E+2	3,542187E+3	-1,645635E+0	3,542187E+3	2,233208E+2	3,542187E+3	-2,019883E+0	3,542187E+3	6,674925E+1	3,542187E+3	-2,028787E+0
3,543750E+3	3,246017E+2	3,543750E+3	-1,999133E+0	3,543750E+3	2,202226E+2	3,543750E+3	-1,652405E+0	3,543750E+3	2,235366E+2	3,543750E+3	-2,020630E+0	3,543750E+3	6,693461E+1	3,543750E+3	-2,024495E+0
3,545312E+3	3,246938E+2	3,545312E+3	-2,001309E+0	3,545312E+3	2,204836E+2	3,545312E+3	-1,661439E+0	3,545312E+3	2,236541E+2	3,545312E+3	-2,010606E+0	3,545312E+3	6,708550E+1	3,545312E+3	-2,017348E+0
3,546875E+3	3,247925E+2	3,546875E+3	-2,004959E+0	3,546875E+3	2,207553E+2	3,546875E+3	-1,672583E+0	3,546875E+3	2,237765E+2	3,546875E+3	-2,007465E+0	3,546875E+3	6,723723E+1	3,546875E+3	-2,016976E+0
3,548437E+3	3,247876E+2	3,548437E+3	-2,005565E+0	3,548437E+3	2,210623E+2	3,548437E+3	-1,677064E+0	3,548437E+3	2,236946E+2	3,548437E+3	-1,991845E+0	3,548437E+3	6,723549E+1	3,548437E+3	-2,007141E+0
3,550000E+3	3,247922E+2	3,550000E+3	-2,010841E+0	3,550000E+3	2,213789E+2	3,550000E+3	-1,687865E+0	3,550000E+3	2,236228E+2	3,550000E+3	-1,992657E+0	3,550000E+3	6,723453E+1	3,550000E+3	-2,010119E+0
3,551562E+3	3,246967E+2	3,551562E+3	-1,998307E+0	3,551562E+3	2,213735E+2	3,551562E+3	-1,679976E+0	3,551562E+3	2,234645E+2	3,551562E+3	-1,968587E+0	3,551562E+3	6,714906E+1	3,551562E+3	-1,994161E+0
3,553125E+3	3,246111E+2	3,553125E+3	-1,992821E+0	3,553125E+3	2,213784E+2	3,553125E+3	-1,683457E+0	3,553125E+3	2,233165E+2	3,553125E+3	-1,969607E+0	3,553125E+3	6,706195E+1	3,553125E+3	-1,992371E+0
3,554687E+3	3,244432E+2	3,554687E+3	-1,977287E+0	3,554687E+3	2,212341E+2	3,554687E+3	-1,670059E+0	3,554687E+3	2,231213E+2	3,554687E+3	-1,940268E+0	3,554687E+3	6,693960E+1	3,554687E+3	-1,974148E+0
3,556250E+3	3,242882E+2	3,556250E+3	-1,972676E+0	3,556250E+3	2,211035E+2	3,556250E+3	-1,674558E+0	3,556250E+3	2,229296E+2	3,556250E+3	-1,941501E+0	3,556250E+3	6,681298E+1	3,556250E+3	-1,968765E+0
3,557812E+3	3,240863E+2	3,557812E+3	-1,952002E+0	3,557812E+3	2,208870E+2	3,557812E+3	-1,652401E+0	3,557812E+3	2,227339E+2	3,557812E+3	-1,908649E+0	3,557812E+3	6,668221E+1	3,557812E+3	-1,946427E+0
3,559375E+3	3,239005E+2	3,559375E+3	-1,946797E+0	3,559375E+3	2,206934E+2	3,559375E+3	-1,676405E+0	3,559375E+3	2,225344E+2	3,559375E+3	-1,905903E+0	3,559375E+3	6,654520E+1	3,559375E+3	-1,935971E+0
3,560937E+3	3,236902E+2	3,560937E+3	-1,920444E+0	3,560937E+3	2,204860E+2	3,560937E+3	-1,650435E+0	3,560937E+3	2,223454E+2	3,560937E+3	-1,874401E+0	3,560937E+3	6,641034E+1	3,560937E+3	-1,913684E+0
3,562500E+3	3,234950E+2	3,562500E+3	-1,911789E+0	3,562500E+3	2,202823E+2	3,562500E+3	-1,668654E+0	3,562500E+3	2,221486E+2	3,562500E+3	-1,862717E+0	3,562500E+3	6,626953E+1	3,562500E+3	-1,900463E+0
3,564062E+3	3,268994E+2	3,564062E+3	-2,105792E+0	3,564062E+3	2,200952E+2	3,564062E+3	-1,640781E+0	3,564062E+3	2,251625E+2	3,564062E+3	-1,978704E+0	3,564062E+3	6,881351E+1	3,564062E+3	-2,025999E+0
3,565625E+3	3,298244E+2	3,565625E+3	-2,066296E+0	3,565625E+3	2,199004E+2	3,565625E+3	-1,641436E+0	3,565625E+3	2,277253E+2	3,565625E+3	-1,915401E+0	3,565625E+3	7,101765E+1	3,565625E+3	-1,990414E+0
3,567187E+3	3,294840E+2	3,567187E+3	-2,043518E+0	3,567187E+3	2,228869E+2	3,567187E+3	-1,802025E+0	3,567187E+3	2,274558E+2	3,567187E+3	-1,908734E+0	3,567187E+3	7,078436E+1	3,567187E+3	-1,992121E+0
3,568750E+3	3,291544E+2	3,568750E+3	-2,047132E+0	3,568750E+3	2,254352E+2	3,568750E+3	-1,787075E+0	3,568750E+3	2,271752E+2	3,568750E+3	-1,916587E+0	3,568750E+3	7,054496E+1	3,568750E+3	-2,000733E+0
3,570312E+3	3,287925E+2	3,570312E+3	-2,032746E+0	3,570312E+3	2,251625E+2	3,570312E+3	-1,786493E+0	3,570312E+3	2,269006E+2	3,570312E+3	-1,909678E+0	3,570312E+3	7,033093E+1	3,570312E+3	-1,994708E+0
3,571875E+3	3,284407E+2	3,571875E+3	-2,059162E+0	3,571875E+3	2,248718E+2	3,571875E+3	-1,808956E+0	3,571875E+3	2,266077E+2	3,571875E+3	-1,920734E+0	3,571875E+3	7,011099E+1	3,571875E+3	-1,993077E+0
3,573437E+3	3,281081E+2	3,573437E+3	-2,045479E+0	3,573437E+3	2,246047E+2	3,573437E+3	-1,807450E+0	3,573437E+3	2,263341E+2	3,573437E+3	-1,915127E+0	3,573437E+3	6,990547E+1	3,573437E+3	-1,992302E+0
3,575000E+3	3,277778E+2	3,575000E+3	-2,071121E+0	3,575000E+3	2,243120E+2	3,575000E+3	-1,829315E+0	3,575000E+3	2,260391E+2	3,575000E+3	-1,927155E+0	3,575000E+3	6,969254E+1	3,575000E+3	-1,997324E+0
3,576562E+3	3,274938E+2	3,576562E+3	-2,037779E+0	3,576562E+3	2,240745E+2	3,576562E+3	-1,819495E+0	3,576562E+3	2,257881E+2	3,576562E+3	-1,905485E+0	3,576562E+3	6,949377E+1	3,576562E+3	-2,000851E+0
3,578125E+3	3,272043E+2	3,578125E+3	-2,036471E+0	3,578125E+3	2,238158E+2	3,578125E+3	-1,822931E+0	3,578125E+3	2,255209E+2	3,578125E+3	-1,894352E+0	3,578125E+3	6,928669E+1	3,578125E+3	-2,011254E+0
3,579687E+3	3,269180E+2	3,579687E+3	-2,006415E+0	3,579687E+3	2,236005E+2	3,579687E+3	-1,808696E+0	3,579687E+3	2,252729E+2	3,579687E+3	-1,865366E+0	3,579687E+3	6,909535E+1	3,579687E+3	-1,994865E+0
3,581250E+3	3,266203E+2	3,581250E+3	-2,006466E+0	3,581250E+3	2,233696E+2	3,581250E+3	-1,802204E+0	3,581250E+3	2,250134E+2	3,581250E+3	-1,842135E+0	3,581250E+3	6,889743E+1	3,581250E+3	-1,982187E+0
3,582812E+3	3,263302E+2	3,582812E+3	-1,948796E+0	3,582812E+3	2,231494E+2	3,582812E+3	-1,787629E+0	3,582812E+3	2,283401E+2	3,582812E+3	-1,449885E+0	3,582812E+3	6,951066E+1	3,582812E+3	-1,835809E+0
3,584375E+3	3,260209E+2	3,584375E+3	-1,925725E+0	3,584375E+3	2,229133E+2	3,584375E+3	-1,780445E+0	3,584375E+3	2,306748E+2	3,584375E+3	-1,013035E+0	3,584375E+3	7,003756E+1	3,584375E+3	-1,695583E+0
3,585937E+3	3,257028E+2	3,585937E+3	-1,884661E+0	3,585937E+3	2,260583E+2	3,585937E+3	-1,446023E+0	3,585937E+3	2,308472E+2	3,585937E+3	-1,017107E+0	3,585937E+3	7,083954E+1	3,585937E+3	-1,542298E+0
3,587500E+3	3,253610E+2	3,587500E+3	-1,876054E+0	3,587500E+3	2,282632E+2	3,587500E+3	-1,066554E+0	3,587500E+3	2,309689E+2	3,587500E+3	-1,016469E+0	3,587500E+3	7,150803E+1	3,587500E+3	-1,390702E+0
3,589062E+3	3,295848E+2	3,589062E+3	-1,533297E+0	3,589062E+3	2,283551E+2	3,589062E+3	-1,076860E+0	3,589062E+3	2,310835E+2	3,589062E+3	-1,011422E+0	3,589062E+3	7,125753E+1	3,589062E+3	-1,409402E+0
3,590625E+3	3,324037E+2	3,590625E+3	-1,056503E+0	3,590625E+3	2,284021E+2	3,590625E+3	-1,084054E+0	3,590625E+3	2,311518E+2	3,590625E+3	-1,002583E+0	3,590625E+3	7,100136E+1	3,590625E+3	-1,430071E+0
3,592187E+3	3,324772E+2	3,592187E+3	-1,041406E+0	3,592187E+3	2,284545E+2	3,592187E+3	-1,093796E+0	3,592187E+3	2,311513E+2	3,592187E+3	-1,007007E+0	3,592187E+3	7,074738E+1	3,592187E+3	-1,456455E+0
3,593750E+3	3,324948E+2	3,593750E+3	-1,040032E+0	3,593750E+3	2,284693E+2	3,593750E+3	-1,099275E+0	3,593750E+3	2,311172E+2	3,593750E+3	-1,008719E+0	3,593750E+3	7,048700E+1	3,593750E+3	-1,485560E+0
3,595312E+3	3,325372E+2	3,595312E+3	-1,024295E+0	3,595312E+3	2,285184E+2	3,595312E+3	-1,102097E+0	3,595312E+3	2,311103E+2	3,595312E+3	-1,019242E+0	3,595312E+3	7,154948E+1	3,595312E+3	-1,443636E+0
3,596875E+3	3,325302E+2	3,596875E+3	-1,015198E+0	3,596875E+3	2,285275E+2	3,596875E+3	-1,100569E+0	3,596875E+3	2,310656E+2	3,596875E+3	-1,027297E+0	3,596875E+3	7,236102E+1	3,596875E+3	-1,366341E+0
3,598437E+3	3,326307E+2	3,598437E+3	-1,002890E+0	3,598437E+3	2,285357E+2	3,598437E+3	-1,113144E+0	3,598437E+3	2,311163E+2	3,598437E+3	-1,050139E+0	3,598437E+3	7,233611E+1	3,598437E+3	-1,376738E+0
3,600000E+3	3,326763E+2	3,600000E+3	-9,899389E-1	3,600000E+3	2,285017E+2	3,600000E+3	-1,122161E+0	3,600000E+3	2,311119E+2	3,600000E+3	-1,068531E+0	3,600000E+3	7,229039E+1	3,600000E+3	-1,382923E+0
3,601562E+3	3,328238E+2	3,601562E+3	-9,825759E-1	3,601562E+3	2,284992E+2	3,601562E+3	-1,137853E+0	3,601562E+3	2,311990E+2	3,601562E+3	-1,078363E+0	3,601562E+3	7,231488E+1	3,601562E+3	-1,375959E+0
3,603125E+3	3,329059E+2	3,603125E+3	-9,684355E-1	3,603125E+3	2,284508E+2	3,603125E+3	-1,148199E+0	3,603125E+3	2,312272E+2	3,603125E+3	-1,076566E+0	3,603125E+3	7,231201E+1	3,603125E+3	-1,361682E+0
3,604687E+3	3,329775E+2	3,604687E+3	-9,714931E-1	3,604687E+3	2,284374E+2	3,604687E+3	-1,149737E+0	3,604687E+3	2,312480E+2	3,604687E+3	-1,078985E+0	3,604687E+3	7,246085E+1	3,604687E+3	-1,331951E+0
3,606250E+3	3,329841E+2	3,606250E+3	-9,688907E-1	3,606250E+3	2,283889E+2	3,606250E+3	-1,142799E+0	3,606250E+3	2,312234E+2	3,606250E+3	-1,069422E+0	3,606250E+3	7,255765E+1	3,606250E+3	-1,291453E+0
3,607812E+3	3,330474E+2	3,607812E+3	-9,648131E-1	3,607812E+3	2,284225E+2	3,607812E+3	-1,127321E+0	3,607812E+3	2,312478E+2	3,607812E+3	-1,077093E+0	3,607812E+3	7,255848E+1	3,607812E+3	-1,266708E+0
3,609375E+3	3,330425E+2	3,609375E+3	-9,523145E-1	3,609375E+3	2,284175E+2	3,609375E+3	-1,100291E+0	3,609375E+3	2,312227E+2	3,609375E+3	-1,068307E+0	3,609375E+3	7,252860E+1	3,609375E+3	-1,235024E+0
3,610937E+3	3,331085E+2	3,610937E+3	-9,579020E-1	3,610937E+3	2,286339E+2	3,610937E+3	-1,084206E+0	3,610937E+3	2,313587E+2	3,610937E+3	-1,073016E+0	3,610937E+3	7,281861E+1	3,610937E+3	-1,517425E+0
3,612500E+3	3,330984E+2	3,612500E+3	-9,492286E-1	3,612500E+3	2,287685E+2	3,612500E+3	-1,039072E+0	3,612500E+3	2,314112E+2	3,612500E+3	-1,046267E+0	3,612500E+3	7,308573E+1	3,612500E+3	-1,808812E+0
3,614062E+3	3,332137E+2	3,614062E+3	-9,525017E-1	3,614062E+3	2,289904E+2	3,614062E+3	-1,028552E+0	3,614062E+3	2,315253E+2	3,614062E+3	-1,050444E+0	3,614062E+3	7,362863E+1	3,614062E+3	-1,797286E+0
3,615625E+3	3,332354E+2	3,615625E+3	-9,306376E-1	3,615625E+3	2,291176E+2	3,615625E+3	-9,768845E-1	3,615625E+3	2,315561E+2	3,615625E+3	-1,013929E+0	3,615625E+3	7,395769E+1	3,615625E+3	-1,697729E+0
3,617187E+3	3,333596E+2	3,617187E+3	-9,450286E-1	3,617187E+3	2,291280E+2	3,617187E+3	-1,087093E+0	3,617187E+3	2,316312E+2	3,617187E+3	-1,012656E+0	3,617187E+3	7,463289E+1	3,617187E+3	-1,691348E+0
3,618750E+3	3,333825E+2	3,618750E+3	-9,191647E-1	3,618750E+3	2,290265E+2	3,618750E+3	-1,183607E+0	3,618750E+3	2,316294E+2	3,618750E+3	-9,632276E-1	3,618750E+3	7,500077E+1	3,618750E+3	-1,537019E+0
3,620312E+3	3,334390E+2	3,620312E+3	-9,300183E-1	3,620312E+3	2,289947E+2	3,620312E+3	-1,249013E+0	3,620312E+3	2,316811E+2	3,620312E+3	-9,697667E-1	3,620312E+3	7,516668E+1	3,620312E+3	-1,530581E+0
3,621875E+3	3,334046E+2	3,621875E+3	-8,978027E-1	3,621875E+3	2,288802E+2	3,621875E+3	-1,284649E+0	3,621875E+3	2,316553E+2	3,621875E+3	-9,143594E-1	3,621875E+3	7,520458E+1	3,621875E+3	-1,423123E+0
3,623437E+3	3,334363E+2	3,623437E+3	-9,089280E-1	3,623437E+3	2,289619E+2	3,623437E+3	-1,325607E+0	3,623437E+3	2,316747E+2	3,623437E+3	-1,080478E+0	3,623437E+3	7,521749E+1	3,623437E+3	-1,422207E+0
3,625000E+3	3,333732E+2	3,625000E+3	-8,650991E-1	3,625000E+3	2,289642E+2	3,625000E+3	-1,320769E+0	3,625000E+3	2,316044E+2	3,625000E+3	-1,182234E+0	3,625000E+3	7,516197E+1	3,625000E+3	-1,333170E+0
3,626562E+3	3,334096E+2	3,626562E+3	-9,001302E-1	3,626562E+3	2,289824E+2	3,626562E+3	-1,328052E+0	3,626562E+3	2,315994E+2	3,626562E+3	-1,186391E+0	3,626562E+3	7,512097E+1	3,626562E+3	-1,336181E+0
3,628125E+3	3,333473E+2	3,628125E+3	-8,488261E-1	3,628125E+3	2,289326E+2	3,628125E+3	-1,256164E+0	3,628125E+3	2,315452E+2	3,628125E+3	-1,093607E+0	3,628125E+3	7,504084E+1	3,628125E+3	-1,246222E+0
3,629687E+3	3,333792E+2	3,629687E+3	-9,025065E-1	3,629687E+3	2,289994E+2	3,629687E+3	-1,286849E+0	3,629687E+3	2,316305E+2	3,629687E+3	-1,291637E+0	3,629687E+3	7,501758E+1	3,629687E+3	-1,259961E+0
3,631250E+3	3,333312E+2	3,631250E+3	-8,368335E-1	3,631250E+3	2,290009E+2	3,631250E+3	-1,180799E+0	3,631250E+3	2,316820E+2	3,631250E+3	-1,392312E+0	3,631250E+3	7,498142E+1	3,631250E+3	-1,147030E+0
3,632812E+3	3,333748E+2	3,632812E+3	-9,051928E-1	3,632812E+3	2,290219E+2	3,632812E+3	-1,227179E+0	3,632812E+3	2,316585E+2	3,632812E+3	-1,431498E+0	3,632812E+3	7,567362E+1	3,632812E+3	-1,634707E+0
3,634375E+3	3,333763E+2	3,634375E+3	-8,179247E-1	3,634375E+3	2,290351E+2	3,634375E+3	-1,125765E+0	3,634375E+3	2,316501E+2	3,634375E+3	-1,348816E+0	3,634375E+3	7,702943E+1	3,634375E+3	-1,137789E+0
3,635937E+3	3,333930E+2	3,635937E+3	-8,823082E-1	3,635937E+3	2,292378E+2	3,635937E+3	-1,302787E+0	3,635937E+3	2,316704E+2	3,635937E+3	-1,394629E+0	3,635937E+3	7,697082E+1	3,635937E+3	-1,114905E+0
3,637500E+3	3,334178E+2	3,637500E+3	-7,930649E-1	3,637500E+3	2,294527E+2	3,637500E+3	-1,339664E+0	3,637500E+3	2,317490E+2	3,637500E+3	-1,304978E+0	3,637500E+3	7,696155E+1	3,637500E+3	-1,053958E+0
3,639062E+3	3,334218E+2	3,639062E+3	-8,458002E-1	3,639062E+3	2,295000E+2	3,639062E+3	-1,380658E+0	3,639062E+3	2,318127E+2	3,639062E+3	-1,343189E+0	3,639062E+3	7,681129E+1	3,639062E+3	-1,029559E+0
3,640625E+3	3,334707E+2	3,640625E+3	-7,585200E-1	3,640625E+3	2,296294E+2	3,640625E+3	-1,280330E+0	3,640625E+3	2,319615E+2	3,640625E+3	-1,262050E+0	3,640625E+3	7,668219E+1	3,640625E+3	-9,914669E-1
3,642187E+3	3,335111E+2	3,642187E+3	-8,070249E-1	3,642187E+3	2,297064E+2	3,642187E+3	-1,308647E+0	3,642187E+3	2,319946E+2	3,642187E+3	-1,267970E+0	3,642187E+3	7,655723E+1	3,642187E+3	-9,602545E-1
3,643750E+3	3,336368E+2	3,643750E+3	-7,223677E-1	3,643750E+3	2,298832E+2	3,643750E+3	-1,233842E+0	3,643750E+3	2,321042E+2	3,643750E+3	-1,201795E+0	3,643750E+3	7,645814E+1	3,643750E+3	-9,142521E-1
3,645312E+3	3,337236E+2	3,645312E+3	-7,624590E-1	3,645312E+3	2,299391E+2	3,645312E+3	-1,249056E+0	3,645312E+3	2,320810E+2	3,645312E+3	-1,182465E+0	3,645312E+3	7,634678E+1	3,645312E+3	-8,738897E-1
3,646875E+3	3,339246E+2	3,646875E+3	-6,931848E-1	3,646875E+3	2,300622E+2	3,646875E+3	-1,210932E+0	3,646875E+3	2,321125E+2	3,646875E+3	-1,120394E+0	3,646875E+3	7,626044E+1	3,646875E+3	-8,185885E-1
3,648437E+3	3,338103E+2	3,648437E+3	-8,140831E-1	3,648437E+3	2,300190E+2	3,648437E+3	-1,212292E+0	3,648437E+3	2,320438E+2	3,648437E+3	-1,089434E+0	3,648437E+3	7,617352E+1	3,648437E+3	-7,755506E-1
3,650000E+3	3,337410E+2	3,650000E+3	-8,962712E-1	3,650000E+3	2,300103E+2	3,650000E+3	-1,188481E+0	3,650000E+3	2,320136E+2	3,650000E+3	-1,031428E+0	3,650000E+3	7,611191E+1	3,650000E+3	-7,169245E-1
3,651562E+3	3,337072E+2	3,651562E+3	-9,181718E-1	3,651562E+3	2,299561E+2	3,651562E+3	-1,175440E+0	3,651562E+3	2,319289E+2	3,651562E+3	-9,935745E-1	3,651562E+3	7,603528E+1	3,651562E+3	-6,860930E-1
3,653125E+3	3,337187E+2	3,653125E+3	-9,093087E-1	3,653125E+3	2,299336E+2	3,653125E+3	-1,139641E+0	3,653125E+3	2,318754E+2	3,653125E+3	-9,350637E-1	3,653125E+3	7,597952E+1	3,653125E+3	-6,425993E-1
3,654687E+3	3,336662E+2	3,654687E+3	-9,326709E-1	3,654687E+3	2,298912E+2	3,654687E+3	-1,119371E+0	3,654687E+3	2,318120E+2	3,654687E+3	-8,945219E-1	3,654687E+3	7,588349E+1	3,654687E+3	-6,167002E-1
