Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity 2	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity 2	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity 2	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity 2	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity 2	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity 2	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity 2	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity 2	
3,789062E+3	-1,628121E-1	3,789062E+3	6,891798E-1	3,789062E+3	5,448552E-1	3,789062E+3	4,755624E-1	3,789062E+3	4,390445E-2	3,789062E+3	8,496390E-2	3,789062E+3	-3,568038E-2	3,789062E+3	-3,095296E-1
3,790625E+3	-1,771340E-1	3,790625E+3	6,868106E-1	3,790625E+3	5,363804E-1	3,790625E+3	4,851639E-1	3,790625E+3	4,603564E-2	3,790625E+3	8,295237E-2	3,790625E+3	-4,130029E-2	3,790625E+3	-3,149826E-1
3,792187E+3	-1,906463E-1	3,792187E+3	6,842353E-1	3,792187E+3	5,289554E-1	3,792187E+3	4,929176E-1	3,792187E+3	4,825735E-2	3,792187E+3	8,084689E-2	3,792187E+3	-4,434813E-2	3,792187E+3	-3,168679E-1
3,793750E+3	-2,045030E-1	3,793750E+3	6,812472E-1	3,793750E+3	5,212501E-1	3,793750E+3	5,009171E-1	3,793750E+3	5,070415E-2	3,793750E+3	7,911752E-2	3,793750E+3	-4,697189E-2	3,793750E+3	-3,192072E-1
3,795312E+3	-2,167696E-1	3,795312E+3	6,784688E-1	3,795312E+3	5,139659E-1	3,795312E+3	5,073137E-1	3,795312E+3	5,369725E-2	3,795312E+3	7,693868E-2	3,795312E+3	-4,845762E-2	3,795312E+3	-3,201816E-1
3,796875E+3	-2,293102E-1	3,796875E+3	6,753808E-1	3,796875E+3	5,064185E-1	3,796875E+3	5,140038E-1	3,796875E+3	5,691542E-2	3,796875E+3	7,519630E-2	3,796875E+3	-4,964932E-2	3,796875E+3	-3,215233E-1
3,798437E+3	-2,407459E-1	3,798437E+3	6,719770E-1	3,798437E+3	5,000396E-1	3,798437E+3	5,191106E-1	3,798437E+3	6,042822E-2	3,798437E+3	7,277198E-2	3,798437E+3	-4,974959E-2	3,798437E+3	-3,216787E-1
3,800000E+3	-2,523172E-1	3,800000E+3	6,683749E-1	3,800000E+3	4,934090E-1	3,800000E+3	5,245561E-1	3,800000E+3	6,417009E-2	3,800000E+3	7,082141E-2	3,800000E+3	-4,966076E-2	3,800000E+3	-3,221164E-1
3,801562E+3	-2,621657E-1	3,801562E+3	6,648533E-1	3,801562E+3	4,877103E-1	3,801562E+3	5,292216E-1	3,801562E+3	6,604737E-2	3,801562E+3	7,022426E-2	3,801562E+3	-4,917211E-2	3,801562E+3	-3,220694E-1
3,803125E+3	-2,720805E-1	3,803125E+3	6,612811E-1	3,803125E+3	4,817526E-1	3,803125E+3	5,342416E-1	3,803125E+3	6,810058E-2	3,803125E+3	6,999071E-2	3,803125E+3	-4,851452E-2	3,803125E+3	-3,222655E-1
3,804687E+3	-2,798036E-1	3,804687E+3	6,578572E-1	3,804687E+3	4,768689E-1	3,804687E+3	5,388738E-1	3,804687E+3	6,880298E-2	3,804687E+3	7,103944E-2	3,804687E+3	-4,909907E-2	3,804687E+3	-3,228008E-1
3,806250E+3	-2,876247E-1	3,806250E+3	6,544707E-1	3,806250E+3	4,716695E-1	3,806250E+3	5,438843E-1	3,806250E+3	6,961595E-2	3,806250E+3	7,236466E-2	3,806250E+3	-4,942323E-2	3,806250E+3	-3,236655E-1
3,807812E+3	-2,921664E-1	3,807812E+3	6,513191E-1	3,807812E+3	4,668307E-1	3,807812E+3	5,486830E-1	3,807812E+3	7,672455E-2	3,807812E+3	6,932748E-2	3,807812E+3	-5,521301E-2	3,807812E+3	-3,265414E-1
3,809375E+3	-2,968643E-1	3,809375E+3	6,483089E-1	3,809375E+3	4,616797E-1	3,809375E+3	5,538249E-1	3,809375E+3	8,400061E-2	3,809375E+3	6,702545E-2	3,809375E+3	-6,030121E-2	3,809375E+3	-3,302061E-1
3,810937E+3	-2,974387E-1	3,810937E+3	6,460214E-1	3,810937E+3	4,587386E-1	3,810937E+3	5,577881E-1	3,810937E+3	1,167915E-1	3,810937E+3	2,476049E-2	3,810937E+3	-6,023439E-2	3,810937E+3	-3,301964E-1
3,812500E+3	-2,982499E-1	3,812500E+3	6,439972E-1	3,812500E+3	4,554804E-1	3,812500E+3	5,621429E-1	3,812500E+3	1,481847E-1	3,812500E+3	-1,242598E-2	3,812500E+3	-5,999326E-2	3,812500E+3	-3,304887E-1
3,814062E+3	-2,943669E-1	3,814062E+3	6,436192E-1	3,814062E+3	4,540456E-1	3,814062E+3	5,640257E-1	3,814062E+3	1,516838E-1	3,814062E+3	-1,316663E-2	3,814062E+3	-5,832957E-2	3,814062E+3	-3,298952E-1
3,815625E+3	-2,909139E-1	3,815625E+3	6,435517E-1	3,815625E+3	4,522811E-1	3,815625E+3	5,664288E-1	3,815625E+3	1,554957E-1	3,815625E+3	-1,334039E-2	3,815625E+3	-5,656709E-2	3,815625E+3	-3,294747E-1
3,817187E+3	-2,806718E-1	3,817187E+3	6,453273E-1	3,817187E+3	4,610119E-1	3,817187E+3	5,573713E-1	3,817187E+3	1,594462E-1	3,817187E+3	-1,414948E-2	3,817187E+3	-5,479401E-2	3,817187E+3	-3,290435E-1
3,818750E+3	-2,712791E-1	3,818750E+3	6,473225E-1	3,818750E+3	4,688900E-1	3,818750E+3	5,496245E-1	3,818750E+3	1,637111E-1	3,818750E+3	-1,436175E-2	3,818750E+3	-5,289971E-2	3,818750E+3	-3,287769E-1
3,820312E+3	-2,567471E-1	3,820312E+3	6,477625E-1	3,820312E+3	5,037306E-1	3,820312E+3	5,016343E-1	3,820312E+3	1,685682E-1	3,820312E+3	-1,671758E-2	3,820312E+3	-5,138591E-2	3,820312E+3	-3,287791E-1
3,821875E+3	-2,433813E-1	3,821875E+3	6,485680E-1	3,821875E+3	5,334754E-1	3,821875E+3	4,591522E-1	3,821875E+3	1,738371E-1	3,821875E+3	-1,832256E-2	3,821875E+3	-4,970202E-2	3,821875E+3	-3,289694E-1
3,823437E+3	-2,378341E-1	3,823437E+3	6,451980E-1	3,823437E+3	7,632339E-1	3,823437E+3	1,431906E-1	3,823437E+3	1,797425E-1	3,823437E+3	-2,279215E-2	3,823437E+3	-4,843824E-2	3,823437E+3	-3,289581E-1
3,825000E+3	-2,329664E-1	3,825000E+3	6,424122E-1	3,825000E+3	8,430709E-1	3,825000E+3	-7,615546E-2	3,825000E+3	1,862090E-1	3,825000E+3	-2,629315E-2	3,825000E+3	-4,699386E-2	3,825000E+3	-3,291585E-1
3,826562E+3	-2,316518E-1	3,826562E+3	6,376967E-1	3,826562E+3	8,406915E-1	3,826562E+3	-5,480200E-2	3,826562E+3	1,929632E-1	3,826562E+3	-3,303630E-2	3,826562E+3	-4,580406E-2	3,826562E+3	-3,288665E-1
3,828125E+3	-2,307272E-1	3,828125E+3	6,335376E-1	3,828125E+3	8,380138E-1	3,828125E+3	-3,312296E-2	3,828125E+3	2,004902E-1	3,828125E+3	-3,857022E-2	3,828125E+3	-4,444923E-2	3,828125E+3	-3,287935E-1
3,829687E+3	8,101458E-2	3,829687E+3	6,686061E-1	3,829687E+3	8,334552E-1	3,829687E+3	-1,077208E-2	3,829687E+3	2,071478E-1	3,829687E+3	-4,599621E-2	3,829687E+3	-4,257135E-2	3,829687E+3	-3,285486E-1
3,831250E+3	3,116037E-1	3,831250E+3	6,514681E-1	3,831250E+3	8,285540E-1	3,831250E+3	1,166532E-2	3,831250E+3	2,147552E-1	3,831250E+3	-5,214490E-2	3,831250E+3	-4,052796E-2	3,831250E+3	-3,284690E-1
3,832812E+3	2,924087E-1	3,832812E+3	6,571794E-1	3,832812E+3	8,223383E-1	3,832812E+3	3,363474E-2	3,832812E+3	2,212804E-1	3,832812E+3	-6,036514E-2	3,832812E+3	-3,758364E-2	3,832812E+3	-3,283517E-1
3,834375E+3	2,731083E-1	3,834375E+3	6,625966E-1	3,834375E+3	8,158243E-1	3,834375E+3	5,555978E-2	3,834375E+3	2,289821E-1	3,834375E+3	-6,724873E-2	3,834375E+3	-3,447349E-2	3,834375E+3	-3,283171E-1
3,835937E+3	2,544586E-1	3,835937E+3	6,672053E-1	3,835937E+3	8,078594E-1	3,835937E+3	7,617255E-2	3,835937E+3	2,348863E-1	3,835937E+3	-7,491078E-2	3,835937E+3	-3,179124E-2	3,835937E+3	-3,284514E-1
3,837500E+3	2,358361E-1	3,837500E+3	6,715251E-1	3,837500E+3	7,997309E-1	3,837500E+3	9,663567E-2	3,837500E+3	2,421208E-1	3,837500E+3	-8,133397E-2	3,837500E+3	-2,879809E-2	3,837500E+3	-3,287156E-1
3,839062E+3	2,167259E-1	3,839062E+3	6,749483E-1	3,839062E+3	7,064759E-1	3,839062E+3	-3,130431E-1	3,839062E+3	2,476484E-1	3,839062E+3	-8,874621E-2	3,839062E+3	-2,534020E-2	3,839062E+3	-3,283674E-1
3,840625E+3	1,978336E-1	3,840625E+3	6,780751E-1	3,840625E+3	7,593366E-1	3,840625E+3	-4,339321E-1	3,840625E+3	2,546699E-1	3,840625E+3	-9,501646E-2	3,840625E+3	-2,174920E-2	3,840625E+3	-3,280778E-1
3,842187E+3	1,794522E-1	3,842187E+3	6,806326E-1	3,842187E+3	7,594073E-1	3,842187E+3	-4,270315E-1	3,842187E+3	2,603569E-1	3,842187E+3	-1,033591E-1	3,842187E+3	-1,851033E-2	3,842187E+3	-3,281108E-1
3,843750E+3	1,613280E-1	3,843750E+3	6,829378E-1	3,843750E+3	7,651603E-1	3,843750E+3	-4,208337E-1	3,843750E+3	2,677995E-1	3,843750E+3	-1,105466E-1	3,843750E+3	-1,505875E-2	3,843750E+3	-3,281964E-1
3,845312E+3	4,594276E-1	3,845312E+3	3,689929E-1	3,845312E+3	7,617833E-1	3,845312E+3	-4,181635E-1	3,845312E+3	2,732776E-1	3,845312E+3	-1,178507E-1	3,845312E+3	-1,127796E-2	3,845312E+3	-3,285683E-1
3,846875E+3	6,545868E-1	3,846875E+3	3,427658E-1	3,846875E+3	7,666089E-1	3,846875E+3	-4,184370E-1	3,846875E+3	2,805272E-1	3,846875E+3	-1,241758E-1	3,846875E+3	-7,270768E-3	3,846875E+3	-3,289673E-1
3,848437E+3	6,518102E-1	3,848437E+3	3,420694E-1	3,848437E+3	7,550346E-1	3,848437E+3	-4,245995E-1	3,848437E+3	2,854084E-1	3,848437E+3	-1,295358E-1	3,848437E+3	-2,847602E-3	3,848437E+3	-3,294222E-1
3,850000E+3	6,542175E-1	3,850000E+3	3,462584E-1	3,850000E+3	7,571060E-1	3,850000E+3	-4,415337E-1	3,850000E+3	2,919081E-1	3,850000E+3	-1,342080E-1	3,850000E+3	1,911800E-3	3,850000E+3	-3,298661E-1
3,851562E+3	6,529936E-1	3,851562E+3	3,414192E-1	3,851562E+3	7,433068E-1	3,851562E+3	-4,515873E-1	3,851562E+3	2,964190E-1	3,851562E+3	-1,394045E-1	3,851562E+3	6,591094E-3	3,851562E+3	-3,303123E-1
3,853125E+3	6,594405E-1	3,853125E+3	3,409064E-1	3,853125E+3	7,401886E-1	3,853125E+3	-4,798517E-1	3,853125E+3	3,026150E-1	3,853125E+3	-1,441099E-1	3,853125E+3	1,154576E-2	3,853125E+3	-3,307422E-1
3,854687E+3	6,590562E-1	3,854687E+3	3,319051E-1	3,854687E+3	7,324001E-1	3,854687E+3	-4,857780E-1	3,854687E+3	3,069933E-1	3,854687E+3	-1,520893E-1	3,854687E+3	1,632000E-2	3,854687E+3	-3,313306E-1
3,856250E+3	6,691210E-1	3,856250E+3	3,251822E-1	3,856250E+3	7,277375E-1	3,856250E+3	-5,032403E-1	3,856250E+3	3,136275E-1	3,856250E+3	-1,597277E-1	3,856250E+3	2,137795E-2	3,856250E+3	-3,318964E-1
3,857812E+3	6,698622E-1	3,857812E+3	3,130096E-1	3,857812E+3	7,241429E-1	3,857812E+3	-5,066922E-1	3,857812E+3	3,180819E-1	3,857812E+3	-1,692156E-1	3,857812E+3	2,620189E-2	3,857812E+3	-3,323928E-1
3,859375E+3	6,825518E-1	3,859375E+3	3,001513E-1	3,859375E+3	7,208133E-1	3,859375E+3	-5,178027E-1	3,859375E+3	3,251951E-1	3,859375E+3	-1,785255E-1	3,859375E+3	3,130307E-2	3,859375E+3	-3,328640E-1
3,860937E+3	6,859239E-1	3,860937E+3	2,827772E-1	3,860937E+3	7,142115E-1	3,860937E+3	-5,234235E-1	3,860937E+3	3,306749E-1	3,860937E+3	-1,883522E-1	3,860937E+3	3,649798E-2	3,860937E+3	-3,333675E-1
3,862500E+3	7,024903E-1	3,862500E+3	2,613689E-1	3,862500E+3	7,077437E-1	3,862500E+3	-5,343227E-1	3,862500E+3	3,386760E-1	3,862500E+3	-1,980821E-1	3,862500E+3	4,198022E-2	3,862500E+3	-3,338203E-1
3,864062E+3	7,064881E-1	3,864062E+3	2,455115E-1	3,864062E+3	7,033635E-1	3,864062E+3	-5,393535E-1	3,864062E+3	3,415938E-1	3,864062E+3	-2,046677E-1	3,864062E+3	4,776622E-2	3,864062E+3	-3,345851E-1
3,865625E+3	7,202825E-1	3,865625E+3	2,244402E-1	3,865625E+3	6,979929E-1	3,865625E+3	-5,498328E-1	3,865625E+3	3,464173E-1	3,865625E+3	-2,118689E-1	3,865625E+3	5,389726E-2	3,865625E+3	-3,352644E-1
3,867187E+3	7,240742E-1	3,867187E+3	2,127803E-1	3,867187E+3	6,931516E-1	3,867187E+3	-5,558136E-1	3,867187E+3	3,508212E-1	3,867187E+3	-2,188984E-1	3,867187E+3	6,011480E-2	3,867187E+3	-3,366613E-1
3,868750E+3	7,342015E-1	3,868750E+3	1,965921E-1	3,868750E+3	6,869775E-1	3,868750E+3	-5,667946E-1	3,868750E+3	3,570322E-1	3,868750E+3	-2,263728E-1	3,868750E+3	6,676884E-2	3,868750E+3	-3,379671E-1
3,870312E+3	7,380922E-1	3,870312E+3	1,861738E-1	3,870312E+3	6,808917E-1	3,870312E+3	-5,746724E-1	3,870312E+3	3,620457E-1	3,870312E+3	-2,356438E-1	3,870312E+3	7,262037E-2	3,870312E+3	-3,403480E-1
3,871875E+3	7,466720E-1	3,871875E+3	1,716006E-1	3,871875E+3	6,731355E-1	3,871875E+3	-5,874056E-1	3,871875E+3	3,688840E-1	3,871875E+3	-2,452944E-1	3,871875E+3	7,898782E-2	3,871875E+3	-3,426772E-1
3,873437E+3	7,507552E-1	3,873437E+3	1,597580E-1	3,873437E+3	6,677463E-1	3,873437E+3	-5,952244E-1	3,873437E+3	3,717128E-1	3,873437E+3	-2,537329E-1	3,873437E+3	8,495654E-2	3,873437E+3	-3,452237E-1
3,875000E+3	7,585120E-1	3,875000E+3	1,441426E-1	3,875000E+3	6,608243E-1	3,875000E+3	-6,071376E-1	3,875000E+3	3,761969E-1	3,875000E+3	-2,632174E-1	3,875000E+3	9,146325E-2	3,875000E+3	-3,477260E-1
3,876562E+3	7,634673E-1	3,876562E+3	1,238441E-1	3,876562E+3	6,556127E-1	3,876562E+3	-6,143926E-1	3,876562E+3	3,788658E-1	3,876562E+3	-2,705641E-1	3,876562E+3	9,765265E-2	3,876562E+3	-3,502169E-1
3,878125E+3	7,714311E-1	3,878125E+3	9,965214E-2	3,878125E+3	6,489471E-1	3,878125E+3	-6,249998E-1	3,878125E+3	3,828864E-1	3,878125E+3	-2,789767E-1	3,878125E+3	1,043839E-1	3,878125E+3	-3,526723E-1
3,879687E+3	7,760285E-1	3,879687E+3	7,487924E-2	3,879687E+3	6,337845E-1	3,879687E+3	-6,379480E-1	3,879687E+3	3,857665E-1	3,879687E+3	-2,863548E-1	3,879687E+3	1,104563E-1	3,879687E+3	-3,554046E-1
3,881250E+3	7,819173E-1	3,881250E+3	4,723140E-2	3,881250E+3	6,199395E-1	3,881250E+3	-6,512995E-1	3,881250E+3	3,898192E-1	3,881250E+3	-2,947596E-1	3,881250E+3	1,170982E-1	3,881250E+3	-3,581420E-1
3,882812E+3	7,844570E-1	3,882812E+3	2,776240E-2	3,882812E+3	6,150866E-1	3,882812E+3	-6,562590E-1	3,882812E+3	3,920980E-1	3,882812E+3	-3,030236E-1	3,882812E+3	1,229941E-1	3,882812E+3	-3,614374E-1
3,884375E+3	7,883859E-1	3,884375E+3	4,908042E-3	3,884375E+3	6,090791E-1	3,884375E+3	-6,631610E-1	3,884375E+3	3,954318E-1	3,884375E+3	-3,124253E-1	3,884375E+3	1,295206E-1	3,884375E+3	-3,647879E-1
3,885937E+3	7,901873E-1	3,885937E+3	-1,153189E-2	3,885937E+3	6,052747E-1	3,885937E+3	-6,670733E-1	3,885937E+3	3,968916E-1	3,885937E+3	-3,207900E-1	3,885937E+3	1,357057E-1	3,885937E+3	-3,683877E-1
3,887500E+3	7,930327E-1	3,887500E+3	-3,068431E-2	3,887500E+3	6,004722E-1	3,887500E+3	-6,726139E-1	3,887500E+3	3,992101E-1	3,887500E+3	-3,303477E-1	3,887500E+3	1,425582E-1	3,887500E+3	-3,720548E-1
3,889062E+3	7,947062E-1	3,889062E+3	-4,377152E-2	3,889062E+3	5,963814E-1	3,889062E+3	-6,774511E-1	3,889062E+3	4,005824E-1	3,889062E+3	-3,390309E-1	3,889062E+3	1,490002E-1	3,889062E+3	-3,751076E-1
3,890625E+3	7,972278E-1	3,890625E+3	-5,928056E-2	3,890625E+3	5,913587E-1	3,890625E+3	-6,838502E-1	3,890625E+3	4,027262E-1	3,890625E+3	-3,488212E-1	3,890625E+3	1,560486E-1	3,890625E+3	-3,782265E-1
3,892187E+3	7,987240E-1	3,892187E+3	-7,260928E-2	3,892187E+3	5,865625E-1	3,892187E+3	-6,894659E-1	3,892187E+3	4,046349E-1	3,892187E+3	-3,574261E-1	3,892187E+3	1,624281E-1	3,892187E+3	-3,813133E-1
3,893750E+3	8,008858E-1	3,893750E+3	-8,811580E-2	3,893750E+3	5,808491E-1	3,893750E+3	-6,965650E-1	3,893750E+3	4,072409E-1	3,893750E+3	-3,669470E-1	3,893750E+3	1,694065E-1	3,893750E+3	-3,844996E-1
3,895312E+3	8,016099E-1	3,895312E+3	-1,049313E-1	3,895312E+3	5,769730E-1	3,895312E+3	-7,010533E-1	3,895312E+3	4,089352E-1	3,895312E+3	-3,757553E-1	3,895312E+3	1,755538E-1	3,895312E+3	-3,878639E-1
3,896875E+3	8,027616E-1	3,896875E+3	-1,235934E-1	3,896875E+3	5,723602E-1	3,896875E+3	-7,067377E-1	3,896875E+3	4,112288E-1	3,896875E+3	-3,853666E-1	3,896875E+3	1,823146E-1	3,896875E+3	-3,913848E-1
3,898437E+3	8,019750E-1	3,898437E+3	-1,411786E-1	3,898437E+3	5,674968E-1	3,898437E+3	-7,116101E-1	3,898437E+3	4,118861E-1	3,898437E+3	-3,944245E-1	3,898437E+3	1,881151E-1	3,898437E+3	-3,952120E-1
3,900000E+3	8,013641E-1	3,900000E+3	-1,600231E-1	3,900000E+3	5,619049E-1	3,900000E+3	-7,175689E-1	3,900000E+3	4,130064E-1	3,900000E+3	-4,042567E-1	3,900000E+3	1,945548E-1	3,900000E+3	-3,992724E-1
3,901562E+3	7,992299E-1	3,901562E+3	-1,771752E-1	3,901562E+3	5,566035E-1	3,901562E+3	-7,219423E-1	3,901562E+3	4,129528E-1	3,901562E+3	-4,124856E-1	3,901562E+3	1,998094E-1	3,901562E+3	-4,042774E-1
3,903125E+3	7,971902E-1	3,903125E+3	-1,951287E-1	3,903125E+3	5,507248E-1	3,903125E+3	-7,271576E-1	3,903125E+3	4,132117E-1	3,903125E+3	-4,215608E-1	3,903125E+3	2,057851E-1	3,903125E+3	-4,096469E-1
3,904687E+3	7,948730E-1	3,904687E+3	-2,137676E-1	3,904687E+3	5,462471E-1	3,904687E+3	-7,312402E-1	3,904687E+3	4,135530E-1	3,904687E+3	-4,274656E-1	3,904687E+3	2,108486E-1	3,904687E+3	-4,151563E-1
3,906250E+3	7,925870E-1	3,906250E+3	-2,328085E-1	3,906250E+3	5,413130E-1	3,906250E+3	-7,360703E-1	3,906250E+3	4,141104E-1	3,906250E+3	-4,340988E-1	3,906250E+3	2,166462E-1	3,906250E+3	-4,211049E-1
3,907812E+3	7,908825E-1	3,907812E+3	-2,450874E-1	3,907812E+3	5,390127E-1	3,907812E+3	-7,386859E-1	3,907812E+3	4,147427E-1	3,907812E+3	-4,393035E-1	3,907812E+3	2,217705E-1	3,907812E+3	-4,265438E-1
3,909375E+3	7,891336E-1	3,909375E+3	-2,587796E-1	3,909375E+3	5,363009E-1	3,909375E+3	-7,419710E-1	3,909375E+3	4,155653E-1	3,909375E+3	-4,451589E-1	3,909375E+3	2,275878E-1	3,909375E+3	-4,324436E-1
3,910937E+3	7,874305E-1	3,910937E+3	-2,696643E-1	3,910937E+3	5,338116E-1	3,910937E+3	-7,447184E-1	3,910937E+3	4,159536E-1	3,910937E+3	-4,510307E-1	3,910937E+3	2,329028E-1	3,910937E+3	-4,366221E-1
3,912500E+3	7,856536E-1	3,912500E+3	-2,820534E-1	3,912500E+3	5,308218E-1	3,912500E+3	-7,481671E-1	3,912500E+3	4,165323E-1	3,912500E+3	-4,575362E-1	3,912500E+3	2,387719E-1	3,912500E+3	-4,411978E-1
3,914062E+3	7,847477E-1	3,914062E+3	-2,901528E-1	3,914062E+3	5,283325E-1	3,914062E+3	-7,508013E-1	3,914062E+3	4,163680E-1	3,914062E+3	-4,640507E-1	3,914062E+3	2,437339E-1	3,914062E+3	-4,451318E-1
3,915625E+3	7,838389E-1	3,915625E+3	-2,993340E-1	3,915625E+3	5,253203E-1	3,915625E+3	-7,541116E-1	3,915625E+3	4,163659E-1	3,915625E+3	-4,712202E-1	3,915625E+3	2,491877E-1	3,915625E+3	-4,494916E-1
3,917187E+3	7,826016E-1	3,917187E+3	-3,080919E-1	3,917187E+3	5,223742E-1	3,917187E+3	-7,571732E-1	3,917187E+3	4,165532E-1	3,917187E+3	-4,770253E-1	3,917187E+3	2,539019E-1	3,917187E+3	-4,536036E-1
3,918750E+3	7,813923E-1	3,918750E+3	-3,176020E-1	3,918750E+3	5,188716E-1	3,918750E+3	-7,609161E-1	3,918750E+3	4,168848E-1	3,918750E+3	-4,834174E-1	3,918750E+3	2,590839E-1	3,918750E+3	-4,581755E-1
3,920312E+3	7,745928E-1	3,920312E+3	-3,398387E-1	3,920312E+3	5,172391E-1	3,920312E+3	-7,629953E-1	3,920312E+3	4,168568E-1	3,920312E+3	-4,885346E-1	3,920312E+3	2,638774E-1	3,920312E+3	-4,622942E-1
3,921875E+3	7,686421E-1	3,921875E+3	-3,598312E-1	3,921875E+3	5,151406E-1	3,921875E+3	-7,656602E-1	3,921875E+3	4,169084E-1	3,921875E+3	-4,942252E-1	3,921875E+3	2,691147E-1	3,921875E+3	-4,668649E-1
3,923437E+3	7,613848E-1	3,923437E+3	-3,791714E-1	3,923437E+3	5,153630E-1	3,923437E+3	-7,664594E-1	3,923437E+3	4,165379E-1	3,923437E+3	-4,984478E-1	3,923437E+3	2,735791E-1	3,923437E+3	-4,716815E-1
3,925000E+3	7,546269E-1	3,925000E+3	-3,974476E-1	3,925000E+3	5,152380E-1	3,925000E+3	-7,677256E-1	3,925000E+3	4,161755E-1	3,925000E+3	-5,032196E-1	3,925000E+3	2,784936E-1	3,925000E+3	-4,770147E-1
3,926562E+3	7,503273E-1	3,926562E+3	-4,092991E-1	3,926562E+3	5,154420E-1	3,926562E+3	-7,686598E-1	3,926562E+3	4,154050E-1	3,926562E+3	-5,071548E-1	3,926562E+3	2,825835E-1	3,926562E+3	-4,820192E-1
3,928125E+3	7,460654E-1	3,928125E+3	-4,214252E-1	3,928125E+3	5,153081E-1	3,928125E+3	-7,700525E-1	3,928125E+3	4,145958E-1	3,928125E+3	-5,116465E-1	3,928125E+3	2,870872E-1	3,928125E+3	-4,875668E-1
3,929687E+3	7,433926E-1	3,929687E+3	-4,291352E-1	3,929687E+3	5,153438E-1	3,929687E+3	-7,708962E-1	3,929687E+3	4,148264E-1	3,929687E+3	-5,144913E-1	3,929687E+3	2,900764E-1	3,929687E+3	-4,934999E-1
3,931250E+3	7,407810E-1	3,931250E+3	-4,371515E-1	3,931250E+3	5,150421E-1	3,931250E+3	-7,721822E-1	3,931250E+3	4,150536E-1	3,931250E+3	-5,177927E-1	3,931250E+3	2,934401E-1	3,931250E+3	-5,000913E-1
3,932812E+3	7,396355E-1	3,932812E+3	-4,415333E-1	3,932812E+3	5,153961E-1	3,932812E+3	-7,726558E-1	3,932812E+3	4,161206E-1	3,932812E+3	-5,201250E-1	3,932812E+3	2,960574E-1	3,932812E+3	-5,054443E-1
3,934375E+3	7,385732E-1	3,934375E+3	-4,461863E-1	3,934375E+3	5,154484E-1	3,934375E+3	-7,735268E-1	3,934375E+3	4,172156E-1	3,934375E+3	-5,228600E-1	3,934375E+3	2,989707E-1	3,934375E+3	-5,114162E-1
3,935937E+3	7,379297E-1	3,935937E+3	-4,496455E-1	3,935937E+3	5,149566E-1	3,935937E+3	-7,748150E-1	3,935937E+3	4,192758E-1	3,935937E+3	-5,240409E-1	3,935937E+3	3,024590E-1	3,935937E+3	-5,151170E-1
3,937500E+3	7,373476E-1	3,937500E+3	-4,534206E-1	3,937500E+3	5,141383E-1	3,937500E+3	-7,765358E-1	3,937500E+3	4,213841E-1	3,937500E+3	-5,255389E-1	3,937500E+3	3,061969E-1	3,937500E+3	-5,192594E-1
3,939062E+3	7,367263E-1	3,939062E+3	-4,564292E-1	3,939062E+3	5,113794E-1	3,939062E+3	-7,793628E-1	3,939062E+3	4,222204E-1	3,939062E+3	-5,279526E-1	3,939062E+3	3,096241E-1	3,939062E+3	-5,233770E-1
3,940625E+3	7,361367E-1	3,940625E+3	-4,597848E-1	3,940625E+3	5,081966E-1	3,940625E+3	-7,826852E-1	3,940625E+3	4,230805E-1	3,940625E+3	-5,307512E-1	3,940625E+3	3,133121E-1	3,940625E+3	-5,279503E-1
3,942187E+3	7,336975E-1	3,942187E+3	-4,654833E-1	3,942187E+3	5,032207E-1	3,942187E+3	-7,867743E-1	3,942187E+3	4,193269E-1	3,942187E+3	-5,377295E-1	3,942187E+3	3,174185E-1	3,942187E+3	-5,308861E-1
3,943750E+3	7,311579E-1	3,943750E+3	-4,717151E-1	3,943750E+3	4,977088E-1	3,943750E+3	-7,914055E-1	3,943750E+3	4,153709E-1	3,943750E+3	-5,454662E-1	3,943750E+3	3,217618E-1	3,943750E+3	-5,341943E-1
3,945312E+3	7,263713E-1	3,945312E+3	-4,819085E-1	3,945312E+3	4,773525E-1	3,945312E+3	-8,126027E-1	3,945312E+3	4,016724E-1	3,945312E+3	-5,678646E-1	3,945312E+3	3,260573E-1	3,945312E+3	-5,360793E-1
3,946875E+3	7,212374E-1	3,946875E+3	-4,929506E-1	3,946875E+3	4,546405E-1	3,946875E+3	-8,355415E-1	3,946875E+3	3,866164E-1	3,946875E+3	-5,927387E-1	3,946875E+3	3,305490E-1	3,946875E+3	-5,382832E-1
3,948437E+3	7,127046E-1	3,948437E+3	-5,220097E-1	3,948437E+3	4,588912E-1	3,948437E+3	-8,334099E-1	3,948437E+3	3,897028E-1	3,948437E+3	-5,919770E-1	3,948437E+3	3,333647E-1	3,948437E+3	-5,416656E-1
3,950000E+3	7,028115E-1	3,950000E+3	-5,542533E-1	3,950000E+3	4,630560E-1	3,950000E+3	-8,314160E-1	3,950000E+3	3,928230E-1	3,950000E+3	-5,913774E-1	3,950000E+3	3,363689E-1	3,950000E+3	-5,455020E-1
