Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Hard Wall	
3,257812E+3	7,063729E-1	3,257812E+3	5,823768E-1	3,257812E+3	6,104280E-1	3,257812E+3	6,173237E-1	3,257812E+3	6,923571E-1	3,257812E+3	5,983444E-1	3,257812E+3	5,167224E-1	3,257812E+3	5,973138E-1
3,259375E+3	7,064739E-1	3,259375E+3	5,815290E-1	3,259375E+3	6,041963E-1	3,259375E+3	6,236920E-1	3,259375E+3	6,868226E-1	3,259375E+3	6,045794E-1	3,259375E+3	5,141917E-1	3,259375E+3	6,011550E-1
3,260937E+3	7,058217E-1	3,260937E+3	5,816734E-1	3,260937E+3	5,994721E-1	3,260937E+3	6,284915E-1	3,260937E+3	6,823156E-1	3,260937E+3	6,091930E-1	3,260937E+3	5,682131E-1	3,260937E+3	5,537479E-1
3,262500E+3	7,050754E-1	3,262500E+3	5,822399E-1	3,262500E+3	5,945994E-1	3,262500E+3	6,336225E-1	3,262500E+3	6,776272E-1	3,262500E+3	6,142618E-1	3,262500E+3	6,088727E-1	3,262500E+3	5,266088E-1
3,264062E+3	7,003790E-1	3,264062E+3	5,872413E-1	3,264062E+3	5,920933E-1	3,264062E+3	6,366107E-1	3,264062E+3	6,736833E-1	3,264062E+3	6,179749E-1	3,264062E+3	6,012256E-1	3,264062E+3	5,337372E-1
3,265625E+3	6,955640E-1	3,265625E+3	5,924982E-1	3,265625E+3	5,893545E-1	3,265625E+3	6,401457E-1	3,265625E+3	6,695042E-1	3,265625E+3	6,222708E-1	3,265625E+3	5,935596E-1	3,265625E+3	5,417186E-1
3,267187E+3	6,900542E-1	3,267187E+3	5,979922E-1	3,267187E+3	5,866677E-1	3,267187E+3	6,434919E-1	3,267187E+3	6,652175E-1	3,267187E+3	6,263442E-1	3,267187E+3	5,842557E-1	3,267187E+3	5,512522E-1
3,268750E+3	6,844161E-1	3,268750E+3	6,037248E-1	3,268750E+3	5,836958E-1	3,268750E+3	6,474400E-1	3,268750E+3	6,606454E-1	3,268750E+3	6,310001E-1	3,268750E+3	5,749255E-1	3,268750E+3	5,611643E-1
3,270312E+3	6,804439E-1	3,270312E+3	6,072929E-1	3,270312E+3	5,784003E-1	3,270312E+3	6,533077E-1	3,270312E+3	6,546452E-1	3,270312E+3	6,365253E-1	3,270312E+3	5,653345E-1	3,270312E+3	5,715103E-1
3,271875E+3	6,763231E-1	3,271875E+3	6,112239E-1	3,271875E+3	5,728483E-1	3,271875E+3	6,596115E-1	3,271875E+3	6,484355E-1	3,271875E+3	6,423730E-1	3,271875E+3	5,556893E-1	3,271875E+3	5,821130E-1
3,273437E+3	6,744193E-1	3,273437E+3	6,126181E-1	3,273437E+3	5,648979E-1	3,273437E+3	6,676263E-1	3,273437E+3	6,423389E-1	3,273437E+3	6,478491E-1	3,273437E+3	5,457449E-1	3,273437E+3	5,926468E-1
3,275000E+3	6,723210E-1	3,275000E+3	6,145502E-1	3,275000E+3	5,566972E-1	3,275000E+3	6,759197E-1	3,275000E+3	6,361611E-1	3,275000E+3	6,535018E-1	3,275000E+3	5,356934E-1	3,275000E+3	6,034785E-1
3,276562E+3	6,701788E-1	3,276562E+3	6,162963E-1	3,276562E+3	5,469143E-1	3,276562E+3	6,851415E-1	3,276562E+3	6,300211E-1	3,276562E+3	6,599301E-1	3,276562E+3	5,254415E-1	3,276562E+3	6,130161E-1
3,278125E+3	6,678143E-1	3,278125E+3	6,186444E-1	3,278125E+3	5,368285E-1	3,278125E+3	6,945623E-1	3,278125E+3	6,237854E-1	3,278125E+3	6,666330E-1	3,278125E+3	5,151192E-1	3,278125E+3	6,229069E-1
3,279687E+3	6,640650E-1	3,279687E+3	6,223816E-1	3,279687E+3	6,016919E-1	3,279687E+3	6,482602E-1	3,279687E+3	6,211200E-1	3,279687E+3	6,639466E-1	3,279687E+3	5,064048E-1	3,279687E+3	6,280831E-1
3,281250E+3	6,600722E-1	3,281250E+3	6,267015E-1	3,281250E+3	6,492247E-1	3,281250E+3	6,163205E-1	3,281250E+3	6,189859E-1	3,281250E+3	6,608684E-1	3,281250E+3	4,978212E-1	3,281250E+3	6,339086E-1
3,282812E+3	6,542531E-1	3,282812E+3	6,330209E-1	3,282812E+3	6,403606E-1	3,282812E+3	6,243869E-1	3,282812E+3	6,980572E-1	3,282812E+3	5,943397E-1	3,282812E+3	4,925013E-1	3,282812E+3	6,143914E-1
3,284375E+3	6,481536E-1	3,284375E+3	6,398593E-1	3,284375E+3	6,315891E-1	3,284375E+3	6,322960E-1	3,284375E+3	7,600617E-1	3,284375E+3	5,444746E-1	3,284375E+3	5,008678E-1	3,284375E+3	6,154779E-1
3,285937E+3	6,435169E-1	3,285937E+3	6,385341E-1	3,285937E+3	6,228115E-1	3,285937E+3	6,410285E-1	3,285937E+3	7,501906E-1	3,285937E+3	5,587322E-1	3,285937E+3	4,893931E-1	3,285937E+3	6,238750E-1
3,287500E+3	6,391758E-1	3,287500E+3	6,367400E-1	3,287500E+3	6,138056E-1	3,287500E+3	6,501269E-1	3,287500E+3	7,398596E-1	3,287500E+3	5,733054E-1	3,287500E+3	4,790765E-1	3,287500E+3	6,321560E-1
3,289062E+3	6,402520E-1	3,289062E+3	6,392705E-1	3,289062E+3	6,090482E-1	3,289062E+3	6,537153E-1	3,289062E+3	7,306490E-1	3,289062E+3	5,847374E-1	3,289062E+3	4,774611E-1	3,289062E+3	6,446716E-1
3,290625E+3	6,419509E-1	3,290625E+3	6,421950E-1	3,290625E+3	6,035697E-1	3,290625E+3	6,595780E-1	3,290625E+3	7,209017E-1	3,290625E+3	5,969625E-1	3,290625E+3	4,770909E-1	3,290625E+3	6,575203E-1
3,292187E+3	6,361520E-1	3,292187E+3	6,475959E-1	3,292187E+3	6,053312E-1	3,292187E+3	6,642127E-1	3,292187E+3	7,134527E-1	3,292187E+3	6,031012E-1	3,292187E+3	4,597936E-1	3,292187E+3	6,700138E-1
3,293750E+3	6,299803E-1	3,293750E+3	6,535629E-1	3,293750E+3	6,064106E-1	3,293750E+3	6,733843E-1	3,293750E+3	7,054749E-1	3,293750E+3	6,112861E-1	3,293750E+3	4,427123E-1	3,293750E+3	6,820112E-1
3,295312E+3	6,254526E-1	3,295312E+3	6,575512E-1	3,295312E+3	5,974242E-1	3,295312E+3	6,797832E-1	3,295312E+3	7,013341E-1	3,295312E+3	6,121397E-1	3,295312E+3	4,239271E-1	3,295312E+3	6,935221E-1
3,296875E+3	6,204761E-1	3,296875E+3	6,623372E-1	3,296875E+3	5,875243E-1	3,296875E+3	6,895680E-1	3,296875E+3	6,966773E-1	3,296875E+3	6,176425E-1	3,296875E+3	4,051263E-1	3,296875E+3	7,043187E-1
3,298437E+3	6,129550E-1	3,298437E+3	6,686768E-1	3,298437E+3	5,809272E-1	3,298437E+3	6,893095E-1	3,298437E+3	6,886870E-1	3,298437E+3	6,243826E-1	3,298437E+3	3,844156E-1	3,298437E+3	7,154485E-1
3,300000E+3	6,050410E-1	3,300000E+3	6,755382E-1	3,300000E+3	5,747664E-1	3,300000E+3	6,981779E-1	3,300000E+3	6,801294E-1	3,300000E+3	6,338142E-1	3,300000E+3	3,624267E-1	3,300000E+3	7,253469E-1
3,301562E+3	5,962459E-1	3,301562E+3	6,825539E-1	3,301562E+3	5,834499E-1	3,301562E+3	6,905040E-1	3,301562E+3	6,717877E-1	3,301562E+3	6,408715E-1	3,301562E+3	3,403730E-1	3,301562E+3	7,348614E-1
3,303125E+3	5,870834E-1	3,303125E+3	6,899153E-1	3,303125E+3	5,949009E-1	3,303125E+3	6,842177E-1	3,303125E+3	6,633528E-1	3,303125E+3	6,503692E-1	3,303125E+3	3,174985E-1	3,303125E+3	7,433538E-1
3,304687E+3	6,581940E-1	3,304687E+3	6,315989E-1	3,304687E+3	6,634273E-1	3,304687E+3	6,018812E-1	3,304687E+3	6,553763E-1	3,304687E+3	6,544694E-1	3,304687E+3	4,699990E-1	3,304687E+3	6,486082E-1
3,306250E+3	7,084960E-1	3,306250E+3	5,954895E-1	3,306250E+3	7,259072E-1	3,306250E+3	5,166825E-1	3,306250E+3	6,479288E-1	3,306250E+3	6,616649E-1	3,306250E+3	5,951894E-1	3,306250E+3	5,390881E-1
3,307812E+3	7,455035E-1	3,307812E+3	5,163476E-1	3,307812E+3	7,150912E-1	3,307812E+3	5,318666E-1	3,307812E+3	6,828380E-1	3,307812E+3	6,072063E-1	3,307812E+3	5,834047E-1	3,307812E+3	5,538283E-1
3,309375E+3	7,823809E-1	3,309375E+3	4,336984E-1	3,309375E+3	7,052786E-1	3,309375E+3	5,475351E-1	3,309375E+3	7,183135E-1	3,309375E+3	5,538426E-1	3,309375E+3	5,714433E-1	3,309375E+3	5,681578E-1
3,310937E+3	7,758380E-1	3,310937E+3	4,438578E-1	3,310937E+3	6,937794E-1	3,310937E+3	5,620145E-1	3,310937E+3	7,421240E-1	3,310937E+3	5,074425E-1	3,310937E+3	5,589634E-1	3,310937E+3	5,821142E-1
3,312500E+3	7,690517E-1	3,312500E+3	4,555886E-1	3,312500E+3	6,835249E-1	3,312500E+3	5,767361E-1	3,312500E+3	7,674071E-1	3,312500E+3	4,624016E-1	3,312500E+3	5,463237E-1	3,312500E+3	5,956557E-1
3,314062E+3	7,629380E-1	3,314062E+3	4,648316E-1	3,314062E+3	6,706099E-1	3,314062E+3	5,749609E-1	3,314062E+3	7,454021E-1	3,314062E+3	4,528325E-1	3,314062E+3	5,336413E-1	3,314062E+3	6,086387E-1
3,315625E+3	7,565111E-1	3,315625E+3	4,760693E-1	3,315625E+3	6,928777E-1	3,315625E+3	5,555226E-1	3,315625E+3	7,799186E-1	3,315625E+3	4,208138E-1	3,315625E+3	5,208353E-1	3,315625E+3	6,212183E-1
3,317187E+3	7,515102E-1	3,317187E+3	4,814638E-1	3,317187E+3	6,790452E-1	3,317187E+3	5,761443E-1	3,317187E+3	7,695678E-1	3,317187E+3	4,446562E-1	3,317187E+3	5,073746E-1	3,317187E+3	6,337128E-1
3,318750E+3	7,463759E-1	3,318750E+3	4,903936E-1	3,318750E+3	6,648263E-1	3,318750E+3	5,961470E-1	3,318750E+3	7,586798E-1	3,318750E+3	4,679614E-1	3,318750E+3	4,937648E-1	3,318750E+3	6,458017E-1
3,320312E+3	7,453097E-1	3,320312E+3	4,631804E-1	3,320312E+3	6,501479E-1	3,320312E+3	6,151322E-1	3,320312E+3	7,472293E-1	3,320312E+3	4,899114E-1	3,320312E+3	4,794234E-1	3,320312E+3	6,580247E-1
3,321875E+3	7,536891E-1	3,321875E+3	4,613497E-1	3,321875E+3	6,351673E-1	3,321875E+3	6,335149E-1	3,321875E+3	7,353709E-1	3,321875E+3	5,113179E-1	3,321875E+3	4,648491E-1	3,321875E+3	6,698673E-1
3,323437E+3	7,418492E-1	3,323437E+3	4,829213E-1	3,323437E+3	6,197049E-1	3,323437E+3	6,510550E-1	3,323437E+3	7,229372E-1	3,323437E+3	5,317697E-1	3,323437E+3	4,484686E-1	3,323437E+3	6,819809E-1
3,325000E+3	7,296101E-1	3,325000E+3	5,043744E-1	3,325000E+3	6,040023E-1	3,325000E+3	6,680029E-1	3,325000E+3	7,101801E-1	3,325000E+3	5,516876E-1	3,325000E+3	4,315445E-1	3,325000E+3	6,936552E-1
3,326562E+3	7,167318E-1	3,326562E+3	5,249871E-1	3,326562E+3	5,883024E-1	3,326562E+3	6,837467E-1	3,326562E+3	6,971598E-1	3,326562E+3	5,706634E-1	3,326562E+3	4,175838E-1	3,326562E+3	7,041194E-1
3,328125E+3	7,034580E-1	3,328125E+3	5,454804E-1	3,328125E+3	5,724477E-1	3,328125E+3	6,989215E-1	3,328125E+3	6,838920E-1	3,328125E+3	5,891221E-1	3,328125E+3	4,035290E-1	3,328125E+3	7,141877E-1
3,329687E+3	6,901138E-1	3,329687E+3	5,643600E-1	3,329687E+3	5,587871E-1	3,329687E+3	7,104516E-1	3,329687E+3	6,699966E-1	3,329687E+3	6,066514E-1	3,329687E+3	4,378732E-1	3,329687E+3	6,861970E-1
3,331250E+3	6,765275E-1	3,331250E+3	5,831765E-1	3,331250E+3	5,451870E-1	3,331250E+3	7,215463E-1	3,331250E+3	6,559084E-1	3,331250E+3	6,236475E-1	3,331250E+3	4,697564E-1	3,331250E+3	6,583940E-1
3,332812E+3	6,636262E-1	3,332812E+3	5,982971E-1	3,332812E+3	5,779515E-1	3,332812E+3	6,870605E-1	3,332812E+3	6,501663E-1	3,332812E+3	6,268745E-1	3,332812E+3	4,795519E-1	3,332812E+3	6,472436E-1
3,334375E+3	6,507736E-1	3,334375E+3	6,134270E-1	3,334375E+3	6,082311E-1	3,334375E+3	6,531224E-1	3,334375E+3	6,447697E-1	3,334375E+3	6,299938E-1	3,334375E+3	4,890300E-1	3,334375E+3	6,365679E-1
3,335937E+3	6,629343E-1	3,335937E+3	5,878195E-1	3,335937E+3	6,044705E-1	3,335937E+3	6,557693E-1	3,335937E+3	6,628052E-1	3,335937E+3	6,013509E-1	3,335937E+3	4,875476E-1	3,335937E+3	6,360579E-1
3,337500E+3	6,750567E-1	3,337500E+3	5,634885E-1	3,337500E+3	6,009155E-1	3,337500E+3	6,583943E-1	3,337500E+3	6,796165E-1	3,337500E+3	5,737986E-1	3,337500E+3	4,861212E-1	3,337500E+3	6,357338E-1
3,339062E+3	6,662387E-1	3,339062E+3	5,725459E-1	3,339062E+3	5,939387E-1	3,339062E+3	6,651457E-1	3,339062E+3	6,716038E-1	3,339062E+3	5,829869E-1	3,339062E+3	4,846674E-1	3,339062E+3	6,354868E-1
3,340625E+3	6,578226E-1	3,340625E+3	5,816912E-1	3,340625E+3	5,871448E-1	3,340625E+3	6,717476E-1	3,340625E+3	6,637002E-1	3,340625E+3	5,919655E-1	3,340625E+3	4,832437E-1	3,340625E+3	6,354371E-1
3,342187E+3	6,362195E-1	3,342187E+3	5,614087E-1	3,342187E+3	5,853376E-1	3,342187E+3	6,712860E-1	3,342187E+3	6,652042E-1	3,342187E+3	5,841863E-1	3,342187E+3	4,824557E-1	3,342187E+3	6,343528E-1
3,343750E+3	7,038627E-1	3,343750E+3	4,898187E-1	3,343750E+3	5,877988E-1	3,343750E+3	6,677038E-1	3,343750E+3	6,807458E-1	3,343750E+3	5,638942E-1	3,343750E+3	4,816698E-1	3,343750E+3	6,335148E-1
3,345312E+3	6,987749E-1	3,345312E+3	4,960047E-1	3,345312E+3	5,845921E-1	3,345312E+3	6,706848E-1	3,345312E+3	6,780307E-1	3,345312E+3	5,648882E-1	3,345312E+3	4,801458E-1	3,345312E+3	6,322965E-1
3,346875E+3	6,940884E-1	3,346875E+3	5,019457E-1	3,346875E+3	5,813755E-1	3,346875E+3	6,738036E-1	3,346875E+3	6,753720E-1	3,346875E+3	5,661479E-1	3,346875E+3	4,786350E-1	3,346875E+3	6,313366E-1
3,348437E+3	6,901441E-1	3,348437E+3	5,052976E-1	3,348437E+3	5,848205E-1	3,348437E+3	6,702205E-1	3,348437E+3	6,749565E-1	3,348437E+3	5,644508E-1	3,348437E+3	4,771729E-1	3,348437E+3	6,295636E-1
3,350000E+3	6,865332E-1	3,350000E+3	5,086176E-1	3,350000E+3	5,880342E-1	3,350000E+3	6,670833E-1	3,350000E+3	6,745031E-1	3,350000E+3	5,631933E-1	3,350000E+3	4,757224E-1	3,350000E+3	6,280816E-1
3,351562E+3	6,810101E-1	3,351562E+3	5,141735E-1	3,351562E+3	5,855885E-1	3,351562E+3	6,698770E-1	3,351562E+3	6,711620E-1	3,351562E+3	5,664508E-1	3,351562E+3	4,749168E-1	3,351562E+3	6,254235E-1
3,353125E+3	6,757198E-1	3,353125E+3	5,196765E-1	3,353125E+3	5,830652E-1	3,353125E+3	6,728575E-1	3,353125E+3	6,678057E-1	3,353125E+3	5,699278E-1	3,353125E+3	4,740924E-1	3,353125E+3	6,231112E-1
3,354687E+3	6,713882E-1	3,354687E+3	5,223186E-1	3,354687E+3	5,773607E-1	3,354687E+3	6,787419E-1	3,354687E+3	6,639823E-1	3,354687E+3	5,743989E-1	3,354687E+3	4,736341E-1	3,354687E+3	6,201499E-1
3,356250E+3	6,672748E-1	3,356250E+3	5,250879E-1	3,356250E+3	5,715893E-1	3,356250E+3	6,846695E-1	3,356250E+3	6,601116E-1	3,356250E+3	5,790512E-1	3,356250E+3	4,731470E-1	3,356250E+3	6,175569E-1
3,357812E+3	6,624835E-1	3,357812E+3	5,286602E-1	3,357812E+3	5,694962E-1	3,357812E+3	6,864431E-1	3,357812E+3	6,568927E-1	3,357812E+3	5,812886E-1	3,357812E+3	4,704470E-1	3,357812E+3	6,124964E-1
3,359375E+3	6,578711E-1	3,359375E+3	5,323655E-1	3,359375E+3	5,672911E-1	3,359375E+3	6,884655E-1	3,359375E+3	6,536420E-1	3,359375E+3	5,838210E-1	3,359375E+3	4,688650E-1	3,359375E+3	6,059119E-1
3,360937E+3	6,522479E-1	3,360937E+3	5,372492E-1	3,360937E+3	5,718735E-1	3,360937E+3	6,829402E-1	3,360937E+3	6,528497E-1	3,360937E+3	5,807226E-1	3,360937E+3	4,645626E-1	3,360937E+3	6,067188E-1
3,362500E+3	6,467423E-1	3,362500E+3	5,422110E-1	3,362500E+3	5,761055E-1	3,362500E+3	6,780135E-1	3,362500E+3	6,519803E-1	3,362500E+3	5,782196E-1	3,362500E+3	4,602470E-1	3,362500E+3	6,077918E-1
3,364062E+3	6,420111E-1	3,364062E+3	5,454703E-1	3,364062E+3	5,773015E-1	3,364062E+3	6,753299E-1	3,364062E+3	6,514755E-1	3,364062E+3	5,748719E-1	3,364062E+3	4,542862E-1	3,364062E+3	6,104452E-1
3,365625E+3	6,373910E-1	3,365625E+3	5,489256E-1	3,365625E+3	5,782730E-1	3,365625E+3	6,731444E-1	3,365625E+3	6,508637E-1	3,365625E+3	5,721617E-1	3,365625E+3	4,483190E-1	3,365625E+3	6,132641E-1
3,367187E+3	6,334083E-1	3,367187E+3	5,499100E-1	3,367187E+3	5,776071E-1	3,367187E+3	6,714271E-1	3,367187E+3	6,495704E-1	3,367187E+3	5,709503E-1	3,367187E+3	4,410364E-1	3,367187E+3	6,172787E-1
3,368750E+3	6,295327E-1	3,368750E+3	5,512395E-1	3,368750E+3	5,795057E-1	3,368750E+3	6,680539E-1	3,368750E+3	6,481817E-1	3,368750E+3	5,702778E-1	3,368750E+3	4,337359E-1	3,368750E+3	6,213742E-1
3,370312E+3	6,250440E-1	3,370312E+3	5,529395E-1	3,370312E+3	5,748141E-1	3,370312E+3	6,712216E-1	3,370312E+3	6,508323E-1	3,370312E+3	5,620483E-1	3,370312E+3	4,263299E-1	3,370312E+3	6,252588E-1
3,371875E+3	6,206383E-1	3,371875E+3	5,549680E-1	3,371875E+3	5,699827E-1	3,371875E+3	6,746928E-1	3,371875E+3	6,563762E-1	3,371875E+3	5,512773E-1	3,371875E+3	4,189027E-1	3,371875E+3	6,292276E-1
3,373437E+3	6,151014E-1	3,373437E+3	5,590181E-1	3,373437E+3	5,685274E-1	3,373437E+3	6,740083E-1	3,373437E+3	6,531361E-1	3,373437E+3	5,530079E-1	3,373437E+3	4,131518E-1	3,373437E+3	6,304778E-1
3,375000E+3	6,096032E-1	3,375000E+3	5,632802E-1	3,375000E+3	5,668369E-1	3,375000E+3	6,738753E-1	3,375000E+3	6,497845E-1	3,375000E+3	5,552895E-1	3,375000E+3	4,073926E-1	3,375000E+3	6,319661E-1
3,376562E+3	6,128648E-1	3,376562E+3	5,500159E-1	3,376562E+3	5,704355E-1	3,376562E+3	6,677590E-1	3,376562E+3	6,476429E-1	3,376562E+3	5,553258E-1	3,376562E+3	4,054413E-1	3,376562E+3	6,285238E-1
3,378125E+3	6,227895E-1	3,378125E+3	5,295843E-1	3,378125E+3	5,735351E-1	3,378125E+3	6,625587E-1	3,378125E+3	6,453552E-1	3,378125E+3	5,560449E-1	3,378125E+3	4,034057E-1	3,378125E+3	6,256352E-1
3,379687E+3	6,191224E-1	3,379687E+3	5,290505E-1	3,379687E+3	5,746083E-1	3,379687E+3	6,598078E-1	3,379687E+3	6,447600E-1	3,379687E+3	5,511742E-1	3,379687E+3	3,969962E-1	3,379687E+3	6,226839E-1
3,381250E+3	6,154639E-1	3,381250E+3	5,291508E-1	3,381250E+3	5,753041E-1	3,381250E+3	6,578006E-1	3,381250E+3	6,439874E-1	3,381250E+3	5,473579E-1	3,381250E+3	3,903020E-1	3,381250E+3	6,192040E-1
3,382812E+3	6,115147E-1	3,382812E+3	5,319566E-1	3,382812E+3	5,733365E-1	3,382812E+3	6,584473E-1	3,382812E+3	6,433996E-1	3,382812E+3	5,426218E-1	3,382812E+3	3,859238E-1	3,382812E+3	6,191893E-1
3,384375E+3	6,075453E-1	3,384375E+3	5,352738E-1	3,384375E+3	5,710918E-1	3,384375E+3	6,596451E-1	3,384375E+3	6,426315E-1	3,384375E+3	5,389739E-1	3,384375E+3	3,814919E-1	3,384375E+3	6,195723E-1
3,385937E+3	6,030167E-1	3,385937E+3	5,388711E-1	3,385937E+3	5,685909E-1	3,385937E+3	6,605301E-1	3,385937E+3	6,390339E-1	3,385937E+3	5,408404E-1	3,385937E+3	3,763497E-1	3,385937E+3	6,202722E-1
3,387500E+3	5,984548E-1	3,387500E+3	5,429313E-1	3,387500E+3	5,658214E-1	3,387500E+3	6,619700E-1	3,387500E+3	6,353194E-1	3,387500E+3	5,433343E-1	3,387500E+3	3,711601E-1	3,387500E+3	6,213191E-1
3,389062E+3	5,951486E-1	3,389062E+3	5,431203E-1	3,389062E+3	5,648209E-1	3,389062E+3	6,602728E-1	3,389062E+3	6,311915E-1	3,389062E+3	5,454239E-1	3,389062E+3	3,667642E-1	3,389062E+3	6,216494E-1
3,390625E+3	5,918199E-1	3,390625E+3	5,440333E-1	3,390625E+3	5,634746E-1	3,390625E+3	6,593345E-1	3,390625E+3	6,269589E-1	3,390625E+3	5,481343E-1	3,390625E+3	3,622885E-1	3,390625E+3	6,223731E-1
3,392187E+3	5,906054E-1	3,392187E+3	5,415421E-1	3,392187E+3	5,637355E-1	3,392187E+3	6,550190E-1	3,392187E+3	6,235833E-1	3,392187E+3	5,476752E-1	3,392187E+3	3,625201E-1	3,392187E+3	6,185349E-1
3,393750E+3	5,892594E-1	3,393750E+3	5,400460E-1	3,393750E+3	5,635805E-1	3,393750E+3	6,517005E-1	3,393750E+3	6,201074E-1	3,393750E+3	5,480505E-1	3,393750E+3	3,625156E-1	3,393750E+3	6,154513E-1
3,395312E+3	5,878852E-1	3,395312E+3	5,392843E-1	3,395312E+3	5,636483E-1	3,395312E+3	6,481901E-1	3,395312E+3	6,177179E-1	3,395312E+3	5,466432E-1	3,395312E+3	3,615533E-1	3,395312E+3	6,143776E-1
3,396875E+3	5,863310E-1	3,396875E+3	5,394305E-1	3,396875E+3	5,632811E-1	3,396875E+3	6,456803E-1	3,396875E+3	6,151709E-1	3,396875E+3	5,462021E-1	3,396875E+3	3,603583E-1	3,396875E+3	6,139103E-1
3,398437E+3	5,845533E-1	3,398437E+3	5,389334E-1	3,398437E+3	5,636947E-1	3,398437E+3	6,427831E-1	3,398437E+3	6,139164E-1	3,398437E+3	5,433186E-1	3,398437E+3	3,578477E-1	3,398437E+3	6,148771E-1
3,400000E+3	5,826104E-1	3,400000E+3	5,393625E-1	3,400000E+3	5,651430E-1	3,400000E+3	6,395639E-1	3,400000E+3	6,124384E-1	3,400000E+3	5,416000E-1	3,400000E+3	3,551212E-1	3,400000E+3	6,163313E-1
3,401562E+3	5,792463E-1	3,401562E+3	5,412620E-1	3,401562E+3	5,623976E-1	3,401562E+3	6,394548E-1	3,401562E+3	7,013891E-1	3,401562E+3	3,582499E-1	3,401562E+3	3,534680E-1	3,401562E+3	6,172032E-1
3,403125E+3	5,757346E-1	3,403125E+3	5,439142E-1	3,403125E+3	5,593315E-1	3,403125E+3	6,402168E-1	3,403125E+3	7,523195E-1	3,403125E+3	2,037646E-1	3,403125E+3	3,515364E-1	3,403125E+3	6,186179E-1
3,404687E+3	6,613925E-1	3,404687E+3	4,210366E-1	3,404687E+3	5,575739E-1	3,404687E+3	6,383007E-1	3,404687E+3	7,494867E-1	3,404687E+3	1,993940E-1	3,404687E+3	3,504288E-1	3,404687E+3	6,191791E-1
3,406250E+3	7,170674E-1	3,406250E+3	3,242283E-1	3,406250E+3	5,554397E-1	3,406250E+3	6,374573E-1	3,406250E+3	7,475639E-1	3,406250E+3	1,973894E-1	3,406250E+3	3,490017E-1	3,406250E+3	6,203398E-1
3,407812E+3	7,174117E-1	3,407812E+3	3,167621E-1	3,407812E+3	6,736980E-1	3,407812E+3	4,829514E-1	3,407812E+3	7,437620E-1	3,407812E+3	1,898446E-1	3,407812E+3	3,529955E-1	3,407812E+3	6,177031E-1
3,409375E+3	7,179798E-1	3,409375E+3	3,118901E-1	3,409375E+3	7,453506E-1	3,409375E+3	3,596288E-1	3,409375E+3	7,412977E-1	3,409375E+3	1,851835E-1	3,409375E+3	3,563898E-1	3,409375E+3	6,160272E-1
3,410937E+3	7,167887E-1	3,410937E+3	3,048077E-1	3,410937E+3	7,442314E-1	3,410937E+3	3,537816E-1	3,410937E+3	7,368755E-1	3,410937E+3	1,757106E-1	3,410937E+3	3,574061E-1	3,410937E+3	6,132346E-1
3,412500E+3	7,161316E-1	3,412500E+3	3,004052E-1	3,412500E+3	7,433114E-1	3,412500E+3	3,505717E-1	3,412500E+3	7,342341E-1	3,412500E+3	1,695326E-1	3,412500E+3	3,580274E-1	3,412500E+3	6,114363E-1
3,414062E+3	7,136407E-1	3,414062E+3	2,956866E-1	3,414062E+3	7,414000E-1	3,414062E+3	3,464700E-1	3,414062E+3	7,295242E-1	3,414062E+3	1,626629E-1	3,414062E+3	5,010333E-1	3,414062E+3	4,248380E-1
3,415625E+3	7,118723E-1	3,415625E+3	2,934372E-1	3,415625E+3	7,398169E-1	3,415625E+3	3,449486E-1	3,415625E+3	7,267540E-1	3,415625E+3	1,588402E-1	3,415625E+3	5,886585E-1	3,415625E+3	2,745638E-1
3,417187E+3	7,088946E-1	3,417187E+3	2,909775E-1	3,417187E+3	7,375605E-1	3,417187E+3	3,415364E-1	3,417187E+3	7,221358E-1	3,417187E+3	1,553612E-1	3,417187E+3	5,879233E-1	3,417187E+3	2,456692E-1
3,418750E+3	7,066995E-1	3,418750E+3	2,907911E-1	3,418750E+3	7,357324E-1	3,418750E+3	3,408068E-1	3,418750E+3	7,194598E-1	3,418750E+3	1,545558E-1	3,418750E+3	5,897619E-1	3,418750E+3	2,233165E-1
3,420312E+3	7,038845E-1	3,420312E+3	2,881467E-1	3,420312E+3	7,338662E-1	3,420312E+3	3,362272E-1	3,420312E+3	7,148050E-1	3,420312E+3	1,505250E-1	3,420312E+3	5,869475E-1	3,420312E+3	2,009502E-1
3,421875E+3	7,019896E-1	3,421875E+3	2,879440E-1	3,421875E+3	7,325743E-1	3,421875E+3	3,347345E-1	3,421875E+3	7,124817E-1	3,421875E+3	1,493752E-1	3,421875E+3	5,874830E-1	3,421875E+3	1,841506E-1
