Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 6 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 6 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 8 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 8 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 9 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 9 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 10 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 10 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 11 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 11 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 12 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 12 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 13 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 13 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 14 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 14 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 15 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 15 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 16 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 16 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 17 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 17 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 18 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 18 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 19 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 19 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 20 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 20 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 21 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 21 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 22 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 22 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 23 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 23 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 24 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 24 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
3,343750E+3	3,500565E-1	3,343750E+3	-3,072018E-1	3,343750E+3	3,297188E-1	3,343750E+3	-3,570289E-1	3,343750E+3	3,521269E-1	3,343750E+3	-2,848035E-1	3,343750E+3	-8,417570E-2	3,343750E+3	3,242591E-1	3,343750E+3	-9,399400E-2	3,343750E+3	3,204556E-1	3,343750E+3	-9,509450E-2	3,343750E+3	3,171565E-1	3,343750E+3	-6,844798E-1	3,343750E+3	4,754819E-1	3,343750E+3	-8,894804E-1	3,343750E+3	-1,629826E-1	3,343750E+3	-8,944576E-1	3,343750E+3	-1,160476E-1	3,343750E+3	-8,062541E-1	3,343750E+3	-9,468402E-2	3,343750E+3	-7,561271E-1	3,343750E+3	-3,860590E-1	3,343750E+3	-5,279750E-1	3,343750E+3	-7,031830E-1	3,343750E+3	-7,666497E-1	3,343750E+3	3,760314E-1	3,343750E+3	-8,615537E-1	3,343750E+3	2,039281E-1	3,343750E+3	-8,762927E-1	3,343750E+3	-2,821854E-1	3,343750E+3	3,166017E-1	3,343750E+3	-5,400430E-1	3,343750E+3	2,759188E-1	3,343750E+3	-5,440622E-1	3,343750E+3	3,473256E-1	3,343750E+3	-5,364210E-1	3,343750E+3	-8,825535E-1	3,343750E+3	-2,568885E-1	3,343750E+3	-7,056580E-1	3,343750E+3	5,163143E-1	3,343750E+3	-8,491173E-1	3,343750E+3	1,718616E-1	3,343750E+3	-3,952816E-1	3,343750E+3	-1,427193E-1	3,343750E+3	-4,034883E-1	3,343750E+3	-2,272680E-1	3,343750E+3	-3,759281E-1	3,343750E+3	-1,560002E-1
3,345312E+3	3,499404E-1	3,345312E+3	-3,096507E-1	3,345312E+3	3,300535E-1	3,345312E+3	-3,571253E-1	3,345312E+3	3,537954E-1	3,345312E+3	-2,855547E-1	3,345312E+3	-7,769698E-2	3,345312E+3	3,279498E-1	3,345312E+3	-8,877891E-2	3,345312E+3	3,209086E-1	3,345312E+3	-8,407578E-2	3,345312E+3	3,222126E-1	3,345312E+3	-6,763060E-1	3,345312E+3	4,840499E-1	3,345312E+3	-8,916135E-1	3,345312E+3	-1,539406E-1	3,345312E+3	-8,974507E-1	3,345312E+3	-1,052097E-1	3,345312E+3	-8,054201E-1	3,345312E+3	-8,755569E-2	3,345312E+3	-7,583085E-1	3,345312E+3	-3,748675E-1	3,345312E+3	-5,300853E-1	3,345312E+3	-6,979812E-1	3,345312E+3	-7,611530E-1	3,345312E+3	3,840820E-1	3,345312E+3	-8,616875E-1	3,345312E+3	2,139078E-1	3,345312E+3	-8,742825E-1	3,345312E+3	-2,777685E-1	3,345312E+3	3,155815E-1	3,345312E+3	-5,408882E-1	3,345312E+3	2,756120E-1	3,345312E+3	-5,424928E-1	3,345312E+3	3,470349E-1	3,345312E+3	-5,380731E-1	3,345312E+3	-8,828701E-1	3,345312E+3	-2,499177E-1	3,345312E+3	-7,003496E-1	3,345312E+3	5,258248E-1	3,345312E+3	-8,468067E-1	3,345312E+3	1,849102E-1	3,345312E+3	-3,922173E-1	3,345312E+3	-1,338677E-1	3,345312E+3	-4,014691E-1	3,345312E+3	-2,200126E-1	3,345312E+3	-3,717379E-1	3,345312E+3	-1,435666E-1
3,346875E+3	3,496709E-1	3,346875E+3	-3,118061E-1	3,346875E+3	3,283773E-1	3,346875E+3	-3,600972E-1	3,346875E+3	3,524637E-1	3,346875E+3	-2,882926E-1	3,346875E+3	-6,869972E-2	3,346875E+3	3,261894E-1	3,346875E+3	-8,199262E-2	3,346875E+3	3,196873E-1	3,346875E+3	-7,889407E-2	3,346875E+3	3,191481E-1	3,346875E+3	-6,708646E-1	3,346875E+3	4,871307E-1	3,346875E+3	-8,895307E-1	3,346875E+3	-1,442734E-1	3,346875E+3	-8,973190E-1	3,346875E+3	-9,615912E-2	3,346875E+3	-8,035296E-1	3,346875E+3	-7,566945E-2	3,346875E+3	-7,592973E-1	3,346875E+3	-3,692701E-1	3,346875E+3	-5,334915E-1	3,346875E+3	-6,937964E-1	3,346875E+3	-7,524127E-1	3,346875E+3	3,932833E-1	3,346875E+3	-8,569502E-1	3,346875E+3	2,269283E-1	3,346875E+3	-8,761482E-1	3,346875E+3	-2,646637E-1	3,346875E+3	3,139275E-1	3,346875E+3	-5,436611E-1	3,346875E+3	2,730084E-1	3,346875E+3	-5,452153E-1	3,346875E+3	3,457010E-1	3,346875E+3	-5,395981E-1	3,346875E+3	-8,837283E-1	3,346875E+3	-2,400355E-1	3,346875E+3	-6,960882E-1	3,346875E+3	5,267368E-1	3,346875E+3	-8,452981E-1	3,346875E+3	1,874282E-1	3,346875E+3	-3,877163E-1	3,346875E+3	-1,257335E-1	3,346875E+3	-3,993596E-1	3,346875E+3	-2,142267E-1	3,346875E+3	-3,667876E-1	3,346875E+3	-1,402841E-1
3,348437E+3	3,500508E-1	3,348437E+3	-3,138520E-1	3,348437E+3	3,286154E-1	3,348437E+3	-3,622656E-1	3,348437E+3	3,529465E-1	3,348437E+3	-2,910148E-1	3,348437E+3	-6,307503E-2	3,348437E+3	3,249676E-1	3,348437E+3	-7,371789E-2	3,348437E+3	3,193458E-1	3,348437E+3	-7,301055E-2	3,348437E+3	3,174364E-1	3,348437E+3	-6,634896E-1	3,348437E+3	4,933221E-1	3,348437E+3	-8,919082E-1	3,348437E+3	-1,325524E-1	3,348437E+3	-8,997731E-1	3,348437E+3	-8,252259E-2	3,348437E+3	-8,050784E-1	3,348437E+3	-6,480584E-2	3,348437E+3	-7,587428E-1	3,348437E+3	-3,592290E-1	3,348437E+3	-5,355352E-1	3,348437E+3	-6,916433E-1	3,348437E+3	-7,472242E-1	3,348437E+3	4,001152E-1	3,348437E+3	-8,508515E-1	3,348437E+3	2,317640E-1	3,348437E+3	-8,776353E-1	3,348437E+3	-2,558088E-1	3,348437E+3	3,126645E-1	3,348437E+3	-5,452017E-1	3,348437E+3	2,732528E-1	3,348437E+3	-5,474741E-1	3,348437E+3	3,437217E-1	3,348437E+3	-5,403278E-1	3,348437E+3	-8,828249E-1	3,348437E+3	-2,325838E-1	3,348437E+3	-6,853480E-1	3,348437E+3	5,384673E-1	3,348437E+3	-8,383363E-1	3,348437E+3	2,044855E-1	3,348437E+3	-3,819536E-1	3,348437E+3	-1,196503E-1	3,348437E+3	-3,960955E-1	3,348437E+3	-2,047577E-1	3,348437E+3	-3,606024E-1	3,348437E+3	-1,293602E-1
3,350000E+3	3,517426E-1	3,350000E+3	-3,148392E-1	3,350000E+3	3,303816E-1	3,350000E+3	-3,626945E-1	3,350000E+3	3,547064E-1	3,350000E+3	-2,923827E-1	3,350000E+3	-5,119663E-2	3,350000E+3	3,286167E-1	3,350000E+3	-6,398005E-2	3,350000E+3	3,219495E-1	3,350000E+3	-6,046332E-2	3,350000E+3	3,203111E-1	3,350000E+3	-6,531035E-1	3,350000E+3	5,047697E-1	3,350000E+3	-8,935198E-1	3,350000E+3	-1,233280E-1	3,350000E+3	-8,961792E-1	3,350000E+3	-7,378075E-2	3,350000E+3	-8,026666E-1	3,350000E+3	-5,893732E-2	3,350000E+3	-7,627527E-1	3,350000E+3	-3,514509E-1	3,350000E+3	-5,382186E-1	3,350000E+3	-6,875518E-1	3,350000E+3	-7,392631E-1	3,350000E+3	4,135803E-1	3,350000E+3	-8,459604E-1	3,350000E+3	2,459601E-1	3,350000E+3	-8,800971E-1	3,350000E+3	-2,495784E-1	3,350000E+3	3,134041E-1	3,350000E+3	-5,459081E-1	3,350000E+3	2,739860E-1	3,350000E+3	-5,458190E-1	3,350000E+3	3,461916E-1	3,350000E+3	-5,412373E-1	3,350000E+3	-8,833384E-1	3,350000E+3	-2,171986E-1	3,350000E+3	-6,795453E-1	3,350000E+3	5,503970E-1	3,350000E+3	-8,364135E-1	3,350000E+3	2,121814E-1	3,350000E+3	-3,768328E-1	3,350000E+3	-1,100766E-1	3,350000E+3	-3,914354E-1	3,350000E+3	-1,958866E-1	3,350000E+3	-3,563262E-1	3,350000E+3	-1,234203E-1
3,351562E+3	3,519357E-1	3,351562E+3	-3,162635E-1	3,351562E+3	3,296840E-1	3,351562E+3	-3,635421E-1	3,351562E+3	3,564128E-1	3,351562E+3	-2,930570E-1	3,351562E+3	-4,330228E-2	3,351562E+3	3,295801E-1	3,351562E+3	-5,566504E-2	3,351562E+3	3,222858E-1	3,351562E+3	-5,425135E-2	3,351562E+3	3,195425E-1	3,351562E+3	-6,448042E-1	3,351562E+3	5,164742E-1	3,351562E+3	-8,900722E-1	3,351562E+3	-1,120096E-1	3,351562E+3	-8,957653E-1	3,351562E+3	-7,019202E-2	3,351562E+3	-8,005298E-1	3,351562E+3	-4,564109E-2	3,351562E+3	-7,614276E-1	3,351562E+3	-3,460239E-1	3,351562E+3	-5,404027E-1	3,351562E+3	-6,800035E-1	3,351562E+3	-7,322884E-1	3,351562E+3	4,224918E-1	3,351562E+3	-8,428853E-1	3,351562E+3	2,581336E-1	3,351562E+3	-8,779040E-1	3,351562E+3	-2,391291E-1	3,351562E+3	3,145198E-1	3,351562E+3	-5,450544E-1	3,351562E+3	2,697928E-1	3,351562E+3	-5,471575E-1	3,351562E+3	3,472509E-1	3,351562E+3	-5,434462E-1	3,351562E+3	-8,877887E-1	3,351562E+3	-2,094006E-1	3,351562E+3	-6,708648E-1	3,351562E+3	5,588242E-1	3,351562E+3	-8,300409E-1	3,351562E+3	2,246861E-1	3,351562E+3	-3,740450E-1	3,351562E+3	-9,975582E-2	3,351562E+3	-3,896300E-1	3,351562E+3	-1,855144E-1	3,351562E+3	-3,529466E-1	3,351562E+3	-1,162366E-1
3,353125E+3	3,534836E-1	3,353125E+3	-3,178343E-1	3,353125E+3	3,295833E-1	3,353125E+3	-3,651840E-1	3,353125E+3	3,574468E-1	3,353125E+3	-2,962857E-1	3,353125E+3	-3,437740E-2	3,353125E+3	3,289513E-1	3,353125E+3	-4,795192E-2	3,353125E+3	3,225881E-1	3,353125E+3	-4,356257E-2	3,353125E+3	3,212395E-1	3,353125E+3	-6,387716E-1	3,353125E+3	5,250229E-1	3,353125E+3	-8,931934E-1	3,353125E+3	-1,025257E-1	3,353125E+3	-8,937521E-1	3,353125E+3	-5,591028E-2	3,353125E+3	-8,012637E-1	3,353125E+3	-3,639788E-2	3,353125E+3	-7,631951E-1	3,353125E+3	-3,375885E-1	3,353125E+3	-5,408529E-1	3,353125E+3	-6,777184E-1	3,353125E+3	-7,275176E-1	3,353125E+3	4,303307E-1	3,353125E+3	-8,397774E-1	3,353125E+3	2,706029E-1	3,353125E+3	-8,801602E-1	3,353125E+3	-2,250628E-1	3,353125E+3	3,121386E-1	3,353125E+3	-5,471048E-1	3,353125E+3	2,699596E-1	3,353125E+3	-5,488876E-1	3,353125E+3	3,466921E-1	3,353125E+3	-5,431003E-1	3,353125E+3	-8,888028E-1	3,353125E+3	-2,010282E-1	3,353125E+3	-6,632840E-1	3,353125E+3	5,678201E-1	3,353125E+3	-8,279161E-1	3,353125E+3	2,381191E-1	3,353125E+3	-3,669698E-1	3,353125E+3	-9,505126E-2	3,353125E+3	-3,845612E-1	3,353125E+3	-1,771880E-1	3,353125E+3	-3,460529E-1	3,353125E+3	-1,079784E-1
3,354687E+3	3,528343E-1	3,354687E+3	-3,205167E-1	3,354687E+3	3,282407E-1	3,354687E+3	-3,677712E-1	3,354687E+3	3,571849E-1	3,354687E+3	-2,993135E-1	3,354687E+3	-2,823086E-2	3,354687E+3	3,278151E-1	3,354687E+3	-4,031959E-2	3,354687E+3	3,236690E-1	3,354687E+3	-3,785954E-2	3,354687E+3	3,208506E-1	3,354687E+3	-6,335192E-1	3,354687E+3	5,283092E-1	3,354687E+3	-8,927154E-1	3,354687E+3	-9,693381E-2	3,354687E+3	-8,910956E-1	3,354687E+3	-4,449229E-2	3,354687E+3	-7,955448E-1	3,354687E+3	-2,851067E-2	3,354687E+3	-7,654718E-1	3,354687E+3	-3,260513E-1	3,354687E+3	-5,464832E-1	3,354687E+3	-6,722686E-1	3,354687E+3	-7,190828E-1	3,354687E+3	4,396652E-1	3,354687E+3	-8,314143E-1	3,354687E+3	2,788561E-1	3,354687E+3	-8,798237E-1	3,354687E+3	-2,207844E-1	3,354687E+3	3,115239E-1	3,354687E+3	-5,493255E-1	3,354687E+3	2,693373E-1	3,354687E+3	-5,491533E-1	3,354687E+3	3,459777E-1	3,354687E+3	-5,458770E-1	3,354687E+3	-8,887094E-1	3,354687E+3	-1,926623E-1	3,354687E+3	-6,558829E-1	3,354687E+3	5,757700E-1	3,354687E+3	-8,265218E-1	3,354687E+3	2,461070E-1	3,354687E+3	-3,627338E-1	3,354687E+3	-8,700271E-2	3,354687E+3	-3,833203E-1	3,354687E+3	-1,715052E-1	3,354687E+3	-3,409017E-1	3,354687E+3	-9,946781E-2
3,356250E+3	3,528901E-1	3,356250E+3	-3,222185E-1	3,356250E+3	3,289907E-1	3,356250E+3	-3,692467E-1	3,356250E+3	3,584564E-1	3,356250E+3	-3,003571E-1	3,356250E+3	-2,049865E-2	3,356250E+3	3,283631E-1	3,356250E+3	-3,426610E-2	3,356250E+3	3,244366E-1	3,356250E+3	-2,972109E-2	3,356250E+3	3,202341E-1	3,356250E+3	-6,238120E-1	3,356250E+3	5,380209E-1	3,356250E+3	-8,881269E-1	3,356250E+3	-8,813866E-2	3,356250E+3	-8,934427E-1	3,356250E+3	-3,575983E-2	3,356250E+3	-7,943524E-1	3,356250E+3	-1,440877E-2	3,356250E+3	-7,705027E-1	3,356250E+3	-3,195037E-1	3,356250E+3	-5,468658E-1	3,356250E+3	-6,707925E-1	3,356250E+3	-7,109816E-1	3,356250E+3	4,464137E-1	3,356250E+3	-8,271637E-1	3,356250E+3	2,873239E-1	3,356250E+3	-8,851323E-1	3,356250E+3	-2,082080E-1	3,356250E+3	3,098716E-1	3,356250E+3	-5,486609E-1	3,356250E+3	2,679844E-1	3,356250E+3	-5,513051E-1	3,356250E+3	3,447730E-1	3,356250E+3	-5,465710E-1	3,356250E+3	-8,911518E-1	3,356250E+3	-1,802067E-1	3,356250E+3	-6,472912E-1	3,356250E+3	5,834762E-1	3,356250E+3	-8,220045E-1	3,356250E+3	2,571727E-1	3,356250E+3	-3,551301E-1	3,356250E+3	-8,003560E-2	3,356250E+3	-3,791189E-1	3,356250E+3	-1,596451E-1	3,356250E+3	-3,372368E-1	3,356250E+3	-9,190006E-2
3,357812E+3	3,525668E-1	3,357812E+3	-3,243764E-1	3,357812E+3	3,287516E-1	3,357812E+3	-3,712353E-1	3,357812E+3	3,606147E-1	3,357812E+3	-3,025031E-1	3,357812E+3	-1,414468E-2	3,357812E+3	3,283578E-1	3,357812E+3	-2,357391E-2	3,357812E+3	3,224324E-1	3,357812E+3	-2,356646E-2	3,357812E+3	3,204999E-1	3,357812E+3	-6,163840E-1	3,357812E+3	5,419110E-1	3,357812E+3	-8,876028E-1	3,357812E+3	-7,126216E-2	3,357812E+3	-8,905180E-1	3,357812E+3	-2,487266E-2	3,357812E+3	-7,962145E-1	3,357812E+3	-9,104569E-3	3,357812E+3	-7,715929E-1	3,357812E+3	-3,113186E-1	3,357812E+3	-5,502632E-1	3,357812E+3	-6,643866E-1	3,357812E+3	-7,014450E-1	3,357812E+3	4,548825E-1	3,357812E+3	-8,237215E-1	3,357812E+3	3,009596E-1	3,357812E+3	-8,858335E-1	3,357812E+3	-2,002543E-1	3,357812E+3	3,107833E-1	3,357812E+3	-5,495817E-1	3,357812E+3	2,670466E-1	3,357812E+3	-5,523878E-1	3,357812E+3	3,471686E-1	3,357812E+3	-5,487742E-1	3,357812E+3	-8,898720E-1	3,357812E+3	-1,732568E-1	3,357812E+3	-6,344161E-1	3,357812E+3	5,921921E-1	3,357812E+3	-8,174703E-1	3,357812E+3	2,665775E-1	3,357812E+3	-3,482075E-1	3,357812E+3	-7,240694E-2	3,357812E+3	-3,743381E-1	3,357812E+3	-1,532950E-1	3,357812E+3	-3,302579E-1	3,357812E+3	-8,409029E-2
3,359375E+3	3,529445E-1	3,359375E+3	-3,236494E-1	3,359375E+3	3,278634E-1	3,359375E+3	-3,704669E-1	3,359375E+3	3,599863E-1	3,359375E+3	-3,051992E-1	3,359375E+3	-6,179037E-3	3,359375E+3	3,265995E-1	3,359375E+3	-1,624196E-2	3,359375E+3	3,235030E-1	3,359375E+3	-1,537430E-2	3,359375E+3	3,227104E-1	3,359375E+3	-6,083109E-1	3,359375E+3	5,540486E-1	3,359375E+3	-8,870403E-1	3,359375E+3	-6,699981E-2	3,359375E+3	-8,880346E-1	3,359375E+3	-1,870530E-2	3,359375E+3	-7,957878E-1	3,359375E+3	2,450461E-3	3,359375E+3	-7,686558E-1	3,359375E+3	-3,059388E-1	3,359375E+3	-5,531740E-1	3,359375E+3	-6,613789E-1	3,359375E+3	-6,964269E-1	3,359375E+3	4,645673E-1	3,359375E+3	-8,213756E-1	3,359375E+3	3,070223E-1	3,359375E+3	-8,903899E-1	3,359375E+3	-1,876828E-1	3,359375E+3	3,086142E-1	3,359375E+3	-5,515689E-1	3,359375E+3	2,661633E-1	3,359375E+3	-5,521567E-1	3,359375E+3	3,457506E-1	3,359375E+3	-5,506775E-1	3,359375E+3	-8,937766E-1	3,359375E+3	-1,647405E-1	3,359375E+3	-6,276854E-1	3,359375E+3	5,995945E-1	3,359375E+3	-8,102295E-1	3,359375E+3	2,780855E-1	3,359375E+3	-3,461152E-1	3,359375E+3	-6,316857E-2	3,359375E+3	-3,708496E-1	3,359375E+3	-1,453572E-1	3,359375E+3	-3,268948E-1	3,359375E+3	-7,641023E-2
3,360937E+3	3,533800E-1	3,360937E+3	-3,256711E-1	3,360937E+3	3,257503E-1	3,360937E+3	-3,719909E-1	3,360937E+3	3,602771E-1	3,360937E+3	-3,066853E-1	3,360937E+3	5,100022E-3	3,360937E+3	3,281362E-1	3,360937E+3	-1,182670E-2	3,360937E+3	3,237358E-1	3,360937E+3	-7,205918E-3	3,360937E+3	3,229715E-1	3,360937E+3	-6,008155E-1	3,360937E+3	5,587722E-1	3,360937E+3	-8,889656E-1	3,360937E+3	-5,558013E-2	3,360937E+3	-8,868961E-1	3,360937E+3	-9,571274E-3	3,360937E+3	-7,899521E-1	3,360937E+3	9,838640E-3	3,360937E+3	-7,721290E-1	3,360937E+3	-2,918822E-1	3,360937E+3	-5,543655E-1	3,360937E+3	-6,562342E-1	3,360937E+3	-6,910456E-1	3,360937E+3	4,746528E-1	3,360937E+3	-8,160096E-1	3,360937E+3	3,166628E-1	3,360937E+3	-8,904874E-1	3,360937E+3	-1,796896E-1	3,360937E+3	3,085251E-1	3,360937E+3	-5,529495E-1	3,360937E+3	2,631185E-1	3,360937E+3	-5,533123E-1	3,360937E+3	3,464437E-1	3,360937E+3	-5,501690E-1	3,360937E+3	-8,908124E-1	3,360937E+3	-1,522714E-1	3,360937E+3	-6,214703E-1	3,360937E+3	6,084999E-1	3,360937E+3	-8,061080E-1	3,360937E+3	2,812246E-1	3,360937E+3	-3,427396E-1	3,360937E+3	-5,615782E-2	3,360937E+3	-3,663008E-1	3,360937E+3	-1,365363E-1	3,360937E+3	-3,198978E-1	3,360937E+3	-7,178285E-2
3,362500E+3	3,541347E-1	3,362500E+3	-3,266618E-1	3,362500E+3	3,263493E-1	3,362500E+3	-3,728125E-1	3,362500E+3	3,610487E-1	3,362500E+3	-3,070898E-1	3,362500E+3	1,045152E-2	3,362500E+3	3,280200E-1	3,362500E+3	-1,542662E-3	3,362500E+3	3,243578E-1	3,362500E+3	-1,012172E-3	3,362500E+3	3,227199E-1	3,362500E+3	-5,909992E-1	3,362500E+3	5,669078E-1	3,362500E+3	-8,870717E-1	3,362500E+3	-4,513623E-2	3,362500E+3	-8,864422E-1	3,362500E+3	5,438045E-3	3,362500E+3	-7,866963E-1	3,362500E+3	2,650556E-2	3,362500E+3	-7,749146E-1	3,362500E+3	-2,869690E-1	3,362500E+3	-5,554928E-1	3,362500E+3	-6,498821E-1	3,362500E+3	-6,815947E-1	3,362500E+3	4,845489E-1	3,362500E+3	-8,093568E-1	3,362500E+3	3,351812E-1	3,362500E+3	-8,906237E-1	3,362500E+3	-1,732884E-1	3,362500E+3	3,073273E-1	3,362500E+3	-5,525976E-1	3,362500E+3	2,627595E-1	3,362500E+3	-5,534281E-1	3,362500E+3	3,450628E-1	3,362500E+3	-5,507026E-1	3,362500E+3	-8,943447E-1	3,362500E+3	-1,452482E-1	3,362500E+3	-6,138878E-1	3,362500E+3	6,170129E-1	3,362500E+3	-7,997351E-1	3,362500E+3	2,973103E-1	3,362500E+3	-3,354598E-1	3,362500E+3	-4,695256E-2	3,362500E+3	-3,618013E-1	3,362500E+3	-1,251510E-1	3,362500E+3	-3,174775E-1	3,362500E+3	-6,373659E-2
3,364062E+3	3,528062E-1	3,364062E+3	-3,287004E-1	3,364062E+3	3,263999E-1	3,364062E+3	-3,751411E-1	3,364062E+3	3,607118E-1	3,364062E+3	-3,091178E-1	3,364062E+3	1,535645E-2	3,364062E+3	3,280172E-1	3,364062E+3	4,838695E-3	3,364062E+3	3,234361E-1	3,364062E+3	5,401515E-3	3,364062E+3	3,220744E-1	3,364062E+3	-5,846440E-1	3,364062E+3	5,717436E-1	3,364062E+3	-8,815615E-1	3,364062E+3	-3,378122E-2	3,364062E+3	-8,858794E-1	3,364062E+3	1,192331E-2	3,364062E+3	-7,864824E-1	3,364062E+3	3,128627E-2	3,364062E+3	-7,722099E-1	3,364062E+3	-2,786524E-1	3,364062E+3	-5,573960E-1	3,364062E+3	-6,490502E-1	3,364062E+3	-6,773512E-1	3,364062E+3	4,896820E-1	3,364062E+3	-8,045300E-1	3,364062E+3	3,424894E-1	3,364062E+3	-8,907324E-1	3,364062E+3	-1,626172E-1	3,364062E+3	3,074486E-1	3,364062E+3	-5,523910E-1	3,364062E+3	2,611482E-1	3,364062E+3	-5,539713E-1	3,364062E+3	3,453694E-1	3,364062E+3	-5,529341E-1	3,364062E+3	-8,950915E-1	3,364062E+3	-1,329374E-1	3,364062E+3	-6,048822E-1	3,364062E+3	6,244231E-1	3,364062E+3	-7,961254E-1	3,364062E+3	3,069432E-1	3,364062E+3	-3,313064E-1	3,364062E+3	-3,887293E-2	3,364062E+3	-3,574975E-1	3,364062E+3	-1,180175E-1	3,364062E+3	-3,107024E-1	3,364062E+3	-5,335401E-2
3,365625E+3	3,526822E-1	3,365625E+3	-3,303555E-1	3,365625E+3	3,251345E-1	3,365625E+3	-3,762078E-1	3,365625E+3	3,596144E-1	3,365625E+3	-3,109184E-1	3,365625E+3	2,366661E-2	3,365625E+3	3,279365E-1	3,365625E+3	1,177513E-2	3,365625E+3	3,223968E-1	3,365625E+3	1,308353E-2	3,365625E+3	3,212631E-1	3,365625E+3	-5,776153E-1	3,365625E+3	5,746553E-1	3,365625E+3	-8,807681E-1	3,365625E+3	-2,638423E-2	3,365625E+3	-8,846378E-1	3,365625E+3	1,937189E-2	3,365625E+3	-7,829819E-1	3,365625E+3	4,333578E-2	3,365625E+3	-7,713960E-1	3,365625E+3	-2,658268E-1	3,365625E+3	-5,649056E-1	3,365625E+3	-6,374183E-1	3,365625E+3	-6,653557E-1	3,365625E+3	5,007823E-1	3,365625E+3	-8,018182E-1	3,365625E+3	3,494308E-1	3,365625E+3	-8,934264E-1	3,365625E+3	-1,466770E-1	3,365625E+3	3,043711E-1	3,365625E+3	-5,557009E-1	3,365625E+3	2,584878E-1	3,365625E+3	-5,566321E-1	3,365625E+3	3,440773E-1	3,365625E+3	-5,549377E-1	3,365625E+3	-8,910886E-1	3,365625E+3	-1,248595E-1	3,365625E+3	-5,960271E-1	3,365625E+3	6,349670E-1	3,365625E+3	-7,886765E-1	3,365625E+3	3,162979E-1	3,365625E+3	-3,268694E-1	3,365625E+3	-3,112649E-2	3,365625E+3	-3,533147E-1	3,365625E+3	-1,103336E-1	3,365625E+3	-3,024581E-1	3,365625E+3	-4,769698E-2
