Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
2,260937E+3	-1,158770E-2	2,260937E+3	-8,659232E-1
2,262500E+3	-3,698480E-3	2,262500E+3	-8,658430E-1
2,264062E+3	3,681152E-3	2,264062E+3	-8,656163E-1
2,265625E+3	1,107201E-2	2,265625E+3	-8,653401E-1
2,267187E+3	1,771522E-2	2,267187E+3	-8,648713E-1
2,268750E+3	2,437063E-2	2,268750E+3	-8,643672E-1
2,270312E+3	3,000770E-2	2,270312E+3	-8,637553E-1
2,271875E+3	3,566148E-2	2,271875E+3	-8,631254E-1
2,273437E+3	4,034569E-2	2,273437E+3	-8,623905E-1
2,275000E+3	4,505155E-2	2,275000E+3	-8,616520E-1
2,276562E+3	4,877457E-2	2,276562E+3	-8,607490E-1
2,278125E+3	5,252428E-2	2,278125E+3	-8,598553E-1
2,279687E+3	5,503360E-2	2,279687E+3	-8,588904E-1
2,281250E+3	5,757863E-2	2,281250E+3	-8,579481E-1
2,282812E+3	6,039582E-2	2,282812E+3	-8,569303E-1
2,284375E+3	6,325181E-2	2,284375E+3	-8,559324E-1
2,285937E+3	6,749120E-2	2,285937E+3	-8,549645E-1
2,287500E+3	7,176581E-2	2,287500E+3	-8,539995E-1
2,289062E+3	7,734945E-2	2,289062E+3	-8,530599E-1
2,290625E+3	8,296298E-2	2,290625E+3	-8,521029E-1
2,292187E+3	8,931830E-2	2,292187E+3	-8,511154E-1
2,293750E+3	9,570017E-2	2,293750E+3	-8,500964E-1
2,295312E+3	1,023647E-1	2,295312E+3	-8,490390E-1
2,296875E+3	1,090555E-1	2,296875E+3	-8,479435E-1
2,298437E+3	1,156033E-1	2,298437E+3	-8,468368E-1
2,300000E+3	1,221802E-1	2,300000E+3	-8,456929E-1
2,301562E+3	1,281942E-1	2,301562E+3	-8,444831E-1
2,303125E+3	1,342424E-1	2,303125E+3	-8,432451E-1
2,304687E+3	1,377531E-1	2,304687E+3	-8,420719E-1
2,306250E+3	1,413225E-1	2,306250E+3	-8,409065E-1
2,307812E+3	1,413792E-1	2,307812E+3	-8,397453E-1
2,309375E+3	1,415339E-1	2,309375E+3	-8,386224E-1
2,310937E+3	1,434679E-1	2,310937E+3	-8,373986E-1
2,312500E+3	1,454860E-1	2,312500E+3	-8,362001E-1
2,314062E+3	1,499188E-1	2,314062E+3	-8,349538E-1
2,315625E+3	1,544129E-1	2,315625E+3	-8,337020E-1
2,317187E+3	1,602638E-1	2,317187E+3	-8,324638E-1
2,318750E+3	1,661650E-1	2,318750E+3	-8,311956E-1
2,320312E+3	1,726835E-1	2,320312E+3	-8,299738E-1
2,321875E+3	1,792490E-1	2,321875E+3	-8,287075E-1
2,323437E+3	1,299044E-1	2,323437E+3	-8,332016E-1
2,325000E+3	8,180242E-2	2,325000E+3	-8,354480E-1
2,326562E+3	3,710920E-2	2,326562E+3	-8,346941E-1
2,328125E+3	-5,931811E-3	2,328125E+3	-8,323237E-1
2,329687E+3	3,699996E-3	2,329687E+3	-8,325550E-1
2,331250E+3	1,337582E-2	2,331250E+3	-8,326866E-1
2,332812E+3	2,313570E-2	2,332812E+3	-8,325467E-1
2,334375E+3	3,293205E-2	2,334375E+3	-8,323052E-1
2,335937E+3	4,251125E-2	2,335937E+3	-8,319379E-1
2,337500E+3	5,212779E-2	2,337500E+3	-8,314727E-1
2,339062E+3	6,142139E-2	2,339062E+3	-8,310513E-1
2,340625E+3	7,075898E-2	2,340625E+3	-8,305358E-1
2,342187E+3	8,036827E-2	2,342187E+3	-8,296877E-1
2,343750E+3	9,000995E-2	2,343750E+3	-8,287394E-1
2,345312E+3	9,994707E-2	2,345312E+3	-8,274444E-1
2,346875E+3	1,099035E-1	2,346875E+3	-8,260425E-1
2,348437E+3	1,201327E-1	2,348437E+3	-8,243025E-1
2,350000E+3	1,303685E-1	2,350000E+3	-8,224493E-1
2,351562E+3	1,406464E-1	2,351562E+3	-8,205802E-1
2,353125E+3	1,509303E-1	2,353125E+3	-8,185932E-1
2,354687E+3	6,895599E-2	2,354687E+3	-8,200144E-1
2,356250E+3	-6,661774E-3	2,356250E+3	-8,161334E-1
2,357812E+3	-1,181139E-1	2,357812E+3	-7,922340E-1
2,359375E+3	-2,137217E-1	2,359375E+3	-7,627331E-1
2,360937E+3	-2,063489E-1	2,360937E+3	-7,647948E-1
2,362500E+3	-1,988424E-1	2,362500E+3	-7,668599E-1
2,364062E+3	-1,911819E-1	2,364062E+3	-7,689581E-1
2,365625E+3	-1,833873E-1	2,365625E+3	-7,710473E-1
2,367187E+3	-1,756800E-1	2,367187E+3	-7,730008E-1
2,368750E+3	-1,678368E-1	2,368750E+3	-7,749438E-1
2,370312E+3	-1,617770E-1	2,370312E+3	-7,763838E-1
2,371875E+3	-1,555387E-1	2,371875E+3	-7,778653E-1
2,373437E+3	-1,592206E-1	2,373437E+3	-7,763031E-1
2,375000E+3	-1,623459E-1	2,375000E+3	-7,750604E-1
2,376562E+3	-2,042564E-1	2,376562E+3	-7,590402E-1
2,378125E+3	-2,413542E-1	2,378125E+3	-7,441641E-1
2,379687E+3	-2,644994E-1	2,379687E+3	-7,316534E-1
2,381250E+3	-2,851842E-1	2,381250E+3	-7,205978E-1
2,382812E+3	-2,872274E-1	2,382812E+3	-7,184048E-1
2,384375E+3	-2,887337E-1	2,384375E+3	-7,167615E-1
2,385937E+3	-2,867863E-1	2,385937E+3	-7,168099E-1
2,387500E+3	-2,844874E-1	2,387500E+3	-7,172095E-1
2,389062E+3	-2,821058E-1	2,389062E+3	-7,178701E-1
2,390625E+3	-2,793683E-1	2,390625E+3	-7,188488E-1
2,392187E+3	-2,764156E-1	2,392187E+3	-7,197389E-1
2,393750E+3	-2,731192E-1	2,393750E+3	-7,209301E-1
2,395312E+3	-2,752973E-1	2,395312E+3	-7,194152E-1
2,396875E+3	-2,768309E-1	2,396875E+3	-7,185069E-1
2,398437E+3	-3,982597E-1	2,398437E+3	-6,337862E-1
2,400000E+3	-4,825510E-1	2,400000E+3	-5,764938E-1
2,401562E+3	-4,810925E-1	2,401562E+3	-5,770047E-1
2,403125E+3	-4,793223E-1	2,403125E+3	-5,783808E-1
2,404687E+3	-4,752525E-1	2,404687E+3	-5,815136E-1
2,406250E+3	-4,709511E-1	2,406250E+3	-5,851863E-1
2,407812E+3	-4,655014E-1	2,407812E+3	-5,892396E-1
2,409375E+3	-4,598593E-1	2,409375E+3	-5,937064E-1
2,410937E+3	-4,542449E-1	2,410937E+3	-5,980984E-1
2,412500E+3	-4,484136E-1	2,412500E+3	-6,028837E-1
2,414062E+3	-4,422003E-1	2,414062E+3	-6,077312E-1
2,415625E+3	-4,357667E-1	2,415625E+3	-6,129170E-1
2,417187E+3	-4,288038E-1	2,417187E+3	-6,181179E-1
2,418750E+3	-4,216288E-1	2,418750E+3	-6,235972E-1
2,420312E+3	-4,150682E-1	2,420312E+3	-6,285769E-1
2,421875E+3	-4,082575E-1	2,421875E+3	-6,338826E-1
2,423437E+3	-4,773467E-1	2,423437E+3	-5,496069E-1
2,425000E+3	-5,371320E-1	2,425000E+3	-5,143034E-1
2,426562E+3	-5,372968E-1	2,426562E+3	-5,129121E-1
2,428125E+3	-5,380340E-1	2,428125E+3	-5,138390E-1
2,429687E+3	-5,346475E-1	2,429687E+3	-5,169403E-1
2,431250E+3	-5,316484E-1	2,431250E+3	-5,212861E-1
2,432812E+3	-5,271136E-1	2,432812E+3	-5,258135E-1
2,434375E+3	-5,229058E-1	2,434375E+3	-5,313043E-1
2,435937E+3	-5,176760E-1	2,435937E+3	-5,363805E-1
2,437500E+3	-5,127791E-1	2,437500E+3	-5,422897E-1
2,439062E+3	-5,066153E-1	2,439062E+3	-5,477659E-1
2,440625E+3	-5,008026E-1	2,440625E+3	-5,539108E-1
2,442187E+3	-4,947727E-1	2,442187E+3	-5,593305E-1
2,443750E+3	-4,891186E-1	2,443750E+3	-5,654538E-1
2,445312E+3	-4,820603E-1	2,445312E+3	-5,709970E-1
2,446875E+3	-4,754098E-1	2,446875E+3	-5,770648E-1
2,448437E+3	-4,695167E-1	2,448437E+3	-5,812077E-1
2,450000E+3	-4,642816E-1	2,450000E+3	-5,861118E-1
2,451562E+3	-4,500614E-1	2,451562E+3	-4,195717E-1
2,453125E+3	-7,392015E-1	2,453125E+3	-1,371227E-1
2,454687E+3	-7,369464E-1	2,454687E+3	-1,473207E-1
2,456250E+3	-7,347002E-1	2,456250E+3	-1,572850E-1
2,457812E+3	-7,324805E-1	2,457812E+3	-1,669187E-1
2,459375E+3	-7,303100E-1	2,459375E+3	-1,763130E-1
2,460937E+3	-7,283911E-1	2,460937E+3	-1,850936E-1
2,462500E+3	-7,265891E-1	2,462500E+3	-1,936257E-1
2,464062E+3	-7,242837E-1	2,464062E+3	-2,019786E-1
2,465625E+3	-7,221003E-1	2,465625E+3	-2,100593E-1
2,467187E+3	-7,208372E-1	2,467187E+3	-2,152072E-1
2,468750E+3	-7,199164E-1	2,468750E+3	-2,199490E-1
2,470312E+3	-7,234635E-1	2,470312E+3	-2,104488E-1
2,471875E+3	-7,284519E-1	2,471875E+3	-1,991643E-1
2,473437E+3	-7,372835E-1	2,473437E+3	-1,674948E-1
2,475000E+3	-7,486989E-1	2,475000E+3	-1,299315E-1
2,476562E+3	-7,481035E-1	2,476562E+3	-1,339758E-1
2,478125E+3	-7,477494E-1	2,478125E+3	-1,375906E-1
2,479687E+3	-7,462854E-1	2,479687E+3	-1,447581E-1
2,481250E+3	-7,449073E-1	2,481250E+3	-1,516525E-1
2,482812E+3	-7,435826E-1	2,482812E+3	-1,591437E-1
2,484375E+3	-7,423427E-1	2,484375E+3	-1,663953E-1
2,485937E+3	-7,409370E-1	2,485937E+3	-1,742252E-1
2,487500E+3	-7,396053E-1	2,487500E+3	-1,818400E-1
2,489062E+3	-7,380295E-1	2,489062E+3	-1,899500E-1
2,490625E+3	-7,365165E-1	2,490625E+3	-1,978636E-1
2,492187E+3	-7,584793E-1	2,492187E+3	-1,013889E-1
2,493750E+3	-7,781060E-1	2,493750E+3	2,070859E-2
2,495312E+3	-7,783193E-1	2,495312E+3	1,515678E-2
2,496875E+3	-7,785724E-1	2,496875E+3	9,859965E-3
2,498437E+3	-7,784572E-1	2,498437E+3	3,337783E-3
2,500000E+3	-7,783507E-1	2,500000E+3	-2,964548E-3
2,501562E+3	-7,780081E-1	2,501562E+3	-9,473394E-3
2,503125E+3	-7,776720E-1	2,503125E+3	-1,576453E-2
2,504687E+3	-7,771591E-1	2,504687E+3	-2,121783E-2
2,506250E+3	-7,766761E-1	2,506250E+3	-2,642352E-2
2,507812E+3	-7,762180E-1	2,507812E+3	-2,973256E-2
2,509375E+3	-7,758368E-1	2,509375E+3	-3,272874E-2
2,510937E+3	-7,762218E-1	2,510937E+3	-3,080996E-2
2,512500E+3	-7,767845E-1	2,512500E+3	-2,837910E-2
2,514062E+3	-7,781717E-1	2,514062E+3	-2,447810E-2
2,515625E+3	-7,797869E-1	2,515625E+3	-1,999540E-2
2,517187E+3	-7,816809E-1	2,517187E+3	-1,840381E-2
2,518750E+3	-7,837948E-1	2,518750E+3	-1,636934E-2
2,520312E+3	-7,870501E-1	2,520312E+3	1,598051E-1
2,521875E+3	-7,548048E-1	2,521875E+3	3,675517E-1
2,523437E+3	-7,594603E-1	2,523437E+3	3,577746E-1
2,525000E+3	-7,639872E-1	2,525000E+3	3,479856E-1
2,526562E+3	-7,682695E-1	2,526562E+3	3,389188E-1
2,528125E+3	-7,724441E-1	2,528125E+3	3,298588E-1
2,529687E+3	-7,761323E-1	2,529687E+3	3,209026E-1
2,531250E+3	-7,797128E-1	2,531250E+3	3,119684E-1
2,532812E+3	-7,830900E-1	2,532812E+3	3,034432E-1
2,534375E+3	-7,863714E-1	2,534375E+3	2,949514E-1
2,535937E+3	-7,893398E-1	2,535937E+3	2,857599E-1
2,537500E+3	-7,921955E-1	2,537500E+3	2,765993E-1
2,539062E+3	-7,949657E-1	2,539062E+3	2,673316E-1
2,540625E+3	-7,976242E-1	2,540625E+3	2,580957E-1
2,542187E+3	-8,002365E-1	2,542187E+3	2,488006E-1
2,543750E+3	-8,027393E-1	2,543750E+3	2,395381E-1
2,545312E+3	-8,050198E-1	2,545312E+3	2,310953E-1
2,546875E+3	-8,072124E-1	2,546875E+3	2,227015E-1
2,548437E+3	-8,082314E-1	2,548437E+3	2,237393E-1
2,550000E+3	-8,092760E-1	2,550000E+3	2,250115E-1
2,551562E+3	-7,924930E-1	2,551562E+3	3,010345E-1
2,553125E+3	-7,690452E-1	2,553125E+3	3,787701E-1
2,554687E+3	-7,576623E-1	2,554687E+3	4,053524E-1
2,556250E+3	-7,453685E-1	2,556250E+3	4,322269E-1
2,557812E+3	-7,488590E-1	2,557812E+3	4,271099E-1
2,559375E+3	-7,523069E-1	2,559375E+3	4,220345E-1
2,560937E+3	-7,560264E-1	2,560937E+3	4,161615E-1
2,562500E+3	-7,596949E-1	2,562500E+3	4,103153E-1
2,564062E+3	-7,628648E-1	2,564062E+3	4,055608E-1
2,565625E+3	-7,660003E-1	2,565625E+3	4,008513E-1
2,567187E+3	-7,675010E-1	2,567187E+3	3,999206E-1
2,568750E+3	-7,689969E-1	2,568750E+3	3,990904E-1
2,570312E+3	-7,512277E-1	2,570312E+3	4,383453E-1
2,571875E+3	-7,317017E-1	2,571875E+3	4,772437E-1
2,573437E+3	-7,314974E-1	2,573437E+3	4,778141E-1
2,575000E+3	-7,312864E-1	2,575000E+3	4,784712E-1
2,576562E+3	-7,358510E-1	2,576562E+3	4,716653E-1
2,578125E+3	-7,403499E-1	2,578125E+3	4,648458E-1
2,579687E+3	-7,448014E-1	2,579687E+3	4,580625E-1
2,581250E+3	-7,491896E-1	2,581250E+3	4,512659E-1
2,582812E+3	-7,530765E-1	2,582812E+3	4,452170E-1
2,584375E+3	-7,569140E-1	2,584375E+3	4,391679E-1
2,585937E+3	-7,604359E-1	2,585937E+3	4,332377E-1
2,587500E+3	-7,639110E-1	2,587500E+3	4,273123E-1
2,589062E+3	-7,669684E-1	2,589062E+3	4,221699E-1
2,590625E+3	-7,699924E-1	2,590625E+3	4,170415E-1
2,592187E+3	-7,725424E-1	2,592187E+3	4,131003E-1
2,593750E+3	-7,750770E-1	2,593750E+3	4,091824E-1
2,595312E+3	-7,771778E-1	2,595312E+3	4,065504E-1
2,596875E+3	-7,792783E-1	2,596875E+3	4,039482E-1
2,598437E+3	-7,810276E-1	2,598437E+3	4,024749E-1
2,600000E+3	-7,827877E-1	2,600000E+3	4,010335E-1
2,601562E+3	-7,834739E-1	2,601562E+3	4,020843E-1
2,603125E+3	-7,841834E-1	2,603125E+3	4,031699E-1
2,604687E+3	-7,832404E-1	2,604687E+3	4,077192E-1
2,606250E+3	-7,823171E-1	2,606250E+3	4,122873E-1
2,607812E+3	-7,786216E-1	2,607812E+3	4,216700E-1
2,609375E+3	-7,749087E-1	2,609375E+3	4,309968E-1
2,610937E+3	-7,709377E-1	2,610937E+3	4,389870E-1
2,612500E+3	-7,669842E-1	2,612500E+3	4,469056E-1
2,614062E+3	-7,685587E-1	2,614062E+3	4,444509E-1
2,615625E+3	-7,701475E-1	2,615625E+3	4,419971E-1
2,617187E+3	-7,728218E-1	2,617187E+3	4,375702E-1
2,618750E+3	-7,754863E-1	2,618750E+3	4,331326E-1
2,620312E+3	-7,502405E-1	2,620312E+3	4,837113E-1
2,621875E+3	-7,231516E-1	2,621875E+3	5,313776E-1
2,623437E+3	-7,287753E-1	2,623437E+3	5,235831E-1
2,625000E+3	-7,343245E-1	2,625000E+3	5,157248E-1
2,626562E+3	-7,397888E-1	2,626562E+3	5,080000E-1
2,628125E+3	-7,451816E-1	2,628125E+3	5,002118E-1
2,629687E+3	-7,503306E-1	2,629687E+3	4,926242E-1
2,631250E+3	-7,554135E-1	2,631250E+3	4,849772E-1
2,632812E+3	-7,600590E-1	2,632812E+3	4,778049E-1
2,634375E+3	-7,646492E-1	2,634375E+3	4,705806E-1
2,635937E+3	-7,675749E-1	2,635937E+3	4,663070E-1
2,637500E+3	-7,705029E-1	2,637500E+3	4,619964E-1
2,639062E+3	-7,647464E-1	2,639062E+3	4,738204E-1
2,640625E+3	-7,590653E-1	2,640625E+3	4,852941E-1
2,642187E+3	-7,599187E-1	2,642187E+3	4,849068E-1
2,643750E+3	-7,608388E-1	2,643750E+3	4,844543E-1
2,645312E+3	-7,626747E-1	2,645312E+3	4,822358E-1
2,646875E+3	-7,645554E-1	2,646875E+3	4,799617E-1
2,648437E+3	-7,645153E-1	2,648437E+3	4,813064E-1
2,650000E+3	-7,645674E-1	2,650000E+3	4,825494E-1
2,651562E+3	-7,622933E-1	2,651562E+3	4,875486E-1
2,653125E+3	-7,601515E-1	2,653125E+3	4,923536E-1
2,654687E+3	-7,595889E-1	2,654687E+3	4,939383E-1
2,656250E+3	-7,591426E-1	2,656250E+3	4,953988E-1
2,657812E+3	-7,585007E-1	2,657812E+3	4,972323E-1
2,659375E+3	-7,579838E-1	2,659375E+3	4,989267E-1
2,660937E+3	-7,576552E-1	2,660937E+3	5,008417E-1
2,662500E+3	-7,574504E-1	2,662500E+3	5,026055E-1
2,664062E+3	-7,590513E-1	2,664062E+3	5,014162E-1
2,665625E+3	-7,607317E-1	2,665625E+3	5,001242E-1
2,667187E+3	-7,636578E-1	2,667187E+3	4,961773E-1
2,668750E+3	-7,666165E-1	2,668750E+3	4,921533E-1
2,670312E+3	-7,693585E-1	2,670312E+3	4,882918E-1
2,671875E+3	-7,721377E-1	2,671875E+3	4,843502E-1
2,673437E+3	-7,735254E-1	2,673437E+3	4,828009E-1
2,675000E+3	-7,750001E-1	2,675000E+3	4,811395E-1
2,676562E+3	-7,725844E-1	2,676562E+3	4,858894E-1
2,678125E+3	-7,703738E-1	2,678125E+3	4,903459E-1
2,679687E+3	-7,695722E-1	2,679687E+3	4,922511E-1
2,681250E+3	-7,689406E-1	2,681250E+3	4,939480E-1
2,682812E+3	-7,705976E-1	2,682812E+3	4,915600E-1
2,684375E+3	-7,723424E-1	2,684375E+3	4,890578E-1
2,685937E+3	-7,747243E-1	2,685937E+3	4,854433E-1
2,687500E+3	-7,771670E-1	2,687500E+3	4,817272E-1
2,689062E+3	-7,798455E-1	2,689062E+3	4,775551E-1
2,690625E+3	-7,825719E-1	2,690625E+3	4,732836E-1
2,692187E+3	-7,847898E-1	2,692187E+3	4,697688E-1
2,693750E+3	-7,870744E-1	2,693750E+3	4,661420E-1
2,695312E+3	-7,889604E-1	2,695312E+3	4,633079E-1
2,696875E+3	-7,909308E-1	2,696875E+3	4,603444E-1
2,698437E+3	-7,928121E-1	2,698437E+3	4,577498E-1
2,700000E+3	-7,947827E-1	2,700000E+3	4,550139E-1
2,701562E+3	-7,961240E-1	2,701562E+3	4,532018E-1
2,703125E+3	-7,975801E-1	2,703125E+3	4,512260E-1
2,704687E+3	-7,982477E-1	2,704687E+3	4,501651E-1
2,706250E+3	-7,990602E-1	2,706250E+3	4,489154E-1
2,707812E+3	-7,755324E-1	2,707812E+3	4,976408E-1
2,709375E+3	-7,526359E-1	2,709375E+3	5,400999E-1
2,710937E+3	-7,593236E-1	2,710937E+3	5,309848E-1
2,712500E+3	-7,659217E-1	2,712500E+3	5,217574E-1
2,714062E+3	-7,719861E-1	2,714062E+3	5,131766E-1
2,715625E+3	-7,779809E-1	2,715625E+3	5,044871E-1
2,717187E+3	-7,530061E-1	2,717187E+3	5,392063E-1
2,718750E+3	-7,302589E-1	2,718750E+3	5,692532E-1
2,720312E+3	-7,378723E-1	2,720312E+3	5,600964E-1
2,721875E+3	-7,453885E-1	2,721875E+3	5,508097E-1
2,723437E+3	-7,523599E-1	2,723437E+3	5,413990E-1
2,725000E+3	-7,592339E-1	2,725000E+3	5,318719E-1
2,726562E+3	-7,657823E-1	2,726562E+3	5,229118E-1
2,728125E+3	-7,722497E-1	2,728125E+3	5,138339E-1
2,729687E+3	-7,782872E-1	2,729687E+3	5,047282E-1
2,731250E+3	-7,842462E-1	2,731250E+3	4,955136E-1
2,732812E+3	-7,897000E-1	2,732812E+3	4,871108E-1
2,734375E+3	-7,951007E-1	2,734375E+3	4,785953E-1
2,735937E+3	-7,995780E-1	2,735937E+3	4,712667E-1
2,737500E+3	-8,040451E-1	2,737500E+3	4,638183E-1
2,739062E+3	-8,041758E-1	2,739062E+3	4,638457E-1
2,740625E+3	-8,045844E-1	2,740625E+3	4,635133E-1
2,742187E+3	-8,008518E-1	2,742187E+3	4,691013E-1
2,743750E+3	-7,977242E-1	2,743750E+3	4,739330E-1
2,745312E+3	-8,003143E-1	2,745312E+3	4,695553E-1
2,746875E+3	-8,030277E-1	2,746875E+3	4,649820E-1
2,748437E+3	-8,036356E-1	2,748437E+3	4,640373E-1
2,750000E+3	-8,045246E-1	2,750000E+3	4,627403E-1
2,751562E+3	-8,013967E-1	2,751562E+3	4,682676E-1
2,753125E+3	-7,989132E-1	2,753125E+3	4,729477E-1
2,754687E+3	-7,991989E-1	2,754687E+3	4,723752E-1
2,756250E+3	-7,998314E-1	2,756250E+3	4,713965E-1
2,757812E+3	-7,959404E-1	2,757812E+3	4,771661E-1
2,759375E+3	-7,928661E-1	2,759375E+3	4,819857E-1
2,760937E+3	-7,899091E-1	2,760937E+3	4,861032E-1
2,762500E+3	-7,877193E-1	2,762500E+3	4,893923E-1
2,764062E+3	-7,889040E-1	2,764062E+3	4,870601E-1
2,765625E+3	-7,904199E-1	2,765625E+3	4,843796E-1
2,767187E+3	-7,929074E-1	2,767187E+3	4,799044E-1
2,768750E+3	-7,956010E-1	2,768750E+3	4,751795E-1
2,770312E+3	-7,979265E-1	2,770312E+3	4,708859E-1
2,771875E+3	-8,004772E-1	2,771875E+3	4,663221E-1
2,773437E+3	-8,024534E-1	2,773437E+3	4,625875E-1
2,775000E+3	-8,046991E-1	2,775000E+3	4,585396E-1
2,776562E+3	-8,072857E-1	2,776562E+3	4,536464E-1
2,778125E+3	-8,100772E-1	2,778125E+3	4,484878E-1
2,779687E+3	-8,132339E-1	2,779687E+3	4,424817E-1
2,781250E+3	-8,165317E-1	2,781250E+3	4,362502E-1
2,782812E+3	-8,196812E-1	2,782812E+3	4,299979E-1
2,784375E+3	-8,229650E-1	2,784375E+3	4,235220E-1
2,785937E+3	-8,254651E-1	2,785937E+3	4,182791E-1
2,787500E+3	-8,281730E-1	2,787500E+3	4,127522E-1
2,789062E+3	-8,290299E-1	2,789062E+3	4,103848E-1
2,790625E+3	-8,303300E-1	2,790625E+3	4,075259E-1
2,792187E+3	-8,289932E-1	2,792187E+3	4,089403E-1
2,793750E+3	-8,285197E-1	2,793750E+3	4,094709E-1
2,795312E+3	-8,282636E-1	2,795312E+3	4,087329E-1
2,796875E+3	-8,287209E-1	2,796875E+3	4,073060E-1
2,798437E+3	-8,283906E-1	2,798437E+3	4,069016E-1
2,800000E+3	-8,288603E-1	2,800000E+3	4,057321E-1
2,801562E+3	-8,247252E-1	2,801562E+3	4,117531E-1
2,803125E+3	-8,225106E-1	2,803125E+3	4,160611E-1
2,804687E+3	-8,197151E-1	2,804687E+3	4,190659E-1
2,806250E+3	-8,186254E-1	2,806250E+3	4,207901E-1
2,807812E+3	-8,212304E-1	2,807812E+3	4,146411E-1
2,809375E+3	-8,242054E-1	2,809375E+3	4,081872E-1
2,810937E+3	-8,276092E-1	2,810937E+3	4,005235E-1
2,812500E+3	-8,312258E-1	2,812500E+3	3,926288E-1
2,814062E+3	-8,347199E-1	2,814062E+3	3,845828E-1
2,815625E+3	-8,383989E-1	2,815625E+3	3,763120E-1
2,817187E+3	-8,418505E-1	2,817187E+3	3,678312E-1
2,818750E+3	-8,454645E-1	2,818750E+3	3,591427E-1
2,820312E+3	-8,487275E-1	2,820312E+3	3,505375E-1
2,821875E+3	-8,521607E-1	2,821875E+3	3,417252E-1
2,823437E+3	-8,551208E-1	2,823437E+3	3,333644E-1
2,825000E+3	-8,582964E-1	2,825000E+3	3,247741E-1
2,826562E+3	-8,609482E-1	2,826562E+3	3,165315E-1
2,828125E+3	-8,638583E-1	2,828125E+3	3,080494E-1
2,829687E+3	-8,661670E-1	2,829687E+3	3,002947E-1
2,831250E+3	-8,688210E-1	2,831250E+3	2,922574E-1
2,832812E+3	-8,709737E-1	2,832812E+3	2,843663E-1
2,834375E+3	-8,734915E-1	2,834375E+3	2,762002E-1
2,835937E+3	-8,756115E-1	2,835937E+3	2,679412E-1
2,837500E+3	-8,780787E-1	2,837500E+3	2,594288E-1
2,839062E+3	-8,802078E-1	2,839062E+3	2,506463E-1
2,840625E+3	-8,826400E-1	2,840625E+3	2,416420E-1
2,842187E+3	-8,847151E-1	2,842187E+3	2,324467E-1
2,843750E+3	-8,870622E-1	2,843750E+3	2,230535E-1
2,845312E+3	-8,890104E-1	2,845312E+3	2,136904E-1
2,846875E+3	-8,912302E-1	2,846875E+3	2,041368E-1
2,848437E+3	-8,930009E-1	2,848437E+3	1,942410E-1
2,850000E+3	-8,949992E-1	2,850000E+3	1,841998E-1
2,851562E+3	-8,966207E-1	2,851562E+3	1,743999E-1
2,853125E+3	-8,984987E-1	2,853125E+3	1,644422E-1
2,854687E+3	-8,999340E-1	2,854687E+3	1,542832E-1
2,856250E+3	-9,015968E-1	2,856250E+3	1,439966E-1
2,857812E+3	-9,027633E-1	2,857812E+3	1,337563E-1
2,859375E+3	-9,041678E-1	2,859375E+3	1,234089E-1
2,860937E+3	-8,946149E-1	2,860937E+3	1,371867E-1
2,862500E+3	-8,980346E-1	2,862500E+3	1,506004E-1
2,864062E+3	-8,947066E-1	2,864062E+3	1,518497E-1
2,865625E+3	-8,958963E-1	2,865625E+3	1,548333E-1
2,867187E+3	-8,917725E-1	2,867187E+3	1,579077E-1
2,868750E+3	-8,923918E-1	2,868750E+3	1,645996E-1
2,870312E+3	-8,901228E-1	2,870312E+3	1,647218E-1
2,871875E+3	-8,901698E-1	2,871875E+3	1,676566E-1
2,873437E+3	-8,893247E-1	2,873437E+3	1,648124E-1
2,875000E+3	-8,895235E-1	2,875000E+3	1,636825E-1
2,876562E+3	-8,891940E-1	2,876562E+3	1,594601E-1
2,878125E+3	-8,894650E-1	2,878125E+3	1,564936E-1
2,879687E+3	-8,893686E-1	2,879687E+3	1,516880E-1
2,881250E+3	-8,896904E-1	2,881250E+3	1,479186E-1
2,882812E+3	-8,896280E-1	2,882812E+3	1,430979E-1
2,884375E+3	-8,899047E-1	2,884375E+3	1,392338E-1
2,885937E+3	-8,894891E-1	2,885937E+3	1,357603E-1
2,887500E+3	-8,894425E-1	2,887500E+3	1,334331E-1
2,889062E+3	-8,882662E-1	2,889062E+3	1,327099E-1
2,890625E+3	-8,875316E-1	2,890625E+3	1,336330E-1
2,892187E+3	-8,856931E-1	2,892187E+3	1,352277E-1
2,893750E+3	-8,842554E-1	2,893750E+3	1,388614E-1
2,895312E+3	-8,829141E-1	2,895312E+3	1,382619E-1
2,896875E+3	-8,817596E-1	2,896875E+3	1,390398E-1
2,898437E+3	-8,813822E-1	2,898437E+3	1,348066E-1
2,900000E+3	-8,810624E-1	2,900000E+3	1,312702E-1
2,901562E+3	-8,811260E-1	2,901562E+3	1,252511E-1
2,903125E+3	-8,811980E-1	2,903125E+3	1,196806E-1
2,904687E+3	-8,812205E-1	2,904687E+3	1,137545E-1
2,906250E+3	-8,812551E-1	2,906250E+3	1,082609E-1
2,907812E+3	-8,807344E-1	2,907812E+3	1,048917E-1
2,909375E+3	-8,802851E-1	2,909375E+3	1,022000E-1
2,910937E+3	-8,787790E-1	2,910937E+3	1,029012E-1
2,912500E+3	-8,773765E-1	2,912500E+3	1,047749E-1
