Partie réelle               Partie imaginaire
571.1946664624            871.329866158157
570.882253918626            866.534234298395
570.570608133982            861.792346957656
570.259746543932            857.103248012442
569.949686287512            852.466003788169
569.64044420901            847.879702415217
569.332036859702            843.343453206853
569.024480499642            838.856386058172
568.717791099504            834.417650865225
568.411984342472            830.026416963557
568.107075626172            825.681872585396
567.803080064656            821.383224334771
567.500012490427            817.129696679889
567.197887456495            812.920531462087
566.896719238484            808.754987420755
566.596521836766            804.63233973362
566.297308978639            800.551879571808
565.999094120521            796.512913669142
565.701890450198            792.514763905148
565.405710889076            788.556766901257
565.110568094482            784.638273629725
564.816474461974            780.758649034804
564.523442127687            776.917271665727
564.231482970693            773.113533321061
563.940608615384            769.346838704047
563.650830433879            765.61660508851
563.362159548439            761.922261994979
563.074606833907            758.26325087665
562.788182920159            754.639024814847
562.502898194571            751.049048223642
562.21876280449            747.492796563333
561.935786659729            743.969756062448
561.653979435056            740.479423448007
561.373350572708            737.021305683734
561.093909284897            733.59491971597
560.815664556331            730.199792227011
560.538625146738            726.835459395623
560.26279959339            723.501466664494
559.988196213636            720.197368514394
559.714823107428            716.922728244817
559.442688159857            713.677117760882
559.171799043683            710.460117366301
558.902163221864            707.271315562206
558.633787950082            704.110308851645
558.36668027927            700.976701549564
558.100847058132            697.870105598092
557.836294935657            694.79014038697
557.573030363631            691.736432578941
557.311059599138            688.708615939967
557.050388707059            685.706331174091
556.791023562559            682.72922576282
556.532969853569            679.776953808879
556.276233083254            676.849175884193
556.020818572478            673.945558881974
555.766731462252            671.065775872778
555.513976716175            668.209505964419
555.262559122861            665.376434165611
555.012483298357            662.566251253222
554.763753688546            659.778653643047
554.516374571536            657.013343263974
554.270350060038            654.270027435448
554.025684103728            651.548418748133
553.782380491597            648.848234947681
553.540442854282            646.169198821502
553.299874666385            643.511038088462
553.060679248775            640.873485291409
552.822859770876            638.256277692449
552.586419252935            635.659157170896
552.351360568274            633.081870123806
552.117686445529            630.524167369026
551.88539947087            627.985804050696
551.654502090196            625.466539547107
551.424996611327            622.966137380872
551.196885206161            620.484365131333
550.970169912827            618.020994349138
550.744852637813            615.575800472931
550.520935158073            613.148562748095
550.298419123119            610.739064147487
550.077306057097            608.347091294107
549.857597360833            605.972434385657
549.639294313873            603.614887120927
549.422398076492            601.274246627956
549.20690969169            598.950313393937
548.992830087167            596.642891196783
548.780160077281            594.351787038355
